support,itemsets
0.500945179584121,"frozenset({'F1_Apr', 'C1_Apr', 'F3_Apr', 'F8_Apr'})"
0.5063462057790981,"frozenset({'F1_Apr', 'C1_Apr', 'F3_Apr', 'F9_Apr'})"
0.50823656494734,"frozenset({'F1_Apr', 'C1_Apr', 'F3_Apr', 'F10_Apr'})"
0.5395625168782069,"frozenset({'F1_Apr', 'Apr_1', 'C1_Apr', 'F3_Apr'})"
0.5022954361328652,"frozenset({'F1_Apr', 'C1_Apr', 'Apr_1', 'F4_Apr'})"
0.5020253848231164,"frozenset({'F1_Apr', 'F5_Apr', 'C1_Apr', 'F6_Apr'})"
0.5025654874426141,"frozenset({'F1_Apr', 'F5_Apr', 'C1_Apr', 'F7_Apr'})"
0.5241695922225222,"frozenset({'F1_Apr', 'F5_Apr', 'C1_Apr', 'Apr_1'})"
0.5120172832838239,"frozenset({'F1_Apr', 'C1_Apr', 'Apr_1', 'F6_Apr'})"
0.5139076424520659,"frozenset({'F1_Apr', 'C1_Apr', 'Apr_1', 'F7_Apr'})"
0.5044558466108561,"frozenset({'F1_Apr', 'C1_Apr', 'Apr_1', 'F8_Apr'})"
0.5090467188765866,"frozenset({'F1_Apr', 'C1_Apr', 'Apr_1', 'F9_Apr'})"
0.5120172832838239,"frozenset({'F1_Apr', 'C1_Apr', 'Apr_1', 'F10_Apr'})"
0.5252497974615177,"frozenset({'F2_Apr', 'C1_Apr', 'F3_Apr', 'F4_Apr'})"
0.543073183904942,"frozenset({'F5_Apr', 'C1_Apr', 'F3_Apr', 'F2_Apr'})"
0.5336213880637322,"frozenset({'F6_Apr', 'C1_Apr', 'F3_Apr', 'F2_Apr'})"
0.5330812854442344,"frozenset({'F2_Apr', 'C1_Apr', 'F3_Apr', 'F7_Apr'})"
0.5168782068593033,"frozenset({'C1_Apr', 'F3_Apr', 'F2_Apr', 'F8_Apr'})"
0.5236294896030246,"frozenset({'C1_Apr', 'F3_Apr', 'F2_Apr', 'F9_Apr'})"
0.5244396435322711,"frozenset({'C1_Apr', 'F3_Apr', 'F2_Apr', 'F10_Apr'})"
0.5619767755873616,"frozenset({'Apr_1', 'C1_Apr', 'F3_Apr', 'F2_Apr'})"
0.5101269241155819,"frozenset({'F5_Apr', 'F2_Apr', 'C1_Apr', 'F4_Apr'})"
0.5049959492303537,"frozenset({'F6_Apr', 'F2_Apr', 'C1_Apr', 'F4_Apr'})"
0.5014852822036187,"frozenset({'F2_Apr', 'C1_Apr', 'F4_Apr', 'F7_Apr'})"
0.5274102079395085,"frozenset({'F2_Apr', 'C1_Apr', 'Apr_1', 'F4_Apr'})"
0.5220091817445315,"frozenset({'F6_Apr', 'F5_Apr', 'C1_Apr', 'F2_Apr'})"
0.5222792330542804,"frozenset({'F5_Apr', 'F2_Apr', 'C1_Apr', 'F7_Apr'})"
0.5041857953011072,"frozenset({'F5_Apr', 'C1_Apr', 'F2_Apr', 'F8_Apr'})"
0.5128274372130704,"frozenset({'F5_Apr', 'C1_Apr', 'F2_Apr', 'F9_Apr'})"
0.5093167701863354,"frozenset({'F5_Apr', 'C1_Apr', 'F2_Apr', 'F10_Apr'})"
0.544963543073184,"frozenset({'F5_Apr', 'C1_Apr', 'Apr_1', 'F2_Apr'})"
0.5112071293545773,"frozenset({'F6_Apr', 'F2_Apr', 'C1_Apr', 'F7_Apr'})"
0.5052660005401026,"frozenset({'F6_Apr', 'C1_Apr', 'F2_Apr', 'F9_Apr'})"
0.5044558466108561,"frozenset({'F6_Apr', 'C1_Apr', 'F2_Apr', 'F10_Apr'})"
0.5333513367539833,"frozenset({'F6_Apr', 'C1_Apr', 'Apr_1', 'F2_Apr'})"
0.5074264110180935,"frozenset({'F2_Apr', 'C1_Apr', 'F7_Apr', 'F9_Apr'})"
0.5012152308938699,"frozenset({'F2_Apr', 'C1_Apr', 'F7_Apr', 'F10_Apr'})"
0.535511747231974,"frozenset({'F2_Apr', 'C1_Apr', 'Apr_1', 'F7_Apr'})"
0.5184985147177964,"frozenset({'C1_Apr', 'Apr_1', 'F2_Apr', 'F8_Apr'})"
0.5058061031596003,"frozenset({'C1_Apr', 'F2_Apr', 'F10_Apr', 'F9_Apr'})"
0.526600054010262,"frozenset({'C1_Apr', 'Apr_1', 'F2_Apr', 'F9_Apr'})"
0.5303807723467459,"frozenset({'C1_Apr', 'Apr_1', 'F2_Apr', 'F10_Apr'})"
0.50823656494734,"frozenset({'F5_Apr', 'C1_Apr', 'F3_Apr', 'F4_Apr'})"
0.5020253848231164,"frozenset({'F6_Apr', 'C1_Apr', 'F3_Apr', 'F4_Apr'})"
0.5263300027005131,"frozenset({'Apr_1', 'C1_Apr', 'F3_Apr', 'F4_Apr'})"
0.5182284634080475,"frozenset({'F6_Apr', 'F5_Apr', 'C1_Apr', 'F3_Apr'})"
0.5179584120982986,"frozenset({'F5_Apr', 'C1_Apr', 'F3_Apr', 'F7_Apr'})"
0.5060761544693492,"frozenset({'F5_Apr', 'C1_Apr', 'F3_Apr', 'F8_Apr'})"
0.5139076424520659,"frozenset({'F5_Apr', 'C1_Apr', 'F3_Apr', 'F9_Apr'})"
0.5114771806643262,"frozenset({'F5_Apr', 'C1_Apr', 'F3_Apr', 'F10_Apr'})"
0.5414528760464489,"frozenset({'F5_Apr', 'Apr_1', 'C1_Apr', 'F3_Apr'})"
0.5055360518498515,"frozenset({'F6_Apr', 'C1_Apr', 'F3_Apr', 'F7_Apr'})"
0.5041857953011072,"frozenset({'F6_Apr', 'C1_Apr', 'F3_Apr', 'F9_Apr'})"
0.5022954361328652,"frozenset({'F6_Apr', 'C1_Apr', 'F3_Apr', 'F10_Apr'})"
0.5301107210369971,"frozenset({'F6_Apr', 'Apr_1', 'C1_Apr', 'F3_Apr'})"
0.5066162570888468,"frozenset({'C1_Apr', 'F3_Apr', 'F7_Apr', 'F9_Apr'})"
0.5012152308938699,"frozenset({'C1_Apr', 'F3_Apr', 'F7_Apr', 'F10_Apr'})"
0.5330812854442344,"frozenset({'Apr_1', 'C1_Apr', 'F3_Apr', 'F7_Apr'})"
0.5198487712665406,"frozenset({'Apr_1', 'C1_Apr', 'F3_Apr', 'F8_Apr'})"
0.5074264110180935,"frozenset({'C1_Apr', 'F3_Apr', 'F10_Apr', 'F9_Apr'})"
0.5271401566297597,"frozenset({'Apr_1', 'C1_Apr', 'F3_Apr', 'F9_Apr'})"
0.5306508236564947,"frozenset({'Apr_1', 'C1_Apr', 'F3_Apr', 'F10_Apr'})"
0.5093167701863354,"frozenset({'F5_Apr', 'C1_Apr', 'Apr_1', 'F4_Apr'})"
0.5017553335133675,"frozenset({'F6_Apr', 'C1_Apr', 'Apr_1', 'F4_Apr'})"
0.500945179584121,"frozenset({'C1_Apr', 'Apr_1', 'F4_Apr', 'F7_Apr'})"
0.5201188225762895,"frozenset({'F6_Apr', 'F5_Apr', 'C1_Apr', 'Apr_1'})"
0.5206589251957872,"frozenset({'F5_Apr', 'C1_Apr', 'Apr_1', 'F7_Apr'})"
0.5071563597083446,"frozenset({'F5_Apr', 'C1_Apr', 'Apr_1', 'F8_Apr'})"
0.513637591142317,"frozenset({'F5_Apr', 'C1_Apr', 'Apr_1', 'F9_Apr'})"
0.5133675398325682,"frozenset({'F5_Apr', 'C1_Apr', 'Apr_1', 'F10_Apr'})"
0.5071563597083446,"frozenset({'F6_Apr', 'C1_Apr', 'Apr_1', 'F7_Apr'})"
0.5041857953011072,"frozenset({'F6_Apr', 'C1_Apr', 'Apr_1', 'F9_Apr'})"
0.5074264110180935,"frozenset({'F6_Apr', 'C1_Apr', 'Apr_1', 'F10_Apr'})"
0.5101269241155819,"frozenset({'C1_Apr', 'Apr_1', 'F7_Apr', 'F9_Apr'})"
0.5055360518498515,"frozenset({'C1_Apr', 'Apr_1', 'F7_Apr', 'F10_Apr'})"
0.5039157439913584,"frozenset({'C1_Apr', 'Apr_1', 'F10_Apr', 'F8_Apr'})"
0.5109370780448285,"frozenset({'C1_Apr', 'Apr_1', 'F10_Apr', 'F9_Apr'})"
0.5419929786659465,"frozenset({'F1_Apr', 'F2_Apr', 'C2_Apr', 'CR_0'})"
0.5368620037807184,"frozenset({'F1_Apr', 'F3_Apr', 'C2_Apr', 'CR_0'})"
0.5060761544693492,"frozenset({'F1_Apr', 'F4_Apr', 'C2_Apr', 'CR_0'})"
0.5274102079395085,"frozenset({'F1_Apr', 'F5_Apr', 'C2_Apr', 'CR_0'})"
0.5171482581690521,"frozenset({'F6_Apr', 'C2_Apr', 'CR_0', 'F1_Apr'})"
0.5109370780448285,"frozenset({'F1_Apr', 'C2_Apr', 'CR_0', 'F7_Apr'})"
0.5085066162570888,"frozenset({'F1_Apr', 'C2_Apr', 'CR_0', 'F8_Apr'})"
0.5039157439913584,"frozenset({'F1_Apr', 'C2_Apr', 'CR_0', 'F9_Apr'})"
0.5171482581690521,"frozenset({'F1_Apr', 'C2_Apr', 'CR_0', 'F10_Apr'})"
0.5638671347556036,"frozenset({'F1_Apr', 'Apr_1', 'C2_Apr', 'CR_0'})"
0.5500945179584121,"frozenset({'C2_Apr', 'F2_Apr', 'F3_Apr', 'CR_0'})"
0.5214690791250337,"frozenset({'F4_Apr', 'C2_Apr', 'CR_0', 'F2_Apr'})"
0.5379422090197138,"frozenset({'F5_Apr', 'F2_Apr', 'C2_Apr', 'CR_0'})"
0.5303807723467459,"frozenset({'F6_Apr', 'F2_Apr', 'C2_Apr', 'CR_0'})"
0.5244396435322711,"frozenset({'F2_Apr', 'C2_Apr', 'CR_0', 'F7_Apr'})"
0.5133675398325682,"frozenset({'F2_Apr', 'C2_Apr', 'CR_0', 'F8_Apr'})"
0.5133675398325682,"frozenset({'F2_Apr', 'C2_Apr', 'CR_0', 'F9_Apr'})"
0.5287604644882528,"frozenset({'F2_Apr', 'C2_Apr', 'CR_0', 'F10_Apr'})"
0.5803402646502835,"frozenset({'C2_Apr', 'F2_Apr', 'Apr_1', 'CR_0'})"
0.5225492843640291,"frozenset({'C2_Apr', 'F4_Apr', 'F3_Apr', 'CR_0'})"
0.5382122603294626,"frozenset({'C2_Apr', 'F5_Apr', 'F3_Apr', 'CR_0'})"
0.5293005671077504,"frozenset({'F6_Apr', 'F3_Apr', 'C2_Apr', 'CR_0'})"
0.52470969484202,"frozenset({'C2_Apr', 'F3_Apr', 'CR_0', 'F7_Apr'})"
0.517418309478801,"frozenset({'C2_Apr', 'F3_Apr', 'CR_0', 'F8_Apr'})"
0.5147177963813124,"frozenset({'C2_Apr', 'F3_Apr', 'CR_0', 'F9_Apr'})"
0.5295706184174993,"frozenset({'C2_Apr', 'F3_Apr', 'CR_0', 'F10_Apr'})"
0.5779098028625439,"frozenset({'C2_Apr', 'Apr_1', 'F3_Apr', 'CR_0'})"
0.5087766675668377,"frozenset({'F5_Apr', 'F4_Apr', 'C2_Apr', 'CR_0'})"
0.5039157439913584,"frozenset({'F6_Apr', 'F4_Apr', 'C2_Apr', 'CR_0'})"
0.5033756413718606,"frozenset({'F4_Apr', 'C2_Apr', 'CR_0', 'F10_Apr'})"
0.5436132865244396,"frozenset({'C2_Apr', 'F4_Apr', 'Apr_1', 'CR_0'})"
0.5244396435322711,"frozenset({'F6_Apr', 'F5_Apr', 'C2_Apr', 'CR_0'})"
0.5179584120982986,"frozenset({'F5_Apr', 'C2_Apr', 'CR_0', 'F7_Apr'})"
0.5106670267350797,"frozenset({'F5_Apr', 'C2_Apr', 'CR_0', 'F8_Apr'})"
0.504725897920605,"frozenset({'F5_Apr', 'C2_Apr', 'CR_0', 'F9_Apr'})"
0.5184985147177964,"frozenset({'F5_Apr', 'C2_Apr', 'CR_0', 'F10_Apr'})"
0.561166621658115,"frozenset({'C2_Apr', 'F5_Apr', 'Apr_1', 'CR_0'})"
0.5076964623278423,"frozenset({'F6_Apr', 'C2_Apr', 'CR_0', 'F7_Apr'})"
0.5001350256548744,"frozenset({'F6_Apr', 'C2_Apr', 'CR_0', 'F8_Apr'})"
0.5117472319740751,"frozenset({'F6_Apr', 'C2_Apr', 'CR_0', 'F10_Apr'})"
0.5544153389143938,"frozenset({'F6_Apr', 'Apr_1', 'C2_Apr', 'CR_0'})"
0.5090467188765866,"frozenset({'C2_Apr', 'CR_0', 'F7_Apr', 'F10_Apr'})"
0.5479341074804213,"frozenset({'C2_Apr', 'Apr_1', 'CR_0', 'F7_Apr'})"
0.5087766675668377,"frozenset({'C2_Apr', 'CR_0', 'F10_Apr', 'F8_Apr'})"
0.5425330812854442,"frozenset({'C2_Apr', 'Apr_1', 'CR_0', 'F8_Apr'})"
0.5066162570888468,"frozenset({'C2_Apr', 'CR_0', 'F10_Apr', 'F9_Apr'})"
0.5360518498514718,"frozenset({'Apr_1', 'C2_Apr', 'CR_0', 'F9_Apr'})"
0.5533351336753983,"frozenset({'C2_Apr', 'Apr_1', 'CR_0', 'F10_Apr'})"
0.5514447745071563,"frozenset({'F1_Apr', 'F2_Apr', 'F3_Apr', 'C2_Apr'})"
0.5225492843640291,"frozenset({'F1_Apr', 'F4_Apr', 'C2_Apr', 'F2_Apr'})"
0.5441533891439373,"frozenset({'F1_Apr', 'F5_Apr', 'F2_Apr', 'C2_Apr'})"
0.5333513367539833,"frozenset({'F6_Apr', 'F2_Apr', 'C2_Apr', 'F1_Apr'})"
0.5284904131785039,"frozenset({'F1_Apr', 'F2_Apr', 'C2_Apr', 'F7_Apr'})"
0.5217391304347826,"frozenset({'F1_Apr', 'F2_Apr', 'C2_Apr', 'F8_Apr'})"
0.5187685660275453,"frozenset({'F1_Apr', 'F2_Apr', 'C2_Apr', 'F9_Apr'})"
0.5349716446124764,"frozenset({'F1_Apr', 'F2_Apr', 'C2_Apr', 'F10_Apr'})"
0.5738590332163112,"frozenset({'F1_Apr', 'F2_Apr', 'Apr_1', 'C2_Apr'})"
0.517418309478801,"frozenset({'F1_Apr', 'F4_Apr', 'F3_Apr', 'C2_Apr'})"
0.5401026194977046,"frozenset({'F1_Apr', 'F5_Apr', 'F3_Apr', 'C2_Apr'})"
0.5290305157980016,"frozenset({'F6_Apr', 'F3_Apr', 'C2_Apr', 'F1_Apr'})"
0.5241695922225222,"frozenset({'F1_Apr', 'F3_Apr', 'C2_Apr', 'F7_Apr'})"
0.517418309478801,"frozenset({'F1_Apr', 'F3_Apr', 'C2_Apr', 'F8_Apr'})"
0.5122873345935728,"frozenset({'F1_Apr', 'F3_Apr', 'C2_Apr', 'F9_Apr'})"
0.5298406697272482,"frozenset({'F1_Apr', 'F3_Apr', 'C2_Apr', 'F10_Apr'})"
0.5662975965433432,"frozenset({'F1_Apr', 'Apr_1', 'F3_Apr', 'C2_Apr'})"
0.5093167701863354,"frozenset({'F1_Apr', 'F5_Apr', 'F4_Apr', 'C2_Apr'})"
0.5014852822036187,"frozenset({'F6_Apr', 'F4_Apr', 'C2_Apr', 'F1_Apr'})"
0.502835538752363,"frozenset({'F1_Apr', 'F4_Apr', 'C2_Apr', 'F10_Apr'})"
0.5322711315149878,"frozenset({'F1_Apr', 'Apr_1', 'F4_Apr', 'C2_Apr'})"
0.5236294896030246,"frozenset({'F6_Apr', 'F5_Apr', 'C2_Apr', 'F1_Apr'})"
0.5203888738860384,"frozenset({'F1_Apr', 'F5_Apr', 'C2_Apr', 'F7_Apr'})"
0.5141776937618148,"frozenset({'F1_Apr', 'F5_Apr', 'C2_Apr', 'F8_Apr'})"
0.5074264110180935,"frozenset({'F1_Apr', 'F5_Apr', 'C2_Apr', 'F9_Apr'})"
0.520928976505536,"frozenset({'F1_Apr', 'F5_Apr', 'C2_Apr', 'F10_Apr'})"
0.5546853902241425,"frozenset({'F1_Apr', 'Apr_1', 'F5_Apr', 'C2_Apr'})"
0.5074264110180935,"frozenset({'F6_Apr', 'C2_Apr', 'F7_Apr', 'F1_Apr'})"
0.5014852822036187,"frozenset({'F6_Apr', 'C2_Apr', 'F1_Apr', 'F8_Apr'})"
0.5117472319740751,"frozenset({'F6_Apr', 'C2_Apr', 'F10_Apr', 'F1_Apr'})"
0.5436132865244396,"frozenset({'F6_Apr', 'Apr_1', 'C2_Apr', 'F1_Apr'})"
0.500945179584121,"frozenset({'F1_Apr', 'C2_Apr', 'F7_Apr', 'F8_Apr'})"
0.5006751282743721,"frozenset({'F1_Apr', 'C2_Apr', 'F7_Apr', 'F9_Apr'})"
0.50823656494734,"frozenset({'F1_Apr', 'C2_Apr', 'F7_Apr', 'F10_Apr'})"
0.5401026194977046,"frozenset({'F1_Apr', 'Apr_1', 'C2_Apr', 'F7_Apr'})"
0.5101269241155819,"frozenset({'F1_Apr', 'C2_Apr', 'F10_Apr', 'F8_Apr'})"
0.537402106400216,"frozenset({'F1_Apr', 'Apr_1', 'C2_Apr', 'F8_Apr'})"
0.5087766675668377,"frozenset({'F1_Apr', 'C2_Apr', 'F10_Apr', 'F9_Apr'})"
0.5303807723467459,"frozenset({'F1_Apr', 'Apr_1', 'C2_Apr', 'F9_Apr'})"
0.5463137996219282,"frozenset({'F1_Apr', 'Apr_1', 'C2_Apr', 'F10_Apr'})"
0.5309208749662436,"frozenset({'C2_Apr', 'F4_Apr', 'F3_Apr', 'F2_Apr'})"
0.5482041587901701,"frozenset({'C2_Apr', 'F5_Apr', 'F2_Apr', 'F3_Apr'})"
0.5401026194977046,"frozenset({'F6_Apr', 'F2_Apr', 'F3_Apr', 'C2_Apr'})"
0.5371320550904672,"frozenset({'C2_Apr', 'F2_Apr', 'F3_Apr', 'F7_Apr'})"
0.5225492843640291,"frozenset({'C2_Apr', 'F2_Apr', 'F3_Apr', 'F8_Apr'})"
0.5225492843640291,"frozenset({'C2_Apr', 'F2_Apr', 'F3_Apr', 'F9_Apr'})"
0.5409127734269511,"frozenset({'C2_Apr', 'F2_Apr', 'F3_Apr', 'F10_Apr'})"
0.5787199567917904,"frozenset({'C2_Apr', 'Apr_1', 'F2_Apr', 'F3_Apr'})"
0.5201188225762895,"frozenset({'F5_Apr', 'F4_Apr', 'C2_Apr', 'F2_Apr'})"
0.5149878476910613,"frozenset({'F6_Apr', 'F4_Apr', 'C2_Apr', 'F2_Apr'})"
0.5103969754253308,"frozenset({'F2_Apr', 'F4_Apr', 'C2_Apr', 'F7_Apr'})"
0.5033756413718606,"frozenset({'F4_Apr', 'C2_Apr', 'F2_Apr', 'F8_Apr'})"
0.5147177963813124,"frozenset({'F4_Apr', 'C2_Apr', 'F2_Apr', 'F10_Apr'})"
0.5476640561706724,"frozenset({'C2_Apr', 'F4_Apr', 'Apr_1', 'F2_Apr'})"
0.5341614906832298,"frozenset({'F6_Apr', 'F5_Apr', 'F2_Apr', 'C2_Apr'})"
0.5309208749662436,"frozenset({'F5_Apr', 'F2_Apr', 'C2_Apr', 'F7_Apr'})"
0.5179584120982986,"frozenset({'F5_Apr', 'F2_Apr', 'C2_Apr', 'F8_Apr'})"
0.5171482581690521,"frozenset({'F5_Apr', 'F2_Apr', 'C2_Apr', 'F9_Apr'})"
0.5298406697272482,"frozenset({'F5_Apr', 'F2_Apr', 'C2_Apr', 'F10_Apr'})"
0.564947339994599,"frozenset({'C2_Apr', 'F5_Apr', 'F2_Apr', 'Apr_1'})"
0.5214690791250337,"frozenset({'F6_Apr', 'F2_Apr', 'C2_Apr', 'F7_Apr'})"
0.5085066162570888,"frozenset({'F6_Apr', 'F2_Apr', 'C2_Apr', 'F8_Apr'})"
0.5090467188765866,"frozenset({'F6_Apr', 'F2_Apr', 'C2_Apr', 'F9_Apr'})"
0.52470969484202,"frozenset({'F6_Apr', 'F2_Apr', 'C2_Apr', 'F10_Apr'})"
0.5565757493923845,"frozenset({'F6_Apr', 'F2_Apr', 'Apr_1', 'C2_Apr'})"
0.5060761544693492,"frozenset({'F2_Apr', 'C2_Apr', 'F7_Apr', 'F8_Apr'})"
0.5109370780448285,"frozenset({'F2_Apr', 'C2_Apr', 'F7_Apr', 'F9_Apr'})"
0.5195787199567918,"frozenset({'F2_Apr', 'C2_Apr', 'F7_Apr', 'F10_Apr'})"
0.5536051849851472,"frozenset({'C2_Apr', 'F2_Apr', 'Apr_1', 'F7_Apr'})"
0.5163381042398055,"frozenset({'F2_Apr', 'C2_Apr', 'F10_Apr', 'F8_Apr'})"
0.5422630299756954,"frozenset({'C2_Apr', 'F2_Apr', 'Apr_1', 'F8_Apr'})"
0.5187685660275453,"frozenset({'F2_Apr', 'C2_Apr', 'F10_Apr', 'F9_Apr'})"
0.5395625168782069,"frozenset({'C2_Apr', 'F2_Apr', 'Apr_1', 'F9_Apr'})"
0.5571158520118823,"frozenset({'C2_Apr', 'F2_Apr', 'Apr_1', 'F10_Apr'})"
0.5187685660275453,"frozenset({'C2_Apr', 'F5_Apr', 'F4_Apr', 'F3_Apr'})"
0.5133675398325682,"frozenset({'F6_Apr', 'F4_Apr', 'F3_Apr', 'C2_Apr'})"
0.5103969754253308,"frozenset({'C2_Apr', 'F4_Apr', 'F3_Apr', 'F7_Apr'})"
0.5041857953011072,"frozenset({'C2_Apr', 'F4_Apr', 'F3_Apr', 'F8_Apr'})"
0.5166081555495544,"frozenset({'C2_Apr', 'F4_Apr', 'F3_Apr', 'F10_Apr'})"
0.5473940048609236,"frozenset({'C2_Apr', 'Apr_1', 'F4_Apr', 'F3_Apr'})"
0.5330812854442344,"frozenset({'F6_Apr', 'F5_Apr', 'F3_Apr', 'C2_Apr'})"
0.5306508236564947,"frozenset({'C2_Apr', 'F5_Apr', 'F3_Apr', 'F7_Apr'})"
0.5203888738860384,"frozenset({'C2_Apr', 'F5_Apr', 'F3_Apr', 'F8_Apr'})"
0.5152578990008102,"frozenset({'C2_Apr', 'F5_Apr', 'F3_Apr', 'F9_Apr'})"
0.5317310288954902,"frozenset({'C2_Apr', 'F5_Apr', 'F3_Apr', 'F10_Apr'})"
0.5641371860653525,"frozenset({'C2_Apr', 'Apr_1', 'F5_Apr', 'F3_Apr'})"
0.519308668647043,"frozenset({'F6_Apr', 'F3_Apr', 'C2_Apr', 'F7_Apr'})"
0.5093167701863354,"frozenset({'F6_Apr', 'F3_Apr', 'C2_Apr', 'F8_Apr'})"
0.50823656494734,"frozenset({'F6_Apr', 'F3_Apr', 'C2_Apr', 'F9_Apr'})"
0.5222792330542804,"frozenset({'F6_Apr', 'F3_Apr', 'C2_Apr', 'F10_Apr'})"
0.5554955441533892,"frozenset({'F6_Apr', 'Apr_1', 'F3_Apr', 'C2_Apr'})"
0.5109370780448285,"frozenset({'C2_Apr', 'F3_Apr', 'F7_Apr', 'F8_Apr'})"
0.5098568728058331,"frozenset({'C2_Apr', 'F3_Apr', 'F7_Apr', 'F9_Apr'})"
0.5206589251957872,"frozenset({'C2_Apr', 'F3_Apr', 'F7_Apr', 'F10_Apr'})"
0.5533351336753983,"frozenset({'C2_Apr', 'Apr_1', 'F3_Apr', 'F7_Apr'})"
0.5006751282743721,"frozenset({'C2_Apr', 'F3_Apr', 'F8_Apr', 'F9_Apr'})"
0.5176883607885499,"frozenset({'C2_Apr', 'F3_Apr', 'F10_Apr', 'F8_Apr'})"
0.5441533891439373,"frozenset({'C2_Apr', 'Apr_1', 'F3_Apr', 'F8_Apr'})"
0.517418309478801,"frozenset({'C2_Apr', 'F3_Apr', 'F10_Apr', 'F9_Apr'})"
0.5390224142587091,"frozenset({'C2_Apr', 'Apr_1', 'F3_Apr', 'F9_Apr'})"
0.5554955441533892,"frozenset({'C2_Apr', 'Apr_1', 'F3_Apr', 'F10_Apr'})"
0.5060761544693492,"frozenset({'F6_Apr', 'F5_Apr', 'F4_Apr', 'C2_Apr'})"
0.5033756413718606,"frozenset({'F5_Apr', 'F4_Apr', 'C2_Apr', 'F7_Apr'})"
0.5017553335133675,"frozenset({'F5_Apr', 'F4_Apr', 'C2_Apr', 'F8_Apr'})"
0.5063462057790981,"frozenset({'F5_Apr', 'F4_Apr', 'C2_Apr', 'F10_Apr'})"
0.5330812854442344,"frozenset({'C2_Apr', 'F5_Apr', 'F4_Apr', 'Apr_1'})"
0.5006751282743721,"frozenset({'F6_Apr', 'F4_Apr', 'C2_Apr', 'F10_Apr'})"
0.5255198487712666,"frozenset({'F6_Apr', 'F4_Apr', 'Apr_1', 'C2_Apr'})"
0.5230893869835269,"frozenset({'C2_Apr', 'F4_Apr', 'Apr_1', 'F7_Apr'})"
0.519308668647043,"frozenset({'C2_Apr', 'F4_Apr', 'Apr_1', 'F8_Apr'})"
0.5109370780448285,"frozenset({'Apr_1', 'F4_Apr', 'C2_Apr', 'F9_Apr'})"
0.5279503105590062,"frozenset({'C2_Apr', 'F4_Apr', 'Apr_1', 'F10_Apr'})"
0.517418309478801,"frozenset({'F6_Apr', 'F5_Apr', 'C2_Apr', 'F7_Apr'})"
0.5087766675668377,"frozenset({'F6_Apr', 'F5_Apr', 'C2_Apr', 'F8_Apr'})"
0.5039157439913584,"frozenset({'F6_Apr', 'F5_Apr', 'C2_Apr', 'F9_Apr'})"
0.5179584120982986,"frozenset({'F6_Apr', 'F5_Apr', 'C2_Apr', 'F10_Apr'})"
0.5482041587901701,"frozenset({'F6_Apr', 'F5_Apr', 'Apr_1', 'C2_Apr'})"
0.5066162570888468,"frozenset({'F5_Apr', 'C2_Apr', 'F7_Apr', 'F8_Apr'})"
0.5066162570888468,"frozenset({'F5_Apr', 'C2_Apr', 'F7_Apr', 'F9_Apr'})"
0.5147177963813124,"frozenset({'F5_Apr', 'C2_Apr', 'F7_Apr', 'F10_Apr'})"
0.5457736970024305,"frozenset({'C2_Apr', 'F5_Apr', 'Apr_1', 'F7_Apr'})"
0.5141776937618148,"frozenset({'F5_Apr', 'C2_Apr', 'F10_Apr', 'F8_Apr'})"
0.5368620037807184,"frozenset({'C2_Apr', 'F5_Apr', 'Apr_1', 'F8_Apr'})"
0.50823656494734,"frozenset({'F5_Apr', 'C2_Apr', 'F10_Apr', 'F9_Apr'})"
0.5295706184174993,"frozenset({'F5_Apr', 'Apr_1', 'C2_Apr', 'F9_Apr'})"
0.5441533891439373,"frozenset({'C2_Apr', 'F5_Apr', 'Apr_1', 'F10_Apr'})"
0.5033756413718606,"frozenset({'F6_Apr', 'C2_Apr', 'F7_Apr', 'F10_Apr'})"
0.5330812854442344,"frozenset({'F6_Apr', 'Apr_1', 'C2_Apr', 'F7_Apr'})"
0.5020253848231164,"frozenset({'F6_Apr', 'C2_Apr', 'F10_Apr', 'F8_Apr'})"
0.5252497974615177,"frozenset({'F6_Apr', 'Apr_1', 'C2_Apr', 'F8_Apr'})"
0.5020253848231164,"frozenset({'F6_Apr', 'C2_Apr', 'F10_Apr', 'F9_Apr'})"
0.5206589251957872,"frozenset({'F6_Apr', 'Apr_1', 'C2_Apr', 'F9_Apr'})"
0.5371320550904672,"frozenset({'F6_Apr', 'Apr_1', 'C2_Apr', 'F10_Apr'})"
0.5012152308938699,"frozenset({'C2_Apr', 'F7_Apr', 'F10_Apr', 'F8_Apr'})"
0.5244396435322711,"frozenset({'C2_Apr', 'Apr_1', 'F7_Apr', 'F8_Apr'})"
0.504725897920605,"frozenset({'C2_Apr', 'F7_Apr', 'F10_Apr', 'F9_Apr'})"
0.5241695922225222,"frozenset({'C2_Apr', 'Apr_1', 'F7_Apr', 'F9_Apr'})"
0.5341614906832298,"frozenset({'C2_Apr', 'Apr_1', 'F7_Apr', 'F10_Apr'})"
0.5001350256548744,"frozenset({'C2_Apr', 'F8_Apr', 'F10_Apr', 'F9_Apr'})"
0.515527950310559,"frozenset({'Apr_1', 'C2_Apr', 'F8_Apr', 'F9_Apr'})"
0.5365919524709695,"frozenset({'C2_Apr', 'Apr_1', 'F10_Apr', 'F8_Apr'})"
0.5330812854442344,"frozenset({'C2_Apr', 'Apr_1', 'F10_Apr', 'F9_Apr'})"
0.61409667836889,"frozenset({'F1_Apr', 'F2_Apr', 'F3_Apr', 'CR_0'})"
