Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sem,Sexo,Apr
Ingeniería Civil Industrial,80.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,100.0,100.0,100,100.0,100.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,80.0,55.0,0.0,-,100.0,100.0,100.0,100.0,60.0,100.0,67.0,60.0,100.0,-,77.0,91.0,72.0,73.0,64.0,78.0,90.91,97.0,100.0,-,100.0,100.0,100.0,100.0,100.0,95.0,95.0,85.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,78.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,99.0,100.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,90.0,100.0,0.0,100,100.0,100.0,100.0,75.0,100.0,60.0,67.0,100.0,100.0,94,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,100,90.0,95.0,90.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,79.0,95.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,100,100.0,100.0,85.0,100.0,45.0,90.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,95.0,63.5,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100,100.0,100.0,100.0,0.0,100.0,99.0,100.0,89.0,100.0,100,90.0,95.0,65.0,95.0,85.0,100.0,70.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,85.0,85.0,0.0,100,100.0,100.0,100.0,100.0,80.0,80.0,50.0,60.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,59.0,45.0,52.0,100,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90,95.0,100.0,50.0,80.0,90.0,55.0,100.0,90.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,44.0,30.0,60.0,100,100.0,100.0,100.0,100.0,60.0,80.0,83.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,80,70.0,95.0,75.0,85.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,52.0,0.0,0.0,6,0.0,2.0,1,0
Ingeniería Civil Industrial,100.0,95.0,0.0,100,100.0,100.0,100.0,100.0,80.0,100.0,83.0,100.0,100.0,100,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,95.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,97.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,80.0,60.0,0.0,100,100.0,100.0,100.0,100.0,60.0,100.0,67.0,80.0,100.0,100,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,96.0,90,100.0,95.0,85.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.0,0.0,0.0,6,0.0,2.0,0,1
Construcción Civil,40.0,0.0,0.0,-,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0,0.0,2.0,0,0
Ingeniería Civil Industrial,69.0,90.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,33.0,100.0,100.0,100,100.0,100.0,96.0,100.0,100.0,96.0,90.91,100.0,100.0,90,100.0,95.0,85.0,100.0,100.0,50.0,80.0,35.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,83.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,35.0,16.0,0.0,100,100.0,100.0,100.0,100.0,0.0,0.0,33.0,100.0,100.0,90,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6,0.0,2.0,0,0
Ingeniería Civil Industrial,95.0,75.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90,95.0,100.0,95.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,0.0,0.0,0.0,100,100.0,100.0,0.0,100.0,100.0,100.0,0.0,80.0,0.0,89,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,2.0,0,0
Ingeniería Civil Industrial,55.0,95.0,0.0,100,100.0,100.0,100.0,100.0,80.0,80.0,67.0,60.0,100.0,0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100,100.0,90.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,66.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,99.0,100.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,90,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,90.0,50.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,88.0,0.0,100.0,98.0,100.0,0.0,96.0,100,70.0,100.0,100.0,0.0,100.0,100.0,60.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,74.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Industrial,100.0,85.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100,100.0,100.0,100.0,86.0,96.0,85.0,0.0,0.0,0.0,90,95.0,80.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,100.0,100.0,0.0,100,100.0,100.0,100.0,100.0,80.0,100.0,50.0,20.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,0.0,0.0,6,0.0,2.0,0,1
Ingeniería Civil Plan Común,79.0,100.0,0.0,-,100.0,30.0,75.0,100.0,100.0,100.0,83.0,100.0,100.0,-,0.0,100.0,96.0,0.0,0.0,100.0,90.91,100.0,100.0,-,0.0,95.0,90.0,100.0,45.0,100.0,100.0,100.0,100.0,-,100.0,40.0,100.0,0.0,46.0,60.0,100.0,85.0,0.0,0.0,11,0.0,2.0,0,1
Ingeniería Civil Industrial,74.0,50.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85,100.0,90.0,75.0,100.0,80.0,100.0,100.0,90.0,100.0,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,0.0,0.0,6,0.0,2.0,1,1
Ingeniería Civil Industrial,90.0,80.0,0.0,100,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100,100.0,100.0,100.0,0.0,100.0,57.0,100.0,100.0,100.0,100,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,95.0,0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,86.0,0.0,0.0,6,0.0,2.0,0,1
