,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
374,Ingeniería Civil Eléctrica,4,4,0,0,1,4,3,4,3,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,79,4,1,2,0,1
375,Ingeniería Civil Eléctrica,4,1,2,4,4,4,3,4,4,4,0,4,4,4,4,4,0,0,4,0,0,4,0,4,4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,40,4,1,2,0,0
376,Ingeniería Civil Plan Común,4,1,0,4,4,4,3,1,1,4,4,1,4,4,0,4,0,2,0,1,0,0,4,4,4,4,4,4,0,1.0,4,4,4.0,4,4,4,4,4,4,4,4,62,11,1,2,0,1
377,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4.0,4,4,4.0,4,0,4,4,0,4,4,4,86,11,1,2,0,1
378,Ingeniería Civil Metalúrgica,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,50,10,1,2,0,0
379,Ingeniería Civil Plan Común,4,3,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,3,4,4,4,4.0,4,4,2.0,4,4,4,4,4,4,4,4,81,11,1,2,0,1
380,Ingeniería Civil Metalúrgica,4,1,0,4,3,4,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,38,10,1,2,0,0
381,Ingeniería Civil Metalúrgica,4,0,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,0,4.0,4,4,4,4,0,4,4,4,50,10,1,2,1,0
382,Ingeniería Civil Plan Común,1,1,4,4,4,2,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,4,4.0,4,4,4,4,4,4,4,4,64,11,1,2,0,1
383,Ingeniería Civil Metalúrgica,4,1,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,1,2.0,4,4,4,4,4,4,4,4,79,10,1,2,1,1
384,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,93,11,2,2,0,1
385,Ingeniería Civil Plan Común,1,0,0,4,4,4,4,4,1,4,4,3,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,0.0,0,4,0.0,0,0,0,0,0,0,0,0,9,11,1,2,1,0
386,Ingeniería Civil Informática,4,4,0,4,4,4,3,4,4,4,4,4,4,4,0,4,4,0,4,0,4,1,4,4,4,4,4,4,1,4.0,3,4,3.0,0,4,4,4,4,4,4,4,86,7,1,2,0,1
387,Ingeniería Civil Plan Común,1,1,1,4,4,4,4,4,1,0,4,4,0,4,0,0,0,0,0,0,0,4,4,4,4,2,3,1,0,1.0,4,4,4.0,0,0,0,0,0,0,0,0,28,11,1,2,1,0
388,Ingeniería Civil Metalúrgica,4,4,0,0,4,3,4,4,3,4,4,1,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4.0,0,4,3.0,0,0,0,0,0,4,0,0,75,10,1,2,1,1
389,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,79,11,1,2,1,1
390,Ingeniería Civil Informática,4,4,0,0,4,2,1,4,3,4,4,4,4,4,4,0,3,0,4,0,0,0,0,4,4,4,4,0,4,1.0,4,4,4.0,0,0,0,0,0,0,0,0,78,7,1,2,0,1
391,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,3,1,4,4,1,4,0,0,4,4,4,4,4,4,4,0,4,4,0,4,4,4,3.0,1,4,4.0,4,4,0,4,4,0,4,4,65,11,1,2,0,1
392,Ingeniería Comercial,4,0,0,4,4,3,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4.0,2,4,0.0,4,4,4,4,4,0,4,4,42,14,2,2,1,0
393,Ingeniería Civil Plan Común,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0.0,0,0,0.0,4,4,0,4,4,4,4,4,83,11,1,2,0,1
394,Ingeniería Civil Plan Común,3,1,3,4,4,4,4,3,1,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3.0,3,4,0.0,4,4,0,4,4,4,4,4,73,11,1,2,1,1
395,Ingeniería Civil Informática,4,4,0,0,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,93,7,1,2,0,1
396,Ingeniería Civil Eléctrica,2,4,0,4,4,4,3,4,1,3,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,1,4,1.0,0,2,2.0,4,4,0,4,4,0,4,4,68,4,1,2,0,1
397,Ingeniería Civil Plan Común,0,4,4,4,0,4,4,4,4,0,0,1,0,4,4,4,4,0,4,0,0,4,0,4,4,1,0,0,0,0.0,0,0,0.0,0,0,0,4,0,0,4,4,62,11,1,2,0,1
398,Ingeniería Civil Eléctrica,4,3,0,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,87,4,1,2,0,1
399,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,1.0,1,3,0.0,4,4,4,4,4,4,4,4,71,11,1,2,0,1
400,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3.0,0,4,1.0,4,4,4,4,4,4,4,4,84,11,1,2,0,1
401,Ingeniería Civil Plan Común,4,4,0,0,0,4,0,4,3,4,4,4,4,4,0,0,0,4,4,4,0,4,0,4,4,4,4,4,0,4.0,4,4,4.0,0,4,0,4,0,0,4,4,70,11,0,2,0,1
402,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,0,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,86,11,1,2,0,1
403,Ingeniería Civil Metalúrgica,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,4,1.0,4,0,4,4,4,4,0,4,76,10,1,2,0,1
404,Ingeniería Civil Eléctrica,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,0,4,4,4,4,4,4,96,4,1,2,0,1
405,Ingeniería Civil Informática,4,1,1,4,4,0,0,0,3,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,1,0,1.0,0,0,0.0,4,4,4,4,4,4,4,4,61,7,1,2,0,1
406,Ingeniería Civil Metalúrgica,4,0,0,0,4,4,3,4,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,46,10,1,2,1,0
407,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0,4,4,4,4,4,4,4,4.0,4,0,4.0,4,4,4,4,4,4,4,4,85,11,1,2,0,1
408,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,0,0.0,4,4,0,4,4,4,4,4,85,11,1,2,0,1
409,Ingeniería Civil Metalúrgica,4,1,2,0,3,4,4,4,1,4,4,4,3,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2.0,4,4,4,4,4,4,4,4,82,10,1,2,0,1
410,Ingeniería Civil Metalúrgica,4,4,0,4,3,4,3,4,3,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,3.0,4,4,4,4,4,4,4,4,95,10,1,2,1,1
411,Ingeniería Civil Plan Común,4,1,0,4,1,2,0,4,3,3,4,4,0,4,4,0,0,4,0,0,4,4,4,4,4,4,4,0,0,4.0,4,4,4.0,4,4,4,4,4,4,4,4,63,11,1,2,0,1
412,Ingeniería Civil Informática,4,0,1,0,4,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,4,4,0,4,0,4,4.0,0,0,0.0,0,0,0,0,0,0,4,0,44,7,1,2,1,0
413,Ingeniería Civil Informática,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,98,7,1,2,0,1
414,Ingeniería Civil Plan Común,4,1,0,0,4,4,3,3,4,4,4,4,3,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4.0,0,0,4.0,4,4,0,4,4,4,0,4,74,11,1,2,0,1
415,Ingeniería Civil Plan Común,4,1,4,4,1,4,1,4,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,76,11,1,2,0,1
416,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4.0,4,4,1.0,4,4,4,4,4,4,4,4,94,11,1,2,0,1
417,Ingeniería Civil Metalúrgica,4,1,0,0,3,4,4,4,4,4,4,4,1,4,4,4,0,4,4,0,4,4,4,4,4,4,4,3,4,4.0,1,4,4.0,4,4,4,0,4,4,4,4,72,10,1,2,0,1
418,Ingeniería Civil Plan Común,4,0,2,4,4,4,0,4,3,3,2,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,0,4,1.0,0,0,0.0,4,4,0,0,0,4,0,0,45,11,1,2,0,0
420,Ingeniería Civil Informática,4,4,0,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,0,4,4,4,4,4,4,97,7,1,2,0,1
421,Ingeniería Civil Plan Común,1,4,3,4,4,3,4,1,4,0,4,0,4,4,4,4,4,4,4,0,0,4,4,4,4,3,4,0,4,0.0,4,2,0.0,4,0,0,4,4,0,4,4,65,11,1,2,0,1
422,Ingeniería Civil Plan Común,4,1,0,4,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,80,11,1,2,0,1
423,Ingeniería Civil Plan Común,3,0,0,4,4,0,1,4,4,4,4,1,0,4,4,4,0,4,4,4,0,0,0,4,4,0,3,0,0,0.0,0,0,0.0,0,0,0,0,4,4,4,4,3,11,1,2,0,0
425,Ingeniería Civil Informática,4,3,0,4,3,4,4,4,4,4,4,4,4,4,0,4,0,0,4,4,0,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,86,7,1,2,0,1
426,Ingeniería Civil Eléctrica,2,1,0,4,4,4,4,4,4,4,0,4,4,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,1,0.0,0,0,0.0,0,0,4,4,4,4,4,0,31,4,1,2,0,0
427,Ingeniería Civil Metalúrgica,4,2,4,0,3,4,3,3,1,3,0,1,3,4,0,0,0,0,4,0,4,4,0,3,0,0,2,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0,0,53,10,1,2,0,0
428,Ingeniería Civil Plan Común,1,0,4,4,4,0,0,4,3,4,4,4,4,0,4,4,0,0,0,0,0,4,4,4,4,0,0,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,75,11,1,2,0,1
429,Ingeniería Civil Plan Común,2,1,1,4,4,4,4,4,1,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,3.0,1,1,1.0,4,4,0,4,4,4,4,4,46,11,1,2,0,0
430,Ingeniería Civil Eléctrica,4,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,93,4,1,2,0,1
431,Ingeniería Civil Metalúrgica,2,1,1,4,4,4,0,4,4,4,4,4,1,0,0,0,0,4,4,0,4,4,4,4,4,4,4,4,1,0.0,4,2,4.0,4,4,4,4,4,4,4,4,38,10,1,2,1,0
432,Ingeniería Civil Eléctrica,4,4,0,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,0,0,0,0,0,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,0,0,4,0,0,92,4,1,2,0,1
433,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,95,11,1,2,0,1
434,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,73,11,1,2,1,1
435,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,94,11,1,2,0,1
436,Ingeniería Civil Eléctrica,4,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,99,4,1,2,0,1
437,Ingeniería Civil Eléctrica,4,1,0,0,4,4,4,4,1,4,4,4,4,4,4,4,4,4,0,4,0,4,0,4,4,4,4,0,4,3.0,0,4,4.0,4,4,4,4,0,4,0,0,70,4,1,2,0,1
438,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,3.0,4,4,4.0,4,4,4,4,4,4,4,4,78,11,1,2,0,1
439,Ingeniería Civil Plan Común,1,0,0,0,3,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,3,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,15,11,1,2,0,0
440,Ingeniería Civil Eléctrica,1,4,0,4,4,1,0,4,0,3,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,3,4,4,4.0,4,2,4.0,0,4,4,4,4,4,4,0,67,4,1,2,1,1
441,Ingeniería Civil Informática,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,81,7,1,2,0,1
443,Ingeniería Comercial,4,0,2,0,4,3,4,4,3,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,3.0,1,4,1.0,4,4,4,4,4,4,4,4,41,14,2,2,0,0
444,Ingeniería Civil Plan Común,2,4,0,4,4,4,3,4,4,4,4,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,3,1.0,4,4,4,4,4,4,4,4,81,11,1,2,0,1
445,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,87,11,1,2,1,1
447,Ingeniería Civil Plan Común,4,3,0,0,4,4,0,4,4,4,2,4,1,0,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,0.0,4,0,0.0,4,4,4,4,4,4,0,4,59,11,1,2,0,1
448,Ingeniería Civil Plan Común,2,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,3,4.0,4,4,0.0,4,4,4,4,4,4,4,4,52,11,1,2,1,0
449,Ingeniería Civil Metalúrgica,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4.0,1,3,3.0,4,4,4,4,4,4,4,4,67,10,1,2,0,1
451,Ingeniería Civil Plan Común,3,1,4,4,3,2,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,0,0,0,0,0,0,0,0,77,11,1,2,0,1
452,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,98,11,2,2,0,1
453,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,1,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,1,1,0.0,4,4,4,4,4,4,4,4,83,11,1,2,0,1
454,Ingeniería Civil Eléctrica,4,4,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,94,4,1,2,0,1
455,Ingeniería Civil Eléctrica,4,1,0,4,4,4,4,4,3,4,0,4,4,4,0,4,4,4,4,0,0,0,0,4,4,4,4,4,1,0.0,0,0,0.0,0,4,4,4,4,4,4,4,67,4,1,2,0,1
456,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,3,4,2,3,4,4,0,4,4,4,4,0,0,4,4,4,4,4,4,2,4,1.0,4,4,1.0,4,4,4,4,4,4,4,4,85,11,1,2,0,1
457,Ingeniería Civil Plan Común,4,4,0,4,4,4,1,4,3,4,2,3,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,1.0,4,4,4,4,4,4,4,4,81,11,1,2,1,1
458,Ingeniería Civil Metalúrgica,4,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,3.0,0,4,4,4,4,4,4,4,77,10,1,2,1,1
459,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,73,11,1,2,0,1
460,Ingeniería Civil Metalúrgica,4,1,3,0,4,4,4,3,1,1,4,1,4,4,0,4,4,4,0,4,0,0,4,4,4,4,4,1,4,0.0,4,0,0.0,4,4,4,0,4,0,4,0,64,10,1,2,1,1
461,Ingeniería Civil Informática,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,99,7,1,2,0,1
462,Ingeniería Civil Plan Común,4,0,1,4,4,4,4,4,4,0,4,4,4,0,0,4,0,0,4,4,0,0,0,4,4,4,4,4,4,3.0,0,0,0.0,4,4,0,4,4,4,4,4,30,11,1,2,0,0
463,Ingeniería Civil Plan Común,3,4,0,4,4,4,1,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,82,11,1,2,0,1
464,Ingeniería Civil Plan Común,4,2,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,1,4,1.0,4,4,4,4,4,4,4,4,80,11,2,2,0,1
465,Ingeniería Civil Metalúrgica,4,2,0,4,4,4,3,4,1,4,4,3,4,4,0,4,4,0,4,4,4,4,4,2,4,4,4,4,1,4.0,4,4,0.0,4,4,4,4,4,4,4,4,70,10,1,2,0,1
466,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,4,4,4.0,4,4,4,4,4,4,4,4,79,11,2,2,0,1
467,Ingeniería Civil Plan Común,1,3,1,4,3,4,3,1,1,3,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4.0,0,2,1.0,4,4,4,4,4,4,4,4,50,11,1,2,0,0
469,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,0,1,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,91,11,1,2,1,1
470,Ingeniería Civil Plan Común,4,2,0,0,0,4,0,4,4,4,4,4,4,0,0,4,0,0,4,2,4,4,4,4,4,4,4,0,4,3.0,4,0,4.0,0,0,0,0,0,0,0,0,63,11,1,2,0,1
471,Ingeniería Civil Plan Común,4,1,0,4,3,4,4,3,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,4,0,0.0,4,4,4,4,4,4,4,4,69,11,1,2,0,1
472,Ingeniería Civil Plan Común,4,4,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,98,11,1,2,0,1
473,Ingeniería Civil Plan Común,3,0,1,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4.0,4,4,0.0,4,4,4,4,4,4,4,4,41,11,1,2,0,0
474,Ingeniería Civil Informática,4,4,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,92,7,1,2,1,1
475,Ingeniería Civil Metalúrgica,4,4,0,4,4,1,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2.0,0,4,4,4,4,0,4,4,82,10,1,2,0,1
476,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,97,10,1,2,0,1
478,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,90,10,1,2,0,1
479,Ingeniería Civil Metalúrgica,3,3,3,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,1.0,0,0,1.0,4,0,4,4,4,4,4,4,63,10,1,2,1,1
480,Ingeniería Civil Eléctrica,1,1,0,4,4,4,4,4,1,4,2,4,4,4,3,4,4,0,4,0,4,4,4,4,4,1,4,0,1,1.0,0,0,0.0,4,4,4,4,4,4,4,4,27,4,1,2,0,0
481,Ingeniería Civil Eléctrica,4,1,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,3,4,0.0,4,4,4,4,4,0,0,0,76,4,1,2,0,1
482,Ingeniería Civil Eléctrica,4,2,0,4,4,4,4,4,3,4,4,4,4,4,0,4,0,4,4,0,0,4,0,4,4,4,4,4,4,4.0,0,0,0.0,4,4,4,0,0,4,4,4,63,4,1,2,1,1
483,Ingeniería Civil Eléctrica,1,0,0,4,4,4,4,0,4,3,0,0,0,4,4,0,0,4,4,0,4,0,0,4,4,4,4,1,0,0.0,0,0,0.0,4,4,4,0,4,4,0,4,17,4,1,2,0,0
485,Ingeniería Civil Metalúrgica,4,3,0,4,4,4,3,4,3,4,4,0,4,4,0,0,0,0,4,0,0,0,0,4,4,4,4,4,4,4.0,0,4,0.0,0,0,0,0,0,0,0,4,73,10,1,2,0,1
486,Ingeniería Civil Plan Común,4,4,0,4,4,4,1,4,1,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,0,4,4,4,4,4,4,96,11,0,2,0,1
487,Ingeniería Civil Plan Común,1,4,2,0,4,4,4,4,4,3,1,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,4,4,4.0,4,4,4,4,4,4,4,4,71,11,0,2,1,1
490,Ingeniería Civil Metalúrgica,4,1,0,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,2.0,3,4,0.0,4,0,0,0,4,4,4,4,68,10,0,2,0,1
491,Ingeniería Civil Plan Común,1,1,1,4,0,4,1,3,1,4,4,4,1,4,0,0,0,4,4,0,4,0,4,4,4,2,4,0,2,0.0,1,1,0.0,4,0,4,4,4,4,0,4,28,11,0,2,0,0
492,Ingeniería Civil Informática,4,0,0,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,4,4,4,4,0,0,0.0,0,0,0.0,0,0,4,0,0,0,0,0,45,7,0,2,0,0
493,Ingeniería Civil Plan Común,4,0,0,4,1,4,4,4,1,4,4,4,4,4,0,0,2,0,4,4,4,4,0,4,4,4,4,4,4,0.0,0,0,0.0,4,0,4,0,4,4,0,4,34,11,0,2,0,0
494,Ingeniería Civil Eléctrica,2,4,0,0,4,4,4,4,4,1,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,2.0,0,4,2.0,4,4,4,4,4,0,4,4,76,4,0,2,0,1
495,Ingeniería Civil Metalúrgica,1,0,0,4,0,4,0,0,1,3,2,0,0,4,4,0,4,0,4,4,4,0,0,4,0,2,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,16,10,0,2,0,0
496,Ingeniería Civil Metalúrgica,2,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3.0,0,4,0.0,4,4,4,4,4,4,4,4,80,10,0,2,1,1
497,Ingeniería Civil Plan Común,4,0,0,0,4,4,4,0,3,4,0,0,1,4,0,0,4,0,0,0,0,0,0,4,3,4,4,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,37,11,0,2,0,0
498,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,92,10,0,2,1,1
499,Ingeniería Civil Plan Común,4,2,0,0,3,4,3,4,1,4,0,4,1,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,71,11,0,2,1,1
500,Ingeniería Civil Plan Común,2,1,1,4,4,0,4,4,0,0,0,3,3,4,0,4,4,0,4,0,4,0,0,4,4,4,4,4,4,4.0,0,0,0.0,0,0,0,0,0,0,0,0,28,11,0,2,0,0
501,Ingeniería Civil Eléctrica,3,2,2,4,4,4,3,4,3,4,4,1,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4.0,4,4,1.0,4,0,4,4,0,4,4,4,70,4,0,2,0,1
502,Ingeniería Civil Plan Común,4,4,0,4,3,2,0,1,1,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,57,11,0,2,0,1
504,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,78,11,0,2,0,1
