,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
121,Ingeniería Civil Plan Común,46,0,50,0,100,100,0,80,100,20,50,100,100,100,0,100,65,0,59,0,0,0,0,100,100,45,100,0,0,0.0,72,0,37.0,0,100,0,100,0,100,0,0,26,11,1,2,0,0
122,Ingeniería Civil Metalúrgica,75,100,0,100,100,63,60,60,60,100,75,80,100,100,100,100,100,100,100,0,100,100,100,76,50,100,100,0,90,70.0,100,100,0.0,0,100,100,100,0,0,100,100,81,10,1,2,0,1
123,Ingeniería Civil Eléctrica,87,95,0,0,100,100,0,80,80,100,100,100,60,100,0,100,100,0,100,100,100,0,100,82,100,100,100,90,100,80.0,85,100,100.0,100,100,100,100,100,100,100,100,87,4,1,2,0,1
124,Ingeniería Civil Eléctrica,36,0,0,100,60,100,40,0,40,80,75,60,60,100,100,100,100,100,0,100,0,100,100,100,90,0,90,35,90,0.0,0,0,0.0,100,100,100,100,100,100,100,100,18,4,1,2,0,0
125,Ingeniería Civil Eléctrica,100,100,0,0,100,100,100,100,80,100,100,80,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,97,4,1,2,0,1
126,Ingeniería Civil Metalúrgica,55,60,0,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67,0,70.0,0,55,0.0,100,100,100,100,100,100,100,100,65,10,1,2,1,1
127,Ingeniería Civil Plan Común,100,75,0,100,100,100,60,100,80,80,100,80,60,100,100,0,0,100,100,0,0,0,0,87,100,100,100,95,90,100.0,80,100,87.0,0,100,100,0,0,100,0,100,85,11,1,2,0,1
128,Ingeniería Civil Plan Común,87,75,0,100,100,100,100,100,80,100,100,100,100,100,0,100,100,100,100,100,100,100,100,42,100,90,100,92,90,0.0,100,80,72.0,100,100,100,100,100,100,100,0,77,11,1,2,0,1
130,Ingeniería Civil Eléctrica,28,0,0,100,100,0,40,0,40,40,75,40,100,100,98,100,0,0,92,100,100,0,100,74,100,90,100,0,0,0.0,0,0,0.0,100,100,0,100,100,0,0,100,14,4,1,2,0,0
131,Ingeniería Civil Metalúrgica,89,95,0,100,20,100,100,100,80,100,100,100,100,100,100,100,95,100,100,98,100,100,100,100,100,100,100,45,0,87.0,85,100,100.0,100,100,100,100,100,100,100,100,90,10,1,2,1,1
132,Ingeniería Civil Plan Común,80,50,0,100,60,100,80,60,0,100,100,40,100,100,100,100,100,100,100,100,100,100,100,100,100,90,85,100,100,100.0,0,100,0.0,100,0,0,100,0,0,0,0,69,11,1,2,0,1
133,Ingeniería Civil Metalúrgica,84,90,0,100,0,100,0,80,60,100,100,60,0,100,100,100,100,100,79,0,100,100,100,100,100,95,90,85,80,95.0,100,90,77.0,100,100,100,100,0,0,0,0,81,10,1,2,0,1
134,Ingeniería Civil Plan Común,50,0,70,100,100,100,40,80,60,100,0,40,60,100,100,100,100,0,100,100,0,100,100,100,95,0,0,0,0,80.0,37,65,55.0,0,100,100,100,100,0,100,0,55,11,1,2,0,1
135,Ingeniería Civil Plan Común,67,80,0,100,60,100,60,100,0,80,50,100,60,0,0,0,0,0,0,0,0,0,0,82,70,63,100,65,70,0.0,0,65,25.0,0,0,0,0,0,0,0,0,62,11,1,2,0,1
136,Ingeniería Civil Plan Común,40,55,75,100,100,100,40,100,40,40,100,80,20,100,100,100,100,100,100,100,100,100,100,100,100,90,95,100,80,80.0,0,0,0.0,100,0,100,100,100,100,100,100,63,11,1,2,1,1
138,Ingeniería Civil Eléctrica,30,30,100,100,60,100,100,100,80,100,50,100,100,100,100,100,100,100,100,0,70,98,0,34,90,33,100,70,0,80.0,0,0,100.0,100,100,100,100,100,100,0,100,67,4,1,2,0,1
139,Ingeniería Civil Plan Común,71,38,0,100,100,100,60,100,40,100,50,40,20,100,100,100,100,100,100,100,100,100,100,95,100,93,100,57,45,50.0,37,35,41.0,100,100,100,100,100,100,100,100,65,11,2,2,0,1
140,Ingeniería Civil Informática,85,50,0,100,100,100,80,80,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,90,100,100,100,70.0,100,100,100.0,100,100,100,100,100,100,100,100,81,7,1,2,1,1
141,Ingeniería Civil Plan Común,74,30,50,100,100,100,80,100,80,80,100,80,60,100,100,100,100,100,100,100,100,100,0,92,100,100,100,80,0,52.0,0,0,0.0,100,0,100,100,100,100,100,100,40,11,1,2,0,0
142,Ingeniería Civil Metalúrgica,50,40,55,0,100,100,100,100,60,100,0,80,100,95,100,100,85,100,100,100,93,89,100,84,92,83,100,30,0,90.0,29,80,27.0,100,100,100,100,100,100,0,100,53,10,1,2,0,0
143,Ingeniería Civil Plan Común,80,75,0,100,40,100,40,100,60,100,100,80,100,100,100,100,100,100,95,100,100,100,100,100,100,80,100,77,80,100.0,62,92,70.0,100,100,100,100,100,100,100,100,83,11,1,2,0,1
144,Ingeniería Civil Metalúrgica,87,40,0,0,100,75,60,100,40,80,100,80,100,100,0,100,0,94,0,0,100,0,100,100,100,100,100,0,100,80.0,0,100,70.0,0,0,100,100,100,100,100,0,67,10,1,2,0,1
148,Ingeniería Civil Plan Común,98,65,0,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,50,100,31.0,100,100,100,100,100,100,100,100,87,11,2,2,0,1
149,Ingeniería Civil Plan Común,92,100,0,0,100,100,80,100,60,100,100,100,100,100,91,100,100,100,100,100,100,95,100,100,87,100,100,75,100,90.0,92,100,82.0,100,100,100,100,100,100,100,100,93,11,2,2,1,1
150,Ingeniería Civil Metalúrgica,64,80,0,0,100,100,100,100,80,100,100,80,20,100,100,100,0,0,100,0,100,100,100,92,100,100,100,100,100,100.0,92,100,39.0,100,100,100,100,100,100,100,100,79,10,1,2,1,1
151,Ingeniería Civil Informática,98,95,0,100,100,100,100,100,100,100,100,0,0,100,0,100,0,100,100,0,0,100,100,100,100,100,100,100,100,0.0,100,65,100.0,100,100,100,100,100,100,100,100,90,7,1,2,0,1
152,Ingeniería Civil Plan Común,100,45,0,100,60,50,60,0,0,0,0,100,0,100,100,0,96,0,0,0,0,91,0,78,82,90,100,35,100,0.0,90,75,77.0,0,0,100,0,100,100,100,100,64,11,1,2,0,1
153,Ingeniería Civil Plan Común,0,100,0,100,60,88,80,40,60,100,100,100,100,95,0,0,100,100,100,100,100,100,100,100,100,85,76,100,100,80.0,100,100,100.0,100,100,100,100,100,100,0,100,33,11,2,2,0,0
154,Ingeniería Civil Metalúrgica,89,80,0,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,0,100,100.0,100,100,92.0,100,100,100,100,100,100,100,100,89,10,1,2,1,1
155,Ingeniería Civil Plan Común,88,50,0,100,60,100,0,80,60,100,100,80,40,100,100,100,100,100,100,100,100,100,100,92,90,100,87,100,90,45.0,0,0,0.0,100,100,100,100,100,100,100,100,67,11,2,2,0,1
156,Ingeniería Civil Eléctrica,37,50,0,100,100,75,60,100,0,100,25,40,60,0,0,0,100,0,89,95,0,0,99,92,100,75,100,0,0,0.0,0,0,0.0,0,0,100,100,100,0,100,0,21,4,1,2,0,0
157,Ingeniería Civil Metalúrgica,73,95,0,100,100,100,100,0,0,100,100,0,0,96,0,100,0,0,100,100,95,100,97,76,95,95,100,100,0,90.0,100,100,100.0,100,100,100,0,0,100,100,0,78,10,1,2,1,1
158,Ingeniería Civil Eléctrica,98,65,0,100,60,100,100,100,20,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,80,0,100.0,100,100,100.0,100,0,100,100,100,100,100,100,85,4,1,2,1,1
159,Ingeniería Civil Eléctrica,98,35,0,100,100,100,80,0,100,100,100,100,100,100,100,100,76,94,92,75,70,0,0,100,87,90,95,100,100,100.0,0,0,0.0,100,100,100,100,100,100,100,0,72,4,1,2,0,1
160,Ingeniería Civil Plan Común,100,85,0,0,0,100,80,80,100,100,0,0,0,0,0,0,0,0,0,100,0,100,93,0,100,100,92,0,100,0.0,100,92,0.0,0,0,0,100,100,0,0,100,75,11,1,2,0,1
161,Ingeniería Civil Eléctrica,50,0,0,100,100,100,100,0,100,100,0,0,0,0,100,100,0,0,100,0,0,0,0,92,100,0,100,0,0,0.0,0,0,0.0,0,0,100,100,100,100,0,100,25,4,1,2,0,0
162,Ingeniería Civil Plan Común,85,0,0,100,100,0,100,100,100,80,100,100,100,100,100,100,100,100,100,0,100,0,82,100,100,100,100,100,100,75.0,62,0,45.0,0,0,0,0,0,0,0,0,43,11,1,2,0,0
163,Ingeniería Civil Informática,91,60,0,100,100,100,40,80,60,100,100,100,100,100,0,100,100,100,100,100,100,100,100,95,95,100,87,100,100,95.0,82,100,57.0,100,100,100,100,100,100,100,100,83,7,1,2,0,1
164,Ingeniería Civil Eléctrica,100,20,0,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66,100,100,100,100,90,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,79,4,1,2,0,1
165,Ingeniería Civil Plan Común,93,80,0,100,60,100,60,100,60,100,75,80,100,100,100,100,100,100,100,0,0,100,89,100,100,90,84,60,100,60.0,90,90,75.0,100,100,100,100,100,100,100,100,86,11,1,2,0,1
166,Ingeniería Civil Plan Común,61,35,60,100,100,50,60,100,60,100,0,60,100,100,80,95,89,87,100,100,100,100,100,100,95,95,100,95,90,45.0,47,55,0.0,100,100,100,100,100,100,100,100,69,11,1,2,0,1
167,Ingeniería Civil Plan Común,31,10,25,100,40,100,80,80,40,0,100,60,0,100,100,0,0,0,0,0,0,0,0,100,75,58,0,100,100,0.0,0,80,0.0,0,0,0,0,0,0,0,0,28,11,1,2,0,0
168,Ingeniería Civil Plan Común,81,55,0,100,100,0,80,60,60,100,100,100,100,91,0,90,0,96,100,0,88,94,86,100,100,100,95,95,80,35.0,100,100,0.0,100,100,100,100,100,100,100,100,74,11,1,2,0,1
169,Ingeniería Civil Metalúrgica,68,80,0,100,40,100,100,100,80,80,100,60,40,100,0,100,84,94,90,94,93,97,100,95,0,100,79,100,100,62.0,67,100,100.0,100,100,100,100,100,0,100,100,70,10,1,2,0,1
170,Ingeniería Civil Plan Común,100,100,0,100,100,50,80,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,11,1,2,0,1
171,Ingeniería Civil Plan Común,81,100,0,100,100,100,40,100,0,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100.0,100,20,0.0,100,100,100,100,100,100,100,100,87,11,1,2,0,1
172,Ingeniería Civil Metalúrgica,100,100,0,100,100,100,80,100,60,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,10,1,2,1,1
173,Ingeniería Civil Plan Común,84,40,0,100,60,100,80,80,0,80,100,60,80,100,100,100,100,100,100,100,100,95,100,100,95,50,79,0,50,0.0,100,0,0.0,100,100,100,100,100,0,100,100,60,11,1,2,1,1
174,Ingeniería Civil Plan Común,18,50,90,100,100,0,40,80,60,0,100,40,100,100,100,0,100,100,100,100,100,100,100,84,100,40,92,20,55,0.0,45,27,0.0,100,100,100,100,100,100,100,100,66,11,1,2,1,1
175,Ingeniería Civil Informática,93,50,0,100,100,100,80,80,60,80,100,100,0,100,100,100,100,100,100,0,100,100,100,100,100,0,92,100,100,100.0,80,100,90.0,100,100,100,100,100,100,100,100,79,7,1,2,1,1
176,Ingeniería Civil Informática,100,95,0,0,100,100,100,100,0,0,100,0,0,0,93,100,82,94,97,89,0,0,0,0,100,0,100,100,100,0.0,0,100,85.0,0,0,0,0,0,0,0,0,74,7,1,2,0,1
177,Ingeniería Civil Plan Común,95,80,0,100,100,90,100,100,80,80,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,65,0.0,100,100,37.0,100,100,100,100,100,100,100,100,88,11,1,2,0,1
178,Ingeniería Civil Plan Común,100,95,0,100,100,100,100,100,100,100,50,100,100,86,100,100,98,0,100,100,100,100,100,92,87,100,100,100,100,70.0,100,100,100.0,100,100,100,100,100,100,100,100,96,11,1,2,1,1
179,Ingeniería Civil Metalúrgica,76,65,0,0,100,100,80,100,20,100,100,100,100,100,100,100,0,100,100,100,100,91,100,100,95,0,100,100,100,80.0,100,100,52.0,100,100,100,100,100,100,100,100,78,10,1,2,0,1
180,Ingeniería Civil Metalúrgica,92,70,0,0,0,100,100,100,60,100,100,100,100,100,100,100,96,100,100,100,100,99,100,100,100,100,100,0,30,70.0,55,0,55.0,100,100,100,100,100,100,100,100,78,10,1,2,1,1
181,Ingeniería Civil Eléctrica,76,0,0,0,100,100,80,100,60,40,0,0,0,96,0,83,77,0,100,0,0,0,0,100,100,100,100,0,0,0.0,0,0,0.0,100,0,100,100,100,0,0,0,38,4,1,2,0,0
182,Ingeniería Civil Plan Común,30,75,0,100,100,100,80,100,0,100,100,60,100,100,0,0,0,0,0,0,0,0,0,0,44,55,77,0,0,0.0,0,0,0.0,0,0,100,0,0,0,0,100,38,11,1,2,1,0
183,Ingeniería Civil Metalúrgica,100,65,0,100,60,100,60,100,40,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,65,100,90.0,47,45,0.0,100,100,100,100,100,100,100,100,83,10,1,2,1,1
184,Ingeniería Civil Metalúrgica,86,85,0,0,0,100,0,60,40,100,100,0,40,100,0,100,0,0,0,0,100,0,0,92,100,100,100,67,0,80.0,0,100,70.0,0,0,0,0,0,0,0,0,68,10,1,2,0,1
185,Ingeniería Civil Plan Común,100,90,0,0,80,100,60,100,100,100,100,100,0,100,96,100,100,100,0,70,100,95,0,100,100,93,100,95,100,80.0,100,100,100.0,100,100,100,100,100,100,100,100,91,11,1,2,0,1
186,Ingeniería Civil Eléctrica,45,0,45,0,100,100,100,100,60,60,50,60,60,95,100,0,0,95,98,0,0,88,0,85,95,100,100,0,0,0.0,0,65,0.0,0,0,0,100,100,0,0,0,45,4,1,2,0,0
187,Ingeniería Civil Metalúrgica,87,95,0,100,100,100,60,100,20,100,100,60,100,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100.0,92,100,57.0,100,100,100,100,100,100,100,100,90,10,1,2,1,1
188,Ingeniería Civil Plan Común,82,20,0,100,60,100,40,100,40,100,75,60,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,35.0,47,100,0.0,100,100,100,100,100,100,100,100,51,11,1,2,0,0
189,Ingeniería Civil Metalúrgica,90,65,0,100,60,100,80,100,100,100,100,100,100,0,0,0,0,94,100,100,100,0,0,100,100,100,100,100,100,85.0,72,85,70.0,100,100,100,100,100,100,100,100,83,10,1,2,0,1
190,Ingeniería Civil Informática,100,100,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100.0,92,100,100.0,100,100,100,100,100,100,100,100,99,7,1,2,0,1
191,Ingeniería Civil Metalúrgica,91,90,0,100,100,63,80,100,60,100,100,80,100,100,0,100,100,0,100,97,100,98,100,100,100,100,100,77,65,65.0,70,35,17.0,0,0,0,0,0,0,0,0,82,10,1,2,0,1
192,Ingeniería Civil Informática,100,100,0,100,0,63,100,0,60,100,0,0,100,100,0,100,100,100,100,0,100,100,0,92,100,85,100,90,100,100.0,100,100,0.0,100,100,0,100,100,0,100,100,85,7,1,2,0,1
193,Ingeniería Civil Plan Común,91,30,0,100,100,100,20,100,0,100,100,80,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,90,100.0,90,100,100.0,100,100,100,100,100,100,100,100,76,11,1,2,0,1
194,Ingeniería Civil Plan Común,52,40,100,0,100,100,40,100,80,100,100,100,100,100,100,100,100,100,100,0,100,100,100,82,92,90,100,50,90,50.0,0,0,0.0,100,100,100,100,100,100,100,100,74,11,1,2,0,1
195,Ingeniería Civil Plan Común,48,15,25,0,60,100,40,0,20,80,100,0,60,100,0,100,100,100,0,100,100,100,100,100,95,100,95,100,100,70.0,100,80,57.0,100,100,100,100,100,100,100,100,37,11,2,2,0,0
196,Ingeniería Civil Metalúrgica,73,50,0,0,100,50,60,40,60,100,75,100,60,100,100,0,0,0,100,0,0,100,100,100,90,80,84,95,90,57.0,90,55,25.0,100,0,100,0,0,0,0,0,63,10,1,2,0,1
197,Ingeniería Civil Metalúrgica,74,90,0,0,0,100,0,100,100,100,0,0,0,0,0,78,0,0,0,65,88,0,97,79,100,90,100,95,70,90.0,72,90,87.0,100,100,100,100,100,100,0,100,72,10,1,2,0,1
198,Ingeniería Civil Plan Común,73,55,0,100,100,100,60,80,60,80,75,60,100,100,94,100,100,100,100,0,100,100,100,76,100,80,69,90,80,40.0,70,90,100.0,100,100,100,100,100,100,100,100,74,11,0,2,1,1
199,Ingeniería Civil Informática,100,100,0,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,99,7,1,2,0,1
200,Ingeniería Civil Plan Común,54,80,50,100,40,100,40,100,60,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,92,100,92.0,100,100,100,100,100,100,100,100,43,11,1,2,0,0
201,Ingeniería Civil Metalúrgica,84,0,0,0,60,100,0,80,20,40,100,0,0,96,0,100,0,100,100,0,100,0,100,92,95,95,0,0,0,90.0,100,100,0.0,0,0,100,0,0,0,0,0,42,10,1,2,0,0
202,Ingeniería Civil Plan Común,79,15,0,100,100,100,100,80,100,100,0,0,100,100,100,100,100,100,0,98,100,100,100,92,100,100,100,100,90,55.0,100,0,77.0,100,100,0,100,100,100,100,100,47,11,1,2,0,0
203,Ingeniería Civil Eléctrica,60,0,0,100,40,100,100,80,80,100,100,80,100,0,100,0,100,100,100,98,100,100,0,100,100,90,100,0,100,0.0,0,0,0.0,100,100,100,0,0,100,100,100,30,4,1,2,0,0
204,Ingeniería Civil Eléctrica,20,0,0,0,100,100,60,80,60,100,0,100,100,100,0,100,100,98,100,0,100,100,0,90,100,93,82,0,30,0.0,85,0,0.0,100,0,0,100,100,100,100,0,10,4,1,2,0,0
205,Ingeniería Civil Metalúrgica,38,95,0,100,60,100,40,100,40,80,50,100,20,100,0,100,100,100,100,100,100,100,100,100,100,90,100,80,90,95.0,92,100,92.0,0,100,100,100,0,100,100,100,74,10,1,2,0,1
206,Ingeniería Civil Plan Común,62,35,50,100,100,100,80,100,60,100,75,60,60,100,0,85,0,100,100,100,100,56,0,92,100,0,100,100,100,35.0,65,0,70.0,100,100,100,100,100,100,100,100,60,11,1,2,0,1
207,Ingeniería Civil Plan Común,100,75,0,100,100,100,60,100,100,20,100,100,100,86,76,69,0,79,63,82,70,64,79,100,100,85,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,90,11,1,2,0,1
208,Ingeniería Civil Matemática,87,30,0,100,100,100,100,100,20,100,100,100,0,100,0,100,0,100,100,100,100,100,0,92,100,0,0,0,0,0.0,0,0,0.0,100,100,100,100,100,100,0,0,55,8,1,2,0,1
209,Ingeniería Civil Eléctrica,78,60,0,100,60,100,80,100,80,100,100,80,100,100,100,100,100,100,0,100,100,100,100,95,82,100,95,90,60,95.0,62,45,100.0,100,100,100,100,0,100,0,100,77,4,1,2,0,1
210,Ingeniería Civil Plan Común,52,15,25,100,40,100,40,80,0,40,0,60,60,100,0,100,100,0,100,100,100,100,100,100,100,100,92,70,100,95.0,0,100,57.0,0,100,0,0,100,100,100,100,39,11,1,2,1,0
211,Ingeniería Civil Eléctrica,78,0,0,100,100,100,80,0,40,80,50,20,40,100,100,100,85,100,0,100,100,100,100,92,85,90,80,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,39,4,1,2,0,0
212,Ingeniería Civil Plan Común,20,0,0,100,100,100,0,80,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,87,55,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,10,11,1,2,0,0
215,Ingeniería Civil Informática,86,100,0,100,100,100,60,100,0,100,50,80,40,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,50.0,100,100,50.0,100,100,100,100,100,100,100,100,89,7,1,2,0,1
216,Ingeniería Civil Plan Común,81,60,0,0,60,100,0,100,40,100,100,100,100,0,0,0,74,96,97,94,100,98,0,95,0,90,87,100,0,80.0,90,97,100.0,100,0,100,100,100,100,100,100,73,11,1,2,0,1
217,Ingeniería Civil Plan Común,10,0,0,0,0,100,20,0,20,0,0,0,0,0,100,0,0,0,0,0,0,0,0,84,82,55,75,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,50,11,1,2,0,0
218,Ingeniería Civil Plan Común,98,80,0,100,40,100,60,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,95,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,92,11,1,2,0,1
219,Ingeniería Civil Plan Común,54,75,0,100,100,100,80,100,60,100,100,60,20,92,91,100,0,100,100,100,100,100,100,84,100,50,100,100,25,100.0,100,92,100.0,100,100,100,100,100,100,100,100,75,11,1,2,0,1
220,Ingeniería Civil Plan Común,79,70,0,100,100,100,40,100,40,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,80.0,54,100,30.0,100,100,100,100,100,100,100,100,81,11,2,2,0,1
221,Ingeniería Civil Metalúrgica,91,90,0,100,100,100,80,100,80,100,100,80,100,100,0,100,100,100,100,100,100,100,0,100,100,90,100,95,90,20.0,100,72,55.0,100,100,100,100,100,100,100,100,90,10,1,2,0,1
222,Ingeniería Civil Eléctrica,87,10,40,100,0,90,60,80,20,80,75,0,100,95,0,100,58,99,68,0,70,0,93,86,100,100,100,100,100,100.0,0,75,0.0,0,100,100,100,100,0,100,100,66,4,1,2,0,1
223,Ingeniería Civil Plan Común,32,25,45,0,60,100,60,0,0,100,75,100,100,0,69,0,0,0,46,74,0,73,94,87,95,73,77,0,0,0.0,25,45,37.0,0,100,100,100,100,0,100,100,39,11,1,2,0,0
224,Ingeniería Civil Plan Común,69,35,0,100,100,100,40,0,80,0,100,100,100,86,0,0,83,0,94,0,0,0,0,100,87,100,90,90,60,75.0,0,0,0.0,100,0,0,0,100,0,100,100,35,11,1,2,0,0
225,Ingeniería Civil Eléctrica,35,50,0,100,20,100,100,100,100,60,75,100,100,100,100,100,0,100,0,0,0,0,0,95,90,100,100,0,0,50.0,0,0,0.0,0,100,100,0,0,0,100,0,20,4,1,2,0,0
226,Ingeniería Civil Plan Común,20,55,0,100,100,100,60,100,20,100,100,100,100,100,100,0,91,0,97,0,0,0,100,92,85,58,84,0,80,25.0,17,100,0.0,0,0,0,0,0,0,0,0,38,11,1,2,0,0
227,Ingeniería Civil Plan Común,43,0,0,0,100,0,0,80,40,40,50,60,0,0,0,0,0,0,0,0,0,0,0,100,100,90,100,100,100,0.0,0,0,0.0,0,0,0,0,0,0,0,0,22,11,1,2,0,0
228,Ingeniería Civil Plan Común,38,95,0,0,100,100,80,60,100,60,0,100,100,0,93,0,64,0,0,0,0,0,0,100,100,63,100,100,100,0.0,82,65,90.0,0,0,0,100,0,100,0,100,66,11,1,2,0,1
229,Ingeniería Civil Eléctrica,40,0,0,100,60,100,100,40,40,100,75,0,100,100,100,100,21,0,100,0,0,0,0,100,100,100,100,0,30,0.0,62,30,0.0,0,0,100,0,0,100,100,0,20,4,1,2,0,0
230,Ingeniería Civil Plan Común,95,45,0,100,40,100,80,100,60,80,75,100,60,100,100,100,100,100,100,100,100,100,100,92,100,100,100,90,90,100.0,100,100,62.0,100,100,100,100,100,100,100,100,80,11,2,2,1,1
231,Ingeniería Civil Plan Común,77,40,0,100,100,100,60,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,70.0,72,100,62.0,100,100,100,100,100,100,100,100,76,11,1,2,1,1
232,Ingeniería Civil Metalúrgica,71,35,0,100,60,75,0,100,40,80,100,40,100,100,100,100,0,100,100,100,0,100,100,100,100,100,100,40,100,50.0,82,82,17.0,100,100,100,100,100,100,100,100,53,10,1,2,1,0
233,Ingeniería Civil Plan Común,82,65,0,100,100,100,40,100,20,100,25,80,100,100,0,100,100,100,100,100,100,0,100,100,100,90,100,42,90,0.0,0,0,0.0,0,100,100,100,100,100,100,100,71,11,1,2,0,1
234,Ingeniería Civil Metalúrgica,42,25,0,100,60,50,60,80,60,40,0,40,0,0,100,100,100,0,100,0,0,86,100,92,100,80,87,82,100,100.0,85,0,0.0,0,0,0,100,0,100,0,0,34,10,1,2,1,0
235,Ingeniería Civil Plan Común,27,0,0,100,100,100,80,80,80,100,25,80,40,96,85,90,79,85,90,66,80,0,78,100,100,36,53,15,25,0.0,0,0,0.0,100,100,100,100,100,100,100,0,14,11,1,2,0,0
236,Ingeniería Civil Eléctrica,83,100,0,100,100,100,100,100,80,100,100,100,60,100,0,100,100,100,100,100,100,0,100,95,100,100,100,100,100,100.0,100,100,90.0,0,0,0,100,100,100,100,100,92,4,1,2,1,1
237,Ingeniería Civil Eléctrica,100,100,0,0,60,100,100,100,100,100,100,100,100,100,0,100,100,0,0,0,70,0,0,95,100,0,100,100,0,95.0,100,100,0.0,100,0,0,100,0,0,100,100,85,4,1,2,0,1
238,Ingeniería Civil Eléctrica,61,0,25,100,0,100,80,100,100,100,100,100,100,100,0,100,81,100,100,100,0,100,100,100,100,100,45,0,100,40.0,0,55,0.0,100,100,100,100,100,100,100,100,43,4,1,2,1,0
239,Ingeniería Civil Plan Común,100,95,0,100,100,100,40,100,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,50,60.0,80,100,100.0,100,100,100,100,100,100,100,100,94,11,1,2,0,1
240,Ingeniería Civil Metalúrgica,78,85,0,100,100,100,100,100,60,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,95.0,70,100,70.0,100,100,100,100,100,100,100,100,88,10,1,2,0,1
241,Ingeniería Civil Plan Común,70,60,0,100,100,100,60,100,20,100,100,0,20,94,100,100,89,95,90,94,100,97,100,100,100,80,100,0,90,85.0,100,90,0.0,100,100,100,100,100,100,100,0,71,11,1,2,1,1
242,Ingeniería Civil Plan Común,98,30,0,0,100,100,100,60,60,100,100,100,0,100,0,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100.0,100,100,95.0,100,100,100,100,100,100,100,100,76,11,1,2,0,1
243,Ingeniería Civil Metalúrgica,100,45,0,100,60,100,100,100,60,100,100,100,20,90,98,100,100,100,100,100,100,100,100,79,100,88,100,90,90,85.0,90,100,0.0,100,100,100,100,100,100,100,100,80,10,1,2,1,1
244,Ingeniería Civil Metalúrgica,68,0,45,100,100,100,20,0,60,60,100,0,100,0,0,0,100,0,0,0,0,100,0,100,100,100,84,95,50,0.0,92,0,0.0,0,0,0,0,0,0,0,0,49,10,1,2,0,0
245,Ingeniería Civil Plan Común,94,20,0,100,100,100,100,100,40,100,50,60,100,0,0,0,0,0,0,0,0,0,0,95,95,75,100,100,100,65.0,42,70,0.0,100,0,100,100,0,100,100,100,64,11,1,2,0,1
246,Ingeniería Civil Eléctrica,10,0,0,0,0,100,0,80,60,40,25,80,60,0,0,0,18,0,0,0,0,0,0,0,0,0,72,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,50,4,1,2,0,0
