antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
T9_Apr,"T4_Apr, Apr_1, T1_Apr, T5_Apr, T3_Apr, S7_Apr, T2_Apr, T8_Apr, S10_Apr",0.7996219281663516,0.5455036456926816,0.5063462057790981,0.6332320162107397,1.1608208693209747,0.0701495287885416,1.23919309862244
T8_Apr,"T4_Apr, Apr_1, T1_Apr, T5_Apr, T3_Apr, S7_Apr, T9_Apr, T2_Apr, S10_Apr",0.826357007831488,0.5314609775857413,0.5063462057790981,0.6127450980392157,1.152944663637813,0.0671697025621473,1.209898235095048
