Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sexo,Sem,Apr
Ingeniería Civil Informática,70,0,90,10,10,10,8,7.5,10,10,10,4,10,100,100,100,100,100,100,100,100,0,0,100,100,100,100,70,100,100,100,100,100,,,,,,,,,55,0,0,7,0,0,1,0
Ingeniería Civil Ambiental,95,100,-,10,6,10,6,2.5,10,1.67,7.5,4,6,100,100,100,98,100,97,67,100,94,97,90,95,100,100,100,100,100,0,0,100,,,,,,,,,82,0,0,2,0,1,1,1
Construcción Civil,43,65,50,10,10,0,6,10,6,10,10,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15,55,100,0,100,,,,,,,,,67,0,0,0,0,1,1,1
Ingeniería Civil Mecánica,100,100,-,10,10,10,6,10,8,10,2.5,2,10,100,100,100,0,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,80,,,,,,,,,94,0,0,9,0,0,1,1
Construcción Civil,65,50,-,10,2,10,10,10,4,10,8,2,6,100,97,95,93,86,81,-,84,-,90,95,80,100,100,100,-,55,100,80,-,,,,,,,,,66,0,0,0,0,0,1,1
Ingeniería Civil Matemática,83,85,-,0,6,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,89,0,0,8,0,1,1,1
Ingeniería Civil Informática,18,75,55,10,6,0,8,7.5,6,6,-,6,4,100,100,-,-,-,0,54,100,100,100,100,100,100,100,100,95,100,100,100,100,,,,,,,,,70,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,100,60,-,10,6,10,8,7.5,10,10,5,4,10,100,100,100,100,0,100,100,100,-,-,90,95,100,100,90,10,40,85,0,0,,,,,,,,,73,0,0,9,0,0,1,1
Ingeniería Civil Química,80,95,-,10,6,10,10,10,10,8,10,6,10,-,-,95,-,-,-,-,-,-,-,100,100,100,100,95,70,0,60,100,95,,,,,,,,,80,0,0,12,0,0,1,1
Ingeniería Civil Matemática,26,85,-,0,10,0,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,0,-,100,0,0,,,,,,,,,66,0,0,8,0,0,1,1
Ingeniería Civil Mecánica,20,100,-,10,10,10,4,7.5,8,10,7.5,4,10,82,100,100,100,100,100,100,100,93,100,100,95,100,100,100,55,100,100,100,100,,,,,,,,,74,0,0,9,0,0,1,1
Construcción Civil,0,0,-,0,10,10,10,-,8,6.67,-,-,0,100,100,-,0,87,97,82,75,-,-,90,85,65,100,95,0,-,-,-,-,,,,,,,,,0,0,0,0,0,0,1,0
Ingeniería Civil Matemática,43,70,-,10,10,10,10,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,0,80,100,80,0,,,,,,,,,73,0,0,8,0,0,1,1
Ingeniería Civil Informática,40,100,-,10,4,10,4,7.5,8,10,5,4,10,91,100,100,100,100,100,100,100,100,100,85,90,95,100,100,100,100,100,80,95,,,,,,,,,78,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,51,0,-,10,4,10,8,2.5,8,10,10,6,10,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,26,0,0,9,0,0,1,0
Ingeniería Civil Eléctrica,100,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,100,0,0,4,0,0,1,1
Ingeniería Civil Electrónica,75,90,-,10,10,10,8,10,10,10,10,0,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,,,,,,,,,87,0,0,5,0,0,1,1
Construcción Civil,16,0,30,-,4,10,4,5,6,8,2.5,-,-,0,-,100,-,100,-,89,100,-,-,85,100,100,100,100,100,-,-,-,-,,,,,,,,,23,0,0,0,0,0,1,0
Ingeniería Civil Informática,53,70,-,10,10,10,6,10,10,10,10,4,4,100,100,100,100,100,100,73,-,100,-,100,100,100,100,100,100,100,100,100,-,,,,,,,,,73,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,70,0,100,10,10,0,10,5,6,10,10,0,10,100,100,100,100,100,100,98,100,100,-,100,100,100,100,100,100,100,100,100,85,,,,,,,,,71,0,0,9,0,0,1,1
Ingeniería Civil Mecánica,17,95,-,-,10,10,8,7.5,4,5,5,0,4,100,100,100,100,-,100,-,0,100,100,100,100,90,100,100,0,100,100,100,100,,,,,,,,,63,0,0,9,0,0,1,1
Construcción Civil,35,0,-,0,10,10,10,10,8,10,10,10,10,100,0,-,100,0,100,100,100,100,100,95,60,45,55,100,50,100,90,65,90,,,,,,,,,18,0,0,0,0,1,1,0
Ingeniería Civil Metalúrgica,30,80,-,10,10,10,6,5,8,4,7.5,-,10,100,-,100,100,-,100,-,100,100,-,95,95,100,100,90,0,60,90,0,80,,,,,,,,,62,0,0,10,0,0,1,1
Ingeniería Civil Mecánica,80,80,-,0,10,10,8,10,6,8,8,8,10,90,100,100,0,0,97,92,70,84,94,100,100,100,100,100,100,100,100,-,100,,,,,,,,,81,0,0,9,0,0,1,1
Ingeniería Civil Mecánica,50,100,-,-,10,10,8,10,6,8,10,10,10,94,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,50,100,100,100,,,,,,,,,81,0,0,9,0,0,1,1
Ingeniería Civil,98,100,-,0,6,10,8,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,95,0,0,1,0,1,1,1
Ingeniería Civil,75,100,-,10,10,10,8,7.5,10,8.33,10,2,10,100,100,100,96,100,100,97,100,98,100,100,100,75,100,100,100,100,100,100,100,,,,,,,,,91,0,0,1,0,0,1,1
Ingeniería Civil Informática,98,100,-,10,10,10,10,10,6,6.67,10,8,-,100,100,100,100,100,100,100,100,100,100,100,100,100,0,85,100,100,-,100,0,,,,,,,,,90,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,69,100,-,0,10,10,8,10,6,10,10,8,10,100,100,100,75,100,94,96,100,100,100,100,100,100,100,100,-,33,100,100,40,,,,,,,,,84,0,0,9,0,0,1,1
Ingeniería Civil Mecánica,0,70,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,35,0,0,9,0,0,1,0
Ingeniería Civil Industrial,7,25,20,0,10,0,2,5,8,8,6,-,10,-,96,100,100,100,100,95,100,95,93,15,30,55,35,70,40,0,65,0,35,,,,,,,,,23,0,0,6,0,0,1,0
Ingeniería Civil Informática,95,100,-,10,10,10,8,10,8,10,10,6,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,,,,,,,,,97,0,0,7,0,0,1,1
Ingeniería Civil,45,100,-,10,10,10,8,10,10,10,10,8,10,100,-,100,100,89,-,100,100,100,100,95,100,100,100,95,100,100,100,100,100,,,,,,,,,84,0,0,1,0,0,1,1
Ingeniería Civil Química,100,100,-,10,10,10,6,10,10,10,10,4,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,31,100,85,90,,,,,,,,,96,0,0,12,0,1,1,1
Construcción Civil,0,0,-,0,2,0,-,7.5,10,-,-,-,10,63,79,-,-,100,-,-,-,-,-,75,-,100,-,100,-,-,-,-,-,,,,,,,,,0,0,0,0,0,0,1,0
Ingeniería Civil Informática,95,100,-,10,10,10,10,10,6,10,10,10,10,91,95,100,93,96,86,98,100,98,99,100,90,100,100,100,100,100,100,100,100,,,,,,,,,98,0,0,7,0,0,1,1
Construcción Civil,80,0,-,10,-,10,-,-,-,-,2.5,-,-,0,-,0,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,,,,,,,,,40,0,0,0,0,0,1,0
Ingeniería Civil Mecánica,65,90,-,10,0,10,6,5,10,6.67,10,10,10,81,94,90,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,,,,,,,,,84,0,0,9,0,0,1,1
Ingeniería Civil Industrial,100,100,-,-,10,10,8,2.5,10,10,10,-,10,-,-,100,100,100,-,100,100,0,100,0,100,100,100,100,-,85,-,100,100,,,,,,,,,85,0,0,6,0,0,1,1
Ingeniería Civil Informática,100,90,-,10,10,10,10,10,10,10,10,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,,,,,,,,,96,0,0,7,0,0,1,1
Ingeniería Civil Informática,93,100,-,10,10,10,8,10,10,10,2.5,8,10,95,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,65,60,100,100,,,,,,,,,95,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,62,80,-,10,10,10,6,5,4,6.67,7.5,-,10,96,-,100,90,100,100,-,100,100,100,90,100,80,100,100,100,100,100,85,65,,,,,,,,,75,0,0,9,0,0,1,1
Ingeniería Civil Matemática,31,85,-,10,6,10,8,10,4,10,10,10,10,100,100,100,100,100,100,91,100,95,100,100,95,100,100,95,90,100,100,100,0,,,,,,,,,74,0,0,8,0,1,1,1
Ingeniería Civil Química,21,95,60,10,10,10,6,5,8,1.67,0,0,10,100,100,100,100,92,100,100,100,100,-,65,90,80,25,0,0,0,0,0,0,,,,,,,,,62,0,0,12,0,0,1,1
Ingeniería Civil Eléctrica,43,70,-,0,10,0,6,5,2,-,10,2,10,100,100,100,100,100,97,-,100,100,100,80,95,90,90,80,0,10,95,70,70,,,,,,,,,59,0,0,4,0,0,1,1
Ingeniería Civil Mecánica,42,30,-,0,10,10,2,7.5,6,5,10,8,4,86,-,67,100,100,100,100,100,100,100,0,100,95,95,100,65,45,100,60,95,,,,,,,,,36,0,0,9,0,0,1,0
Ingeniería Civil,72,100,-,10,10,10,6,5,10,10,10,10,10,0,-,100,100,100,100,100,100,100,100,95,100,0,100,100,100,100,100,100,100,,,,,,,,,79,0,0,1,0,0,1,1
Construcción Civil,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,0,0,0,0,0,1,1,0
Ingeniería Civil Mecánica,92,100,-,10,10,10,8,10,10,10,10,6,10,100,100,100,100,100,100,100,100,56,99,100,90,100,100,100,100,100,100,100,100,,,,,,,,,96,0,0,9,0,1,1,1
Construcción Civil,43,90,-,10,6,10,4,7.5,8,10,2.5,-,4,100,100,100,0,84,100,100,63,100,87,60,100,100,100,100,100,100,100,100,90,,,,,,,,,74,0,0,0,0,0,1,1
Ingeniería Civil Informática,75,85,-,10,10,0,8,10,4,10,10,2,10,100,100,100,100,100,100,100,100,100,100,100,90,100,100,80,100,100,100,100,85,,,,,,,,,83,0,0,7,0,0,1,1
Ingeniería Civil Informática,78,70,-,10,10,10,8,5,4,8,8,10,10,100,100,100,96,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,85,,,,,,,,,83,0,0,7,0,0,1,1
Ingeniería Civil,75,0,90,10,10,10,4,7.5,10,6,7.5,6,10,100,100,0,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,45,,,,,,,,,72,0,0,1,0,1,1,1
Ingeniería Civil Industrial,46,100,-,10,10,10,8,5,6,5,10,-,-,100,100,100,100,100,-,-,100,100,-,100,100,100,100,100,70,-,0,100,-,,,,,,,,,70,0,0,6,0,0,1,1
Ingeniería Civil Informática,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,,,,,,,,,0,0,0,7,0,0,1,0
Ingeniería Civil Mecánica,20,90,-,10,10,10,8,10,8,0,10,10,10,88,96,100,100,100,100,100,100,94,100,100,100,80,100,100,100,85,100,100,-,,,,,,,,,72,0,0,9,0,0,1,1
Ingeniería Civil Mecánica,100,100,-,10,10,10,6,7.5,8,10,10,8,10,91,-,100,100,0,-,100,100,-,100,90,100,100,0,100,100,0,100,100,-,,,,,,,,,89,0,0,9,0,0,1,1
Ingeniería Civil,28,0,-,10,10,10,10,7.5,8,5,5,4,6,0,96,100,100,0,100,-,100,-,-,30,100,100,100,100,0,50,60,0,60,,,,,,,,,14,0,0,1,0,0,1,0
Construcción Civil,0,10,-,0,4,0,8,7.5,2,2,0,0,-,0,78,58,39,58,72,-,61,52,-,60,90,95,100,85,25,-,50,-,-,,,,,,,,,5,0,0,0,0,0,1,0
Ingeniería Civil Mecánica,95,100,-,10,10,10,2,10,6,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,97,0,0,9,0,0,1,1
Ingeniería Civil Informática,82,0,-,10,-,10,8,7.5,10,8,7.5,6,10,100,100,100,0,100,100,-,100,100,93,100,100,100,100,100,100,0,0,100,-,,,,,,,,,41,0,0,7,0,0,1,0
Ingeniería Civil Informática,83,95,-,10,10,10,6,10,8,8.33,2.5,6,10,100,100,-,100,-,0,-,100,100,100,95,100,100,100,85,0,85,100,65,100,,,,,,,,,85,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,16,0,-,-,6,10,8,7.5,4,4,8,-,-,0,-,-,51,-,-,-,-,-,-,85,90,80,100,10,-,-,-,-,-,,,,,,,,,8,0,0,9,0,0,1,0
Ingeniería Civil Industrial,88,80,-,10,10,10,8,2.5,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,20,21,100,90,40,,,,,,,,,84,0,0,6,0,0,1,1
Ingeniería Civil Informática,90,100,-,10,10,10,8,10,10,10,10,6,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,96,0,0,7,0,1,1,1
Ingeniería Civil Informática,23,75,37,10,10,0,10,10,10,1.67,10,4,10,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,10,100,100,100,80,,,,,,,,,71,0,0,7,0,1,1,1
Ingeniería Civil Mecánica,55,95,-,10,10,10,6,7.5,8,6,10,6,10,91,94,100,0,100,97,84,100,100,100,100,90,100,100,100,55,100,100,100,100,,,,,,,,,83,0,0,9,0,1,1,1
Ingeniería Civil Mecánica,41,40,75,10,10,0,8,7.5,4,0,10,0,10,94,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,90,100,,,,,,,,,69,0,0,9,0,0,1,1
Ingeniería Civil Informática,24,0,-,10,10,10,4,7.5,6,8.33,2.5,6,10,100,100,100,93,99,100,92,100,99,100,90,100,90,100,95,0,95,75,100,55,,,,,,,,,12,0,0,7,0,0,1,0
Construcción Civil,100,95,-,10,10,10,10,10,6,10,10,0,10,100,100,100,100,-,100,-,100,-,100,95,100,100,100,100,100,95,100,100,100,,,,,,,,,93,0,0,0,0,0,1,1
Ingeniería Civil Plan Común,97,90,-,-,10,-,8,7.5,10,4,6,-,-,100,100,100,91,-,100,-,0,48,100,0,100,100,0,85,0,100,0,0,0,,,,,,,,,69,0,0,11,0,0,1,1
Ingeniería Civil Plan Común,45,70,-,10,10,10,10,-,4,8,5,4,10,80,93,94,-,81,82,-,93,92,75,100,100,100,100,100,-,-,50,80,-,,,,,,,,,62,0,0,11,0,0,1,1
Ingeniería Civil Industrial,30,90,100,10,4,10,6,10,8,10,5,2,6,100,100,100,-,99,99,98,71,95,100,100,100,100,100,100,20,-,55,100,100,,,,,,,,,86,0,0,6,0,0,1,1
Lic. en Astrofísica,56,90,-,10,6,10,10,10,10,10,10,8,10,-,-,100,100,100,100,76,100,100,100,100,100,100,100,100,100,20,100,80,20,,,,,,,,,81,0,0,17,0,1,1,1
Ingeniería Civil Matemática,100,60,-,10,10,10,8,10,10,8,7.5,6,10,100,100,100,100,100,100,98,100,100,100,95,100,100,100,100,100,73,90,100,100,,,,,,,,,87,0,0,8,0,0,1,1
Ingeniería Civil Industrial,75,90,-,10,4,10,6,10,10,10,10,10,10,100,100,-,100,100,100,78,100,100,100,90,100,100,100,100,0,95,100,100,100,,,,,,,,,86,0,0,6,0,1,1,1
Ingeniería Civil Informática,63,100,-,10,10,10,10,10,10,10,10,4,10,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,89,0,0,7,0,1,1,1
Ingeniería Civil Informática,100,40,-,10,10,10,-,7.5,10,8.33,2,10,-,100,83,78,87,99,90,67,73,82,88,95,100,100,100,100,100,100,100,100,-,,,,,,,,,76,0,0,7,0,0,1,1
Ingeniería Civil Informática,0,0,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,7,0,0,1,0
Ingeniería Civil Informática,62,100,-,0,7.5,10,6,7.5,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,0,100,100,100,100,,,,,,,,,84,0,0,7,0,0,1,1
Ingeniería Civil Informática,18,100,-,10,10,10,8,7.5,6,5,7.5,6,10,95,100,100,-,100,89,93,100,100,100,95,90,0,100,90,85,100,100,0,100,,,,,,,,,70,0,0,7,0,0,1,1
Ingeniería Civil Informática,65,100,-,10,10,10,6,10,10,10,10,2,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,89,0,0,7,0,0,1,1
Ingeniería Civil Matemática,28,90,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,85,100,100,100,100,80,100,100,100,90,,,,,,,,,78,0,0,8,0,1,1,1
Construcción Civil,50,70,-,10,4,10,8,10,4,10,2.5,6,10,66,74,85,93,100,100,100,100,100,100,100,100,100,100,100,45,100,90,90,-,,,,,,,,,71,0,0,0,0,0,1,1
Construcción Civil,47,0,82,10,4,10,8,10,10,3.33,5,-,10,96,100,100,95,100,100,94,73,69,88,100,100,100,100,100,-,30,50,40,-,,,,,,,,,68,0,0,0,0,0,1,1
Ingeniería Civil Metalúrgica,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,0,0,0,10,0,0,1,0
Ingeniería Civil Informática,95,90,-,10,10,10,8,10,10,10,10,10,4,100,100,-,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,94,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,98,60,-,10,10,10,6,10,-,10,10,2,10,0,-,100,100,0,100,100,100,100,100,100,100,80,100,100,100,100,100,100,95,,,,,,,,,83,0,0,9,0,0,1,1
Ingeniería Civil,40,100,-,-,0,10,8,10,8,10,10,10,10,-,-,-,-,92,100,94,95,100,100,40,100,90,100,100,55,100,100,100,100,,,,,,,,,76,0,0,1,0,0,1,1
Construcción Civil,25,0,-,0,10,10,10,7.5,10,8,10,8,10,100,100,100,100,-,100,100,-,100,-,95,100,100,100,100,100,100,-,-,-,,,,,,,,,13,0,0,0,0,0,1,0
Ingeniería Civil Eléctrica,93,75,-,10,10,10,8,7.5,-,8.33,8,-,-,-,-,-,100,52,100,-,-,-,-,0,90,100,100,100,85,100,100,70,0,,,,,,,,,71,0,0,4,0,0,1,1
Ingeniería Civil Eléctrica,100,100,-,0,10,10,6,10,6,10,10,4,10,100,100,100,100,100,0,100,-,0,-,100,100,100,100,90,-,100,100,80,95,,,,,,,,,87,0,0,4,0,0,1,1
Ingeniería Civil Matemática,73,60,-,10,10,10,8,10,10,10,10,10,10,100,100,100,-,100,100,100,100,100,-,100,100,100,100,100,100,0,100,100,90,,,,,,,,,80,0,0,8,0,0,1,1
Ingeniería Civil Informática,65,70,-,10,10,10,10,2.5,8,10,10,0,10,100,100,-,0,100,100,100,100,100,100,95,90,100,100,90,20,83,100,100,100,,,,,,,,,73,0,0,7,0,0,1,1
Ingeniería Civil Informática,45,90,-,10,10,0,2,7.5,4,8,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,-,,,,,,,,,75,0,0,7,0,0,1,1
Ingeniería Civil Informática,8,20,30,10,2,10,4,5,-,8,10,4,10,100,-,100,100,100,100,100,100,100,100,90,45,100,65,85,0,85,40,-,-,,,,,,,,,25,0,0,7,0,0,1,0
Ingeniería Civil,42,95,-,10,10,10,10,10,4,10,10,8,10,100,100,100,100,100,100,100,100,100,100,85,100,100,95,100,100,100,90,100,100,,,,,,,,,82,0,0,1,0,0,1,1
Ingeniería Civil Matemática,80,70,-,10,10,0,8,10,10,10,10,10,10,100,100,100,100,100,100,100,0,100,100,100,95,100,100,100,100,95,90,100,100,,,,,,,,,84,0,0,8,0,0,1,1
Ingeniería Civil Mecánica,95,100,-,-,10,10,10,10,6,8.33,10,10,10,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,,,,,,,,,95,0,0,9,0,0,1,1
Ingeniería Civil Informática,50,100,-,10,6,10,8,7.5,10,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,90,100,100,,,,,,,,,85,0,0,7,0,1,1,1
Ingeniería Civil Mecánica,78,90,-,0,10,10,6,7.5,6,10,5,6,10,96,-,100,-,0,-,-,99,91,97,100,100,70,100,100,100,95,100,100,100,,,,,,,,,82,0,0,9,0,0,1,1
Ingeniería Civil Metalúrgica,31,85,-,10,6,10,8,2.5,6,3.33,5,2,-,100,100,100,96,100,97,78,-,0,93,100,90,100,100,95,100,0,100,-,-,,,,,,,,,60,0,0,10,0,1,1,1
Construcción Civil,50,80,-,10,10,0,8,10,10,5,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,,,,,,,,,78,0,0,0,0,1,1,1
Ingeniería Civil,29,100,-,10,10,10,6,10,10,10,10,6,4,77,-,94,0,71,72,82,85,-,-,95,100,100,100,100,100,0,100,90,100,,,,,,,,,74,0,0,1,0,0,1,1
Ingeniería Civil Mecánica,44,15,30,0,10,10,8,5,4,8,10,8,10,95,78,86,62,78,62,63,90,86,95,65,100,80,100,100,65,100,100,55,85,,,,,,,,,37,0,0,9,0,0,1,0
Ingeniería Civil Eléctrica,55,85,-,10,10,10,6,7.5,6,8.33,10,2,6,100,100,100,100,-,100,100,100,100,100,90,100,100,100,100,70,85,100,85,100,,,,,,,,,74,0,0,4,0,0,1,1
Construcción Civil,100,95,-,0,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,97,0,0,0,0,0,1,1
Ingeniería Civil Ambiental,23,50,25,0,10,10,10,7.5,4,6.67,10,4,10,100,100,100,100,100,100,100,100,100,100,55,95,80,75,100,65,56,85,70,60,,,,,,,,,38,0,0,2,0,1,1,0
Ingeniería Civil Electrónica,90,90,-,0,10,10,6,10,10,10,10,8,10,91,96,73,100,100,100,0,100,100,98,95,0,100,100,100,55,70,100,-,85,,,,,,,,,81,0,0,5,0,0,1,1
Ingeniería Civil Mecánica,50,100,-,10,10,0,6,7.5,2,3.33,5,4,10,77,-,-,100,-,86,-,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,76,0,0,9,0,0,1,1
Ingeniería Civil Mecánica,90,95,-,10,10,10,10,10,8,-,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,94,0,0,9,0,0,1,1
Ingeniería Civil Matemática,70,100,-,10,10,10,10,10,6,10,10,10,10,100,100,100,100,100,100,76,100,100,100,100,100,100,90,100,100,100,100,100,100,,,,,,,,,91,0,0,8,0,0,1,1
Ingeniería Civil Industrial,98,100,-,10,10,10,8,10,10,10,2.5,2,6,100,100,100,100,100,100,100,100,100,100,55,90,80,30,100,-,-,100,-,100,,,,,,,,,84,0,0,6,0,0,1,1
Ingeniería Civil Mecánica,25,100,-,10,10,10,10,10,10,8.33,10,10,10,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,81,0,0,9,0,0,1,1
Ingeniería Civil,92,45,-,10,10,10,10,7.5,10,10,10,-,10,100,100,100,0,-,-,-,100,-,-,100,100,95,100,100,100,80,100,0,0,,,,,,,,,73,0,0,1,0,0,1,1
Ingeniería Civil Electrónica,21,0,-,10,4,10,8,7.5,6,6.67,7.5,10,10,100,100,100,100,100,100,100,100,100,100,100,-,100,0,95,55,0,10,0,-,,,,,,,,,11,0,0,5,0,0,1,0
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,100,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,18,95,-,0,10,10,8,10,2,10,10,10,10,100,-,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,,,,,,,,,72,0,0,9,0,0,1,1
Ingeniería Civil,50,40,100,10,10,10,10,10,8,8.33,10,10,10,100,100,100,100,100,100,100,100,100,100,90,95,100,100,95,100,100,90,100,0,,,,,,,,,84,0,0,1,0,0,1,1
Ingeniería en Diseño de Productos,83,35,-,0,-,-,-,7.5,-,10,-,-,10,-,-,-,-,-,-,-,-,-,-,0,0,30,70,100,-,-,-,-,-,,,,,,,,,39,0,0,16,0,0,1,0
Ingeniería Civil Mecánica,63,95,-,10,4,10,6,7.5,4,10,5,8,10,100,100,100,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,90,100,,,,,,,,,84,0,0,9,0,0,1,1
Ingeniería Civil Mecánica,30,80,-,10,10,10,10,10,8,3.33,10,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,72,0,0,9,0,0,1,1
Ingeniería Civil Informática,50,80,-,10,10,0,8,7.5,4,10,10,8,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,95,,,,,,,,,78,0,0,7,0,0,1,1
Construcción Civil,43,90,-,0,10,0,4,5,8,10,10,6,10,64,83,100,100,100,100,100,100,100,100,100,100,100,100,95,100,95,100,100,100,,,,,,,,,76,0,0,0,0,0,1,1
Ingeniería Civil Electrónica,36,50,72,0,10,10,10,7.5,-,10,10,4,-,86,100,94,0,-,-,-,-,-,80,0,100,80,100,100,-,-,100,80,-,,,,,,,,,56,0,0,5,0,0,1,1
Ingeniería Civil Informática,90,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,98,0,0,7,0,0,1,1
Ingeniería Civil,90,75,-,10,10,10,10,10,8,10,10,8,10,78,98,100,98,100,100,98,100,98,100,95,100,100,100,100,100,100,90,100,0,,,,,,,,,88,0,0,1,0,0,1,1
Ingeniería Civil Química,65,80,-,10,10,10,10,7.5,10,10,10,10,10,100,100,100,100,100,100,100,-,100,100,95,100,100,100,100,100,50,100,100,95,,,,,,,,,84,0,0,12,0,0,1,1
Construcción Civil,20,60,100,10,4,0,4,7.5,10,5,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,30,100,100,100,48,95,100,100,,,,,,,,,82,0,0,0,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,7.5,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,100,0,0,7,0,0,1,1
Ingeniería Civil,100,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,,,,,,,,,100,0,0,1,0,1,1,1
Ingeniería Civil Industrial,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,0,0,0,6,0,1,1,0
