Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sexo,Sem,Apr
Ingeniería Civil Mecánica,38,100,-,10,0,0,10,7.5,0,-,2.5,2,-,100,-,100,100,100,100,67,100,100,100,100,100,95,100,100,-,75,100,100,90,,,,,,,,,66,0,0,9,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,8,7.5,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,7,0,0,1,1
Ingeniería Civil Metalúrgica,0,0,-,0,2,0,8,5,0,4,0,-,-,100,100,100,-,0,-,-,-,-,-,15,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,10,0,0,1,0
Ingeniería Civil Mecánica,100,100,-,0,10,10,8,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,,,,,,,,,97,0,0,9,0,0,1,1
Construcción Civil,16,5,-,10,2,0,6,5,8,10,10,4,10,96,-,0,0,86,100,66,100,0,100,85,100,80,50,85,65,20,-,15,-,,,,,,,,,11,0,0,0,0,1,1,0
Ingeniería Civil Informática,58,70,-,10,10,0,4,10,6,8,5,0,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,100,100,100,,,,,,,,,74,0,0,7,0,0,1,1
Construcción Civil,-,0,-,10,-,10,8,7.5,2,-,-,-,-,0,-,94,-,-,-,-,-,-,-,-,90,-,0,0,-,-,-,-,-,,,,,,,,,0,0,0,0,0,0,1,0
Ingeniería Civil Informática,93,100,-,10,10,10,8,10,4,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,,,,,,,,,96,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,98,70,-,10,8,0,2,2.5,8,10,2.5,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,84,0,0,9,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,8,10,10,10,10,10,10,92,98,100,86,100,0,93,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,7,0,1,1,1
Ingeniería Civil Informática,20,35,-,0,6,10,10,5,4,10,0,4,-,100,100,100,100,100,100,100,100,100,0,100,50,70,100,0,0,10,0,85,-,,,,,,,,,28,0,0,7,0,1,1,0
Ingeniería Civil,33,50,77,10,4,10,4,7.5,2,6,10,2,4,100,100,100,-,100,100,100,100,100,100,90,60,90,70,85,100,50,90,30,45,,,,,,,,,65,0,0,1,0,1,1,1
Ingeniería Civil Informática,0,50,85,0,10,0,6,7.5,8,1.67,-,-,-,100,100,-,100,-,-,100,-,-,-,80,100,60,80,80,0,0,-,-,75,,,,,,,,,55,0,0,7,0,0,1,0
Ingeniería Civil Mecánica,35,90,-,10,6,10,6,5,10,10,10,2,10,87,100,-,100,100,100,100,100,100,100,100,100,80,50,75,55,0,100,100,90,,,,,,,,,72,0,0,9,0,0,1,1
Ingeniería Civil,96,100,-,10,10,10,4,10,8,10,10,8,10,100,0,100,100,100,100,95,100,100,100,95,100,100,100,100,80,100,100,100,100,,,,,,,,,96,0,0,1,0,0,1,1
Ingeniería Civil Industrial,83,65,-,10,10,10,6,7.5,2,8,8,0,6,100,100,100,71,93,100,72,85,78,99,95,100,100,100,100,100,41,100,100,95,,,,,,,,,76,0,0,6,0,0,1,1
Ingeniería Civil Informática,43,75,-,10,4,10,6,7.5,8,10,8,8,10,100,100,100,100,100,100,100,100,100,100,100,90,100,100,95,100,90,55,90,90,,,,,,,,,74,0,0,7,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,8,10,8,-,10,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,96,0,0,7,0,1,1,1
Ingeniería Civil,40,55,95,10,6,10,10,5,8,10,10,2,10,82,100,100,100,100,100,100,100,100,100,85,100,100,95,100,35,0,90,75,0,,,,,,,,,77,0,0,1,0,0,1,1
Ingeniería Civil,85,80,-,10,10,0,10,10,8,10,10,0,10,100,100,-,100,100,100,-,100,-,100,95,100,100,100,100,55,95,90,100,75,,,,,,,,,83,0,0,1,0,0,1,1
Ingeniería Civil Metalúrgica,30,0,-,10,6,10,8,7.5,2,3.33,2,4,6,100,100,100,100,100,100,97,100,100,100,80,100,80,100,100,-,-,100,100,-,,,,,,,,,15,0,0,10,0,0,1,0
Ingeniería Civil,70,100,-,0,2,10,10,10,6,10,10,4,10,100,100,100,100,100,100,100,100,-,100,90,100,100,100,100,100,73,80,100,95,,,,,,,,,85,0,0,1,0,0,1,1
Ingeniería Civil Informática,45,85,-,10,6,0,10,5,6,6.67,10,2,10,100,100,100,100,100,100,100,100,100,100,90,100,90,100,100,100,100,100,100,100,,,,,,,,,75,0,0,7,0,0,1,1
Ingeniería Civil Informática,65,100,-,10,10,10,4,10,10,10,10,10,10,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,90,0,0,7,0,0,1,1
Ingeniería Civil,51,100,95,10,10,10,6,10,4,10,10,4,10,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,,,,,,,,,93,0,0,1,0,0,1,1
Ingeniería Civil Electrónica,100,60,-,10,10,10,8,7.5,10,8,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,0,,,,,,,,,77,0,0,5,0,1,1,1
Ingeniería Civil Informática,55,80,-,10,6,10,6,7.5,8,8.33,10,6,10,86,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,85,,,,,,,,,80,0,0,7,0,1,1,1
Ingeniería Civil Mecánica,19,55,55,10,10,10,10,10,8,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,77,0,0,9,0,0,1,1
Construcción Civil,25,35,100,10,10,10,8,10,8,-,10,10,10,100,100,-,100,-,-,-,-,28,99,95,-,80,80,95,100,100,100,100,100,,,,,,,,,74,0,0,0,0,0,1,1
Ingeniería Civil Informática,100,95,-,10,10,10,8,10,8,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,98,0,0,7,0,0,1,1
Ingeniería Civil,42,75,-,10,10,10,4,7.5,10,10,10,4,10,100,100,100,100,100,100,100,36,100,100,85,100,100,90,85,100,95,90,100,90,,,,,,,,,75,0,0,1,0,1,1,1
Ingeniería Civil,35,75,-,10,10,10,6,7.5,6,10,10,8,10,100,100,100,64,100,100,100,100,-,100,100,100,0,100,100,45,100,100,100,100,,,,,,,,,71,0,0,1,0,0,1,1
Ingeniería Civil,40,50,62,10,10,10,10,10,6,10,10,8,10,100,100,100,0,100,100,100,-,-,100,60,100,95,80,95,100,78,50,90,0,,,,,,,,,37,0,0,1,0,0,1,0
Ingeniería Civil Informática,15,85,50,10,10,10,6,7.5,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,90,100,100,90,80,20,85,95,100,100,,,,,,,,,79,0,0,7,0,0,1,1
Ingeniería Civil Informática,60,85,-,10,10,10,4,10,8,10,10,10,6,100,100,100,-,100,80,-,100,-,0,100,100,80,100,100,100,100,100,90,100,,,,,,,,,80,0,0,7,0,0,1,1
Construcción Civil,0,100,100,0,4,0,8,10,6,1.67,10,4,10,100,100,100,100,-,100,100,100,100,0,65,95,0,85,100,0,0,55,0,-,,,,,,,,,75,0,0,0,0,1,1,1
Ingeniería Civil Informática,70,80,-,10,10,10,6,10,6,10,10,6,10,100,100,100,100,100,100,100,100,100,100,75,100,100,100,95,60,85,100,100,100,,,,,,,,,83,0,0,7,0,0,1,1
Ingeniería Civil Informática,98,75,-,10,10,10,10,7.5,8,10,10,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,95,90,100,,,,,,,,,91,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,60,65,-,10,10,10,8,7.5,8,8.33,10,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,-,,,,,,,,,76,0,0,9,0,0,1,1
Lic. en Astrofísica,33,100,-,10,10,10,8,10,4,6.67,10,8,10,100,100,100,100,100,100,100,100,100,100,90,100,95,100,85,85,0,75,100,70,,,,,,,,,76,0,0,17,0,1,1,1
Ingeniería Civil,38,0,-,10,0,10,6,7.5,8,6,2.5,-,-,0,-,-,-,58,66,-,-,0,-,95,100,100,100,100,0,100,100,0,0,,,,,,,,,19,0,0,1,0,0,1,0
Construcción Civil,0,0,-,-,10,10,-,-,-,-,-,-,-,95,100,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,,,,,,,,,0,0,0,0,0,0,1,0
Ingeniería Civil Plan Común,-,0,-,-,4,0,8,-,8,-,0,-,-,0,-,-,-,-,-,-,0,-,-,0,0,-,0,0,-,-,-,-,-,,,,,,,,,0,0,0,11,0,0,1,0
Ingeniería Civil Industrial,29,50,52,10,10,10,8,10,8,10,10,4,10,100,100,100,100,100,100,100,100,100,100,100,100,75,20,100,10,0,50,-,-,,,,,,,,,51,0,0,6,0,0,1,0
Ingeniería Civil Mecánica,28,0,-,0,0,10,8,2.5,4,0,-,-,-,100,100,100,100,-,100,78,-,-,-,100,-,80,40,100,-,-,-,-,-,,,,,,,,,14,0,0,9,0,0,1,0
Ingeniería Civil Informática,57,90,-,10,10,10,8,10,6,10,10,6,10,100,100,-,100,100,-,-,-,100,-,100,100,100,100,100,100,100,100,0,90,,,,,,,,,78,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,68,90,-,10,2,0,6,5,10,4,10,2,6,100,100,100,100,100,100,100,100,100,100,100,100,80,100,0,100,30,100,85,100,,,,,,,,,77,0,0,9,0,0,1,1
Ingeniería en Diseño de Productos,20,100,100,0,-,10,10,7.5,10,8,8,2,-,-,-,-,-,-,-,-,-,-,-,0,80,55,100,85,0,21,90,100,75,,,,,,,,,73,0,0,16,0,0,1,1
Construcción Civil,0,55,100,10,4,0,0,10,10,6.67,7.5,10,10,100,100,100,100,100,100,100,100,100,100,65,95,100,90,100,100,95,90,80,95,,,,,,,,,80,0,0,0,0,0,1,1
Ingeniería Civil Informática,43,100,-,0,10,10,6,5,8,8.33,10,0,10,100,100,100,100,100,100,100,100,100,100,95,100,100,85,100,100,100,100,75,100,,,,,,,,,79,0,0,7,0,0,1,1
Ingeniería Civil Informática,48,70,-,10,10,10,6,7.5,8,6.67,10,4,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,90,-,,,,,,,,,67,0,0,7,0,0,1,1
Ingeniería Civil Informática,43,75,-,0,-,10,-,10,8,5,-,-,10,-,93,0,87,97,91,79,-,91,99,95,100,100,100,100,100,100,-,75,85,,,,,,,,,59,0,0,7,0,0,1,1
Ingeniería Civil Informática,50,95,-,10,10,10,4,7.5,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,0,100,100,100,36,100,100,100,,,,,,,,,81,0,0,7,0,0,1,1
Ingeniería Civil Informática,55,100,-,10,10,10,8,7.5,10,10,10,4,10,100,100,100,100,100,100,100,100,100,100,95,100,75,100,95,60,100,100,85,95,,,,,,,,,85,0,0,7,0,0,1,1
Ingeniería Civil Informática,65,90,-,10,10,10,4,7.5,8,10,10,6,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,85,100,100,100,100,85,,,,,,,,,85,0,0,7,0,0,1,1
Ingeniería Civil,98,80,-,10,4,10,10,10,6,10,10,2,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,90,0,0,1,0,1,1,1
Ingeniería Civil Eléctrica,100,85,-,10,10,10,4,7.5,6,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,75,100,70,0,,,,,,,,,90,0,0,4,0,0,1,1
Ingeniería Civil Informática,63,85,-,0,10,10,10,7.5,6,10,7.5,10,10,100,100,100,100,100,100,100,100,100,100,90,90,100,100,100,100,100,95,100,75,,,,,,,,,82,0,0,7,0,0,1,1
Téc. Univ. Electrónica,0,0,-,10,6,0,4,5,6,0,2,0,-,90,100,100,69,100,100,93,100,100,100,100,95,35,90,75,100,0,0,100,95,,,,,,,,,0,0,0,20,0,0,1,0
Ingeniería Civil Plan Común,-,0,-,0,-,10,-,-,6,-,-,-,-,-,-,-,0,-,-,-,-,-,-,100,0,-,0,0,-,-,-,-,-,,,,,,,,,0,0,0,11,0,1,1,0
Construcción Civil,70,100,-,10,10,10,10,7.5,8,10,10,-,10,100,100,100,100,100,100,76,100,100,93,100,100,100,100,100,80,100,100,100,75,,,,,,,,,87,0,0,0,0,1,1,1
Ingeniería Civil Mecánica,43,75,-,10,10,10,4,7.5,-,1.67,-,4,6,94,100,100,-,97,-,-,60,78,90,100,100,100,100,100,20,0,90,0,0,,,,,,,,,59,0,0,9,0,0,1,1
Construcción Civil,80,95,-,10,10,10,6,7.5,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,95,100,100,100,,,,,,,,,92,0,0,0,0,1,1,1
Ingeniería Civil Informática,53,80,-,10,10,10,8,5,6,8.33,8,0,10,100,100,100,100,99,96,95,80,80,82,90,90,80,100,100,100,85,100,70,85,,,,,,,,,74,0,0,7,0,0,1,1
Lic. en Astrofísica,95,100,-,10,10,10,10,10,8,8.3,-,-,-,0,100,100,0,100,100,100,-,-,-,100,100,100,100,100,100,100,100,100,0,,,,,,,,,86,0,0,17,0,0,1,1
Ingeniería Civil,88,95,-,10,10,10,8,7.5,6,10,10,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,50,,,,,,,,,92,0,0,1,0,1,1,1
Ingeniería Civil Informática,100,95,-,10,10,10,8,10,10,10,10,8,10,100,100,100,100,100,100,76,100,100,100,100,100,100,90,100,100,100,100,85,100,,,,,,,,,98,0,0,7,0,0,1,1
Ingeniería Civil Eléctrica,100,95,-,10,6,10,8,10,10,8,10,2,10,100,100,100,88,100,100,100,100,100,100,100,100,100,100,100,40,0,100,90,0,,,,,,,,,85,0,0,4,0,0,1,1
Construcción Civil,40,40,60,10,10,10,10,10,10,10,10,10,-,100,100,100,100,100,100,100,100,100,100,100,100,60,100,95,75,20,100,-,-,,,,,,,,,50,0,0,0,0,0,1,0
Ingeniería Civil Informática,50,95,-,10,8,10,8,7.5,6,6,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,80,0,100,100,100,100,,,,,,,,,81,0,0,7,0,0,1,1
Ingeniería Civil Eléctrica,74,85,-,10,10,-,10,7.5,-,3.33,10,2,10,-,88,68,98,-,100,-,100,100,100,100,100,100,100,100,-,65,100,100,95,,,,,,,,,77,0,0,4,0,0,1,1
Ingeniería Civil,55,100,-,0,10,10,10,10,6,10,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,90,100,100,,,,,,,,,86,0,0,1,0,0,1,1
Ingeniería Civil Industrial,46,65,-,10,10,10,8,10,8,-,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,-,100,100,70,,,,,,,,,71,0,0,6,0,1,1,1
Ingeniería Civil Mecánica,65,0,100,10,10,0,8,5,10,10,10,4,10,100,100,100,100,100,100,100,100,98,100,100,100,80,100,100,0,100,100,100,80,,,,,,,,,70,0,0,9,0,0,1,1
Ingeniería Civil Informática,98,95,-,10,10,10,6,10,10,10,10,6,10,100,-,100,100,100,100,100,100,100,100,100,90,80,100,100,100,100,100,85,100,,,,,,,,,96,0,0,7,0,0,1,1
Ingeniería Civil Química,48,0,-,0,6,10,-,7.5,6,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,100,90,100,100,-,-,-,-,-,,,,,,,,,24,0,0,12,0,1,1,0
Ingeniería Civil Informática,35,60,65,10,10,10,6,10,4,10,10,8,4,100,100,100,91,100,100,81,100,100,100,90,100,100,-,0,100,100,100,100,100,,,,,,,,,72,0,0,7,0,1,1,1
Ingeniería Civil Informática,-,0,-,10,10,10,6,10,4,-,-,-,-,100,100,100,91,100,100,-,-,-,-,90,100,0,-,-,-,-,-,-,-,,,,,,,,,0,0,0,7,0,0,1,0
Ingeniería Civil Mecánica,13,0,-,0,0,10,8,5,8,-,-,-,-,100,100,100,100,0,100,0,-,-,-,100,-,40,40,100,-,-,-,-,-,,,,,,,,,7,0,0,9,0,1,1,0
Ingeniería Civil,80,90,-,-,10,10,8,10,2,10,10,-,10,95,0,100,-,-,100,-,0,98,-,90,90,0,40,100,100,100,100,0,100,,,,,,,,,74,0,0,1,0,0,1,1
Ingeniería Civil Informática,58,70,-,10,10,10,8,10,8,8.33,5,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,10,0,100,100,0,,,,,,,,,72,0,0,7,0,0,1,1
Ingeniería Civil Informática,45,100,-,10,10,0,8,7.5,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,35,0,100,100,100,,,,,,,,,80,0,0,7,0,0,1,1
Ingeniería Civil Química,83,95,-,10,10,10,8,7.5,10,8.33,10,2,6,100,100,100,100,100,100,100,100,100,0,95,100,95,100,100,40,100,95,100,0,,,,,,,,,85,0,0,12,0,0,1,1
Ingeniería Civil Informática,20,90,-,10,10,10,8,7.5,10,10,10,4,-,85,96,94,100,97,100,97,100,100,100,95,100,100,100,45,100,100,100,100,100,,,,,,,,,72,0,0,7,0,0,1,1
Ingeniería Civil Matemática,98,90,-,0,10,10,10,10,8,10,7.5,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,94,0,0,8,0,0,1,1
Ingeniería Civil Mecánica,98,85,-,10,10,10,6,10,6,10,10,2,10,94,98,100,93,100,100,100,100,100,100,95,100,95,100,100,100,100,100,95,100,,,,,,,,,93,0,0,9,0,0,1,1
Ingeniería Civil Informática,47,100,-,10,10,10,8,10,10,10,5,8,10,95,100,100,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,,,,,,,,,84,0,0,7,0,0,1,1
Ingeniería Civil Informática,0,80,-,10,10,10,4,7.5,8,10,10,8,10,95,100,100,-,100,100,100,-,89,100,100,100,100,100,100,100,100,100,75,100,,,,,,,,,40,0,0,7,0,0,1,0
Lic. en Astrofísica,14,75,100,10,4,10,8,7.5,8,3.33,10,8,10,100,100,100,83,100,-,100,-,-,-,95,100,100,95,100,0,0,100,90,60,,,,,,,,,82,0,0,17,0,1,1,1
Ingeniería Civil,20,55,100,0,10,10,8,10,2,5,10,10,10,100,100,100,0,100,100,98,100,-,-,50,95,100,90,95,65,0,50,35,0,,,,,,,,,72,0,0,1,0,1,1,1
Ingeniería Civil Informática,98,100,-,10,10,10,8,10,8,10,10,6,10,100,100,100,93,100,100,100,-,100,100,100,100,100,100,100,100,100,100,85,90,,,,,,,,,97,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,33,70,100,0,6,10,8,7.5,8,10,-,10,10,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,86,0,0,9,0,0,1,1
Ingeniería Civil Electrónica,40,70,-,10,-,10,10,10,8,10,10,6,10,95,94,84,96,99,-,100,100,78,100,100,100,100,100,100,100,-,60,100,100,,,,,,,,,69,0,0,5,0,0,1,1
Ingeniería Civil,62,90,-,10,10,10,10,7.5,4,8.33,10,-,10,100,100,100,-,100,0,100,-,-,100,100,100,100,100,100,100,50,100,100,100,,,,,,,,,80,0,0,1,0,0,1,1
Ingeniería en Diseño de Productos,96,0,57,10,-,10,-,7.5,10,8,10,4,10,-,79,62,52,80,0,0,95,81,51,100,100,75,-,-,-,-,0,-,-,,,,,,,,,65,0,0,16,0,1,1,1
Ingeniería Civil Informática,98,100,-,10,10,10,6,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,95,100,100,100,100,100,,,,,,,,,99,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,51,0,45,10,6,10,10,10,10,10,10,6,10,100,-,100,100,100,100,87,100,100,100,95,100,95,100,95,100,95,100,80,-,,,,,,,,,32,0,0,9,0,0,1,0
Ingeniería Civil Electrónica,0,0,-,10,10,-,8,10,10,6.67,-,-,-,100,-,100,92,100,100,100,-,-,-,95,90,100,95,100,0,73,55,60,0,,,,,,,,,0,0,0,5,0,0,1,0
Ingeniería Civil,70,100,-,10,6,0,10,10,-,10,8,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,87,0,0,1,0,0,1,1
Ingeniería Civil Matemática,81,95,-,10,10,10,8,7.5,4,10,8,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,35,-,100,100,90,,,,,,,,,88,0,0,8,0,1,1,1
Construcción Civil,10,25,67,10,-,0,8,10,2,-,10,10,10,83,-,-,-,-,-,-,-,100,100,90,0,95,80,75,0,0,90,30,55,,,,,,,,,46,0,0,0,0,0,1,0
Ingeniería Civil,70,70,-,10,2,10,6,5,4,10,10,0,10,100,0,-,49,100,100,-,-,-,-,95,100,100,0,100,100,0,100,100,40,,,,,,,,,66,0,0,1,0,0,1,1
Ingeniería Civil Informática,60,75,-,10,10,10,8,2.5,10,10,10,10,10,95,100,0,87,93,100,94,75,92,85,90,80,90,100,100,100,100,100,90,100,,,,,,,,,80,0,0,7,0,0,1,1
Construcción Civil,0,0,-,0,10,0,10,7.5,-,4,7.5,10,10,64,0,100,0,53,100,-,85,100,88,95,95,-,50,-,-,0,-,-,-,,,,,,,,,0,0,0,0,0,1,1,0
Ingeniería Civil,18,75,100,10,4,10,10,10,8,10,10,10,6,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,0,,,,,,,,,86,0,0,1,0,0,1,1
Ingeniería Civil Informática,2,80,100,10,2,10,6,5,10,6,7.5,6,6,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,80,-,,,,,,,,,85,0,0,7,0,0,1,1
Ingeniería Civil Electrónica,51,90,-,10,10,10,8,10,2,8,10,8,10,100,100,100,100,100,-,97,100,100,100,100,100,100,100,100,70,100,85,80,-,,,,,,,,,78,0,0,5,0,0,1,1
Ingeniería Civil Informática,33,80,-,10,6,10,8,10,10,8,7.5,6,10,100,100,100,100,100,100,100,100,100,100,95,100,90,100,100,100,100,100,100,100,,,,,,,,,76,0,0,7,0,0,1,1
Ingeniería Civil Matemática,96,100,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,-,100,-,0,100,100,100,100,100,100,100,90,100,100,90,95,,,,,,,,,96,0,0,8,0,0,1,1
Ingeniería Civil Informática,70,75,-,0,4,10,10,7.5,8,6,10,2,6,95,100,100,100,100,100,100,100,100,100,90,90,85,90,95,100,0,100,70,-,,,,,,,,,74,0,0,7,0,0,1,1
Ingeniería Civil Plan Común,9,10,100,-,6,10,6,7.5,6,8.33,10,0,6,100,-,100,-,100,-,-,-,-,0,95,100,80,100,100,-,31,35,50,-,,,,,,,,,53,0,0,11,0,0,1,0
Ingeniería Civil Informática,96,100,-,0,6,10,8,10,10,10,10,10,10,100,0,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,0,100,,,,,,,,,93,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,55,55,-,0,4,10,8,7.5,6,10,7.5,4,10,71,85,84,56,100,100,100,100,100,100,95,75,95,100,100,0,100,100,100,100,,,,,,,,,63,0,0,9,0,0,1,1
Ingeniería Civil Metalúrgica,94,50,-,10,10,10,10,2.5,10,10,10,8,10,0,100,100,95,97,94,76,-,56,-,100,100,100,100,100,-,-,-,-,-,,,,,,,,,71,0,0,10,0,0,1,1
Ingeniería Civil Informática,35,100,100,10,10,10,4,7.5,2,8.33,10,10,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,95,0,0,7,0,1,1,1
Ingeniería Civil Informática,21,45,32,0,4,10,4,7.5,6,1.67,5,2,6,87,100,100,100,100,100,100,-,-,-,-,0,55,70,80,-,0,-,-,-,,,,,,,,,39,0,0,7,0,1,1,0
Ingeniería Civil Electrónica,65,0,-,10,4,10,10,7.5,10,10,10,6,-,100,100,100,100,100,-,100,100,100,-,90,100,80,0,100,50,26,90,0,0,,,,,,,,,33,0,0,5,0,0,1,0
Ingeniería Civil Matemática,55,0,-,0,4,10,8,10,8,10,7.5,10,10,100,100,100,100,100,100,100,100,48,100,100,100,100,100,100,100,100,100,85,100,,,,,,,,,28,0,0,8,0,1,1,0
Lic. en Ciencias Mención Física,28,0,90,10,10,10,6,10,10,8.33,2,-,-,95,-,-,0,85,-,-,0,-,-,45,100,95,100,100,100,-,-,-,-,,,,,,,,,55,0,0,19,0,0,1,0
Ingeniería Civil Informática,55,100,-,10,10,10,8,10,10,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,,,,,,,,,86,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,48,55,37,10,10,10,8,5,8,8,5,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,15,90,-,-,,,,,,,,,46,0,0,9,0,1,1,0
Ingeniería Civil Química,31,35,90,10,10,0,10,7.5,10,10,10,2,10,86,100,100,84,94,87,75,100,84,87,0,85,60,100,100,0,15,100,75,0,,,,,,,,,63,0,0,12,0,0,1,1
Ingeniería Civil Química,48,95,-,10,10,10,10,10,10,10,10,0,10,100,100,100,0,100,100,-,-,-,-,95,100,100,90,95,0,15,100,0,0,,,,,,,,,69,0,0,12,0,0,1,1
Ingeniería Civil Mecánica,74,55,-,10,0,10,10,7.5,2,8.33,8,-,-,87,100,-,100,-,-,-,94,-,-,100,100,95,100,95,70,95,100,100,-,,,,,,,,,66,0,0,9,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,7.5,10,10,10,8,10,92,-,100,100,87,100,-,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,97,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,21,35,85,10,2,10,4,5,4,8,7.5,2,6,100,100,100,100,100,100,100,100,100,100,65,100,100,100,100,30,10,100,5,-,,,,,,,,,63,0,0,9,0,0,1,1
Ingeniería Civil Matemática,73,90,-,0,10,0,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,0,95,100,100,0,,,,,,,,,82,0,0,8,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,2,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,95,80,100,95,100,100,100,85,100,,,,,,,,,98,0,0,7,0,0,1,1
Lic. en Astrofísica,23,100,-,10,10,10,8,7.5,4,8,7.5,0,10,100,100,100,100,-,100,100,-,100,100,95,100,95,100,100,75,0,100,100,100,,,,,,,,,72,0,0,17,0,1,1,1
Ingeniería Civil Informática,85,90,-,10,10,0,8,10,4,10,7.5,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,36,100,75,95,,,,,,,,,88,0,0,7,0,1,1,1
Construcción Civil,0,100,-,10,6,0,8,10,8,8.33,10,-,10,95,94,100,100,100,100,100,100,100,100,95,95,100,100,100,100,100,100,80,-,,,,,,,,,50,0,0,0,0,0,1,0
Ingeniería Civil Informática,93,85,-,10,10,10,10,10,6,8,7.5,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,85,100,100,100,100,90,,,,,,,,,92,0,0,7,0,0,1,1
