Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sexo,Sem,Apr
Ingeniería Civil Informática,0,0,-,10,0,0,6,2.5,2,3.33,2.5,4,6,100,100,100,100,100,-,100,100,100,100,95,55,15,25,5,0,0,0,0,100,,,,,,,,,0,0,0,7,1,0,1,0
Ingeniería Civil Informática,53,100,-,10,10,10,10,10,8,10,10,6,10,100,100,100,100,100,100,100,100,-,100,100,100,100,90,100,45,5,100,100,95,,,,,,,,,83,0,0,7,1,0,1,1
Ingeniería Civil Metalúrgica,80,60,-,10,6,10,10,10,10,8.33,7.5,8,10,100,100,-,100,100,100,96,100,98,100,100,100,100,100,100,70,-,100,90,75,,,,,,,,,78,0,0,10,1,0,1,1
Ingeniería Civil Informática,18,55,57,10,10,10,10,10,0,8,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,90,100,100,80,100,,,,,,,,,75,0,0,7,1,0,1,1
Ingeniería Civil Informática,90,100,-,10,10,10,10,7.5,10,10,5,-,-,100,100,100,100,-,100,-,-,-,-,95,100,95,100,100,100,0,100,90,0,,,,,,,,,83,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,6,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil,43,75,-,10,10,10,8,10,8,10,0,-,-,87,87,92,73,97,90,67,58.75,88,88,95,100,95,100,100,0,0,100,95,0,,,,,,,,,63,0,0,1,1,0,1,1
Ingeniería Civil Metalúrgica,0,0,-,0,0,10,10,7.5,6,10,-,-,-,70,0,93,70,60,-,-,-,-,-,75,100,70,100,95,0,-,-,-,-,,,,,,,,,0,0,0,10,1,0,1,0
Ingeniería Civil,100,100,-,0,10,10,7.5,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,,,,,,,,,97,0,0,1,1,0,1,1
Ingeniería Civil Informática,95,100,-,10,10,10,10,10,8,10,8,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,97,0,0,7,1,0,1,1
Ingeniería Civil,48,60,95,10,10,-,8,-,10,-,7.5,-,-,-,-,-,-,-,-,-,-,-,-,90,80,100,100,100,100,0,0,0,0,,,,,,,,,60,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,27,65,50,10,10,10,10,7.5,8,10,10,8,4,100,100,100,100,100,100,100,100,100,100,75,95,95,100,95,90,25,100,85,100,,,,,,,,,73,0,0,9,1,0,1,1
Ingeniería Civil Mecánica,100,100,-,10,6,10,10,7.5,10,4,10,10,10,100,100,100,0,100,100,100,100,100,100,100,95,100,100,100,90,100,100,85,95,,,,,,,,,97,0,0,9,1,0,1,1
Ingeniería Civil,63,95,100,10,10,10,10,10,4,10,10,10,10,100,100,100,100,100,100,100,33.75,100,100,100,100,100,100,100,90,100,100,100,100,,,,,,,,,97,0,0,1,1,0,1,1
Ingeniería Civil Matemática,70,90,-,0,10,10,7.5,7.5,4,10,10,10,6,82,100,100,100,0,100,100,100,100,100,90,100,100,100,100,100,75,100,85,90,,,,,,,,,83,0,0,8,1,0,1,1
Ingeniería Civil Informática,-,0,-,10,0,10,8,7.5,4,2,-,-,4,-,100,-,-,-,-,-,-,-,-,100,0,0,0,0,0,0,0,-,0,,,,,,,,,0,0,0,7,1,0,1,0
Ingeniería Civil,100,100,-,10,6,10,10,5,8,6,0,0,10,-,-,93,93,97,100,-,97.5,95,100,100,0,0,95,85,100,100,100,100,100,,,,,,,,,86,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,78,50,-,10,10,10,10,7.5,8,5,10,10,0,100,100,100,100,100,100,-,100,81,100,100,100,100,100,100,80,0,100,100,0,,,,,,,,,73,0,0,9,1,0,1,1
Ingeniería Civil Informática,63,75,-,10,10,10,7.5,-,10,8.33,7.5,2,10,100,100,100,100,100,100,100,100,100,100,95,100,95,100,100,70,100,100,95,100,,,,,,,,,79,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,92,70,-,10,10,10,2.5,2.5,6,3.33,10,2,2,100,100,100,100,100,-,100,100,0,82,100,100,100,100,95,100,0,100,0,0,,,,,,,,,74,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,90,-,10,0,10,8,10,8,10,10,6,10,100,100,100,100,100,100,100,100,100,100,95,100,95,100,100,0,100,85,65,100,,,,,,,,,91,0,0,7,1,0,1,1
Ingeniería Civil Informática,65,95,-,10,10,10,6,10,10,8,10,4,4,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,85,100,100,,,,,,,,,86,0,0,7,1,0,1,1
Ingeniería Civil,63,90,-,10,10,10,10,7.5,6,10,10,10,4,100,-,100,100,100,-,100,100,100,100,100,100,100,100,100,35,100,100,100,100,,,,,,,,,83,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,33,95,-,10,10,10,10,10,10,8.33,-,6,-,100,100,-,79,0,100,100,100,-,-,100,90,100,95,95,85,100,100,85,0,,,,,,,,,71,0,0,9,1,0,1,1
Ingeniería Civil,95,95,-,10,10,0,7.5,10,8,8.33,10,0,10,100,100,100,100,100,100,-,100,-,100,90,100,0,100,95,0,5,100,90,100,,,,,,,,,78,0,0,1,1,1,1,1
Ingeniería Civil Mecánica,23,95,-,10,10,10,8,7.5,0,8,8,0,10,92,81,100,84,88,82,90,98.75,75,83,100,100,100,100,100,100,88,100,85,0,,,,,,,,,71,0,0,9,1,0,1,1
Ingeniería Civil Matemática,55,95,-,10,10,10,6,7.5,6,10,10,10,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,95,,,,,,,,,85,0,0,8,1,1,1,1
Ingeniería Civil Mecánica,30,85,-,10,6,0,10,5,6,6,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,85,90,,,,,,,,,72,0,0,9,1,0,1,1
Ingeniería Civil Informática,53,90,-,3.3,10,10,8,10,0,10,10,10,10,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,81,0,0,7,1,1,1,1
Ingeniería Civil Matemática,51,100,-,0,4,10,4,7.5,4,10,10,2,10,86,100,100,100,100,100,100,100,100,100,100,100,100,95,100,90,0,95,100,95,,,,,,,,,69,0,0,8,1,1,1,1
Ingeniería Civil,100,75,-,10,10,0,10,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,100,90,80,,,,,,,,,91,0,0,1,1,0,1,1
Ingeniería Civil Informática,55,0,-,10,10,10,10,10,10,10,10,4,-,100,100,100,100,78,100,98,-,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,28,0,0,7,1,0,1,0
Ingeniería Civil Metalúrgica,46,75,-,0,10,10,10,7.5,8,10,8,8,10,100,-,100,-,100,100,100,100,-,-,75,100,100,90,100,10,0,100,100,95,,,,,,,,,69,0,0,10,1,0,1,1
Ingeniería Civil,37,40,50,0,4,10,2,7.5,2,5,10,4,10,95,100,100,100,100,95,100,100,98,100,100,100,80,90,100,60,70,100,0,0,,,,,,,,,45,0,0,1,1,0,1,0
Ingeniería Civil Informática,90,70,-,10,10,10,8,10,0,-,10,8,10,0,100,-,26,79,79,-,82.5,-,77,95,100,100,100,100,90,100,100,80,75,,,,,,,,,81,0,0,7,1,0,1,1
Ingeniería Civil,100,85,-,0,6,10,2.5,10,10,8,8,8,10,100,100,100,100,100,100,100,100,-,100,90,100,100,100,100,100,100,100,90,95,,,,,,,,,90,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,45,55,70,10,10,0,5,7.5,10,10,7.5,0,4,95,70,100,95,100,100,96,93.75,98,91,100,95,95,100,100,75,100,100,65,100,,,,,,,,,73,0,0,9,1,1,1,1
Ingeniería Civil Matemática,59,60,-,10,10,10,7.5,5,8,8,10,2,10,100,100,100,100,100,100,100,100,100,100,95,100,100,90,100,100,0,100,0,0,,,,,,,,,63,0,0,8,1,0,1,1
Ingeniería Civil Plan Común,34,50,65,10,10,10,8,7.5,8,8,10,4,10,81,-,92,0,-,45,0,78.75,-,82,100,95,100,100,85,0,30,100,90,-,,,,,,,,,62,0,0,11,1,0,1,1
Ingeniería Civil Informática,6,75,85,10,-,10,10,7.5,8,10,7.5,6,10,86,100,100,-,93,95,-,-,100,100,90,95,90,85,80,0,0,95,100,95,,,,,,,,,74,0,0,7,1,0,1,1
Ingeniería Civil Informática,85,30,-,10,10,10,10,10,10,8,2.5,-,-,100,100,100,100,100,-,100,-,0,-,100,100,90,100,100,100,100,100,-,-,,,,,,,,,66,0,0,7,1,0,1,1
Ingeniería Civil,6,0,-,10,10,10,7.5,7.5,6,10,10,-,-,100,100,100,-,99,100,-,-,-,34,95,100,45,65,75,70,0,0,-,0,,,,,,,,,3,0,0,1,1,0,1,0
Ingeniería Civil Informática,83,100,-,10,4,10,8,5,10,10,10,2,10,100,100,100,100,0,100,100,100,100,100,95,100,100,100,100,95,100,100,95,100,,,,,,,,,91,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,8,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,100,90,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil,85,65,-,10,10,10,8,7.5,4,10,10,4,10,81,98,100,98,100,94,0,81.25,94,90,85,100,95,100,100,100,80,100,0,100,,,,,,,,,71,0,0,1,1,0,1,1
Ingeniería Civil Informática,98,95,-,10,10,10,10,7.5,10,10,10,8,10,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,,,,,,,,,97,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,35,95,-,10,10,10,6,10,10,10,10,2,10,87,100,100,100,0,100,100,100,-,100,80,95,100,90,100,0,85,100,100,100,,,,,,,,,76,0,0,9,1,1,1,1
Ingeniería Civil Metalúrgica,100,90,-,0,10,10,4,10,-,10,10,4,10,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,-,100,90,-,,,,,,,,,85,0,0,10,1,0,1,1
Ingeniería Civil Matemática,45,100,-,10,10,10,7.5,5,6,10,10,8,10,100,100,-,98,99,0,81,100,100,97,90,100,50,95,100,100,100,100,0,100,,,,,,,,,80,0,0,8,1,1,1,1
Ingeniería Civil,48,75,-,0,10,10,8,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,90,95,,,,,,,,,78,0,0,1,1,0,1,1
Ingeniería Civil Plan Común,95,60,-,10,10,10,10,5,10,10,10,0,10,100,98,-,-,-,-,-,-,-,69,100,100,75,100,100,0,0,0,0,0,,,,,,,,,67,0,0,11,1,0,1,1
Ingeniería Civil Metalúrgica,0,0,-,0,6,10,10,7.5,6,0,10,-,-,-,100,100,100,100,100,100,100,100,-,95,100,95,70,95,0,-,-,-,-,,,,,,,,,0,0,0,10,1,1,1,0
Ingeniería Civil Informática,100,0,-,10,10,10,10,10,10,10,10,10,-,91,100,100,0,85,96,97,100,100,-,95,100,100,100,100,100,100,100,100,0,,,,,,,,,50,0,0,7,1,0,1,0
Ingeniería Civil Informática,68,95,-,0,10,10,10,10,8,6.67,10,6,10,96,100,100,100,100,100,100,100,100,100,80,70,95,100,100,100,100,100,100,95,,,,,,,,,86,0,0,7,1,0,1,1
Ingeniería Civil Informática,42,100,-,10,10,0,10,7.5,8,10,10,2,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,90,100,,,,,,,,,81,0,0,7,1,1,1,1
Ingeniería Civil Informática,95,100,-,10,10,10,7.5,10,6,10,10,10,10,77,85,70,59,85,0,100,100,100,100,100,100,95,100,100,100,100,100,100,100,,,,,,,,,97,0,0,7,1,1,1,1
Ingeniería Civil Informática,53,100,-,10,10,10,10,10,10,10,-,0,10,100,100,100,100,100,100,96,-,92,100,90,100,100,100,100,100,100,100,100,100,,,,,,,,,84,0,0,7,1,0,1,1
Ingeniería Civil Matemática,36,65,50,10,10,10,10,7.5,6,6,10,8,4,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,,,,,,,,,75,0,0,8,1,1,1,1
Ingeniería Civil Informática,90,60,-,10,10,10,7.5,7.5,10,8.33,10,4,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,60,100,100,50,,,,,,,,,83,0,0,7,1,0,1,1
Ingeniería Civil Metalúrgica,60,70,-,10,10,10,7.5,10,8,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,0,100,0,,,,,,,,,77,0,0,10,1,1,1,1
Ingeniería Civil Matemática,60,100,-,10,10,10,10,10,6,10,10,10,10,100,100,100,100,100,100,100,100,100,100,90,100,100,90,100,100,100,95,100,100,,,,,,,,,89,0,0,8,1,0,1,1
Ingeniería Civil Plan Común,85,70,-,0,10,0,8,10,10,10,7.5,4,10,-,-,100,72,100,100,73,100,95,100,0,100,100,100,100,35,25,0,0,0,,,,,,,,,67,0,0,11,1,0,1,1
Ingeniería Civil Mecánica,54,65,-,10,10,10,10,10,0,10,10,8,10,94,90,-,0,94,89,0,100,-,91,100,95,100,95,85,100,81,100,90,100,,,,,,,,,72,0,0,9,1,0,1,1
Ingeniería Civil Informática,70,75,-,10,10,10,6,7.5,10,6,-,4,10,95,84,-,83,100,98,84,-,88,-,90,100,100,100,100,0,0,85,100,80,,,,,,,,,73,0,0,7,1,0,1,1
Ingeniería Civil Informática,95,65,-,10,10,10,10,7.5,8,8.33,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,,,,,,,,,88,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,65,100,-,10,10,10,10,10,8,10,10,6,10,100,100,100,-,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,,,,,,,,,90,0,0,9,1,1,1,1
Ingeniería Civil Informática,90,100,-,10,10,10,10,7.5,8,10,10,0,10,100,100,100,100,100,100,100,100,100,100,100,100,95,95,100,100,0,100,100,100,,,,,,,,,93,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,11,5,-,10,0,10,2.5,7.5,2,2,10,0,0,0,-,-,-,-,-,0,100,77,100,0,0,0,0,100,0,0,100,95,0,,,,,,,,,8,0,0,9,1,0,1,0
Ingeniería Civil Mecánica,47,65,-,10,6,10,10,7.5,6,6,5,4,0,100,-,93,0,88,95,98,95,50,0,100,100,100,100,100,0,100,100,90,0,,,,,,,,,61,0,0,9,1,0,1,1
Ingeniería Civil Informática,63,75,-,-,10,10,10,10,4,10,10,6,10,100,100,100,100,100,100,100,100,100,100,80,100,100,95,100,100,100,100,100,100,,,,,,,,,80,0,0,7,1,0,1,1
Ingeniería Civil Informática,96,100,-,10,10,10,4,10,10,10,10,8,10,100,100,-,-,0,45,98,-,98,93,100,100,100,100,100,100,100,100,100,100,,,,,,,,,95,0,0,7,1,0,1,1
Ingeniería Civil,85,95,-,10,10,10,10,10,8,8.33,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,85,,,,,,,,,94,0,0,1,1,0,1,1
Ingeniería Civil Informática,50,0,-,10,10,10,10,7.5,10,10,8,-,10,100,100,100,100,100,100,100,100,-,97,100,100,100,100,100,100,0,95,80,0,,,,,,,,,25,0,0,7,1,0,1,0
Ingeniería Civil Mecánica,8,0,-,10,10,10,7.5,7.5,8,4,8,6,10,82,100,100,100,100,100,-,100,100,100,95,100,100,100,95,100,100,100,100,85,,,,,,,,,4,0,0,9,1,0,1,0
Ingeniería Civil Metalúrgica,60,85,-,10,10,10,7.5,7.5,4,10,10,2,6,100,100,93,100,-,-,91,100,91,96,95,10,80,55,100,0,0,100,100,100,,,,,,,,,73,0,0,10,1,0,1,1
Ingeniería Civil Eléctrica,90,40,-,0,10,10,6,10,10,10,7.5,6,10,100,100,100,-,100,-,98,-,-,-,100,100,100,100,100,55,0,-,80,0,,,,,,,,,67,0,0,4,1,0,1,1
Ingeniería Civil Informática,83,100,-,10,10,10,4,7.5,10,10,10,4,10,100,100,100,100,100,100,100,100,100,100,65,100,100,100,100,85,85,100,100,100,,,,,,,,,91,0,0,7,1,0,1,1
Ingeniería Civil Metalúrgica,30,95,-,10,10,-,4,10,10,10,10,2,-,100,-,100,100,100,-,-,100,-,-,100,85,100,95,0,0,-,-,90,-,,,,,,,,,57,0,0,10,1,0,1,1
Ingeniería Civil Informática,0,0,-,10,6,10,-,7.5,2,-,-,-,-,0,-,100,0,-,-,-,-,-,-,95,100,60,100,100,0,0,0,0,0,,,,,,,,,0,0,0,7,1,0,1,0
Ingeniería Civil Mecánica,73,45,-,10,10,10,10,10,10,5,10,-,6,100,100,100,100,100,100,0,-,100,100,100,100,100,100,100,85,0,100,0,0,,,,,,,,,68,0,0,9,1,0,1,1
Ingeniería Civil,11,100,-,10,10,0,10,10,4,10,10,6,10,100,100,77,100,100,-,100,100,100,100,90,100,100,100,100,100,0,100,100,0,,,,,,,,,69,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,90,60,-,10,10,10,10,10,10,8.33,7.5,-,6,100,100,100,100,100,100,100,100,-,-,100,100,100,100,100,0,0,0,0,0,,,,,,,,,70,0,0,9,1,0,1,1
Ingeniería Civil Informática,48,95,-,10,10,10,10,7.5,10,10,2.5,8,10,100,100,100,79,100,100,87,100,-,100,95,100,100,100,100,85,90,100,100,95,,,,,,,,,82,0,0,7,1,1,1,1
Ingeniería Civil Mecánica,0,15,-,-,2,10,10,7.5,8,2,10,0,6,95,100,100,100,100,100,100,100,100,100,80,90,90,60,100,10,0,35,0,55,,,,,,,,,8,0,0,9,1,0,1,0
Ingeniería Civil Informática,100,95,-,10,10,10,10,10,6,10,5,10,10,100,94,92,87,94,100,96,80,100,97,100,100,100,100,100,100,100,100,85,95,,,,,,,,,95,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,60,100,-,10,10,10,10,7.5,8,10,10,8,10,0,100,100,100,100,100,100,100,100,100,65,100,100,100,100,100,100,100,100,100,,,,,,,,,88,0,0,9,1,0,1,1
Ingeniería Civil Informática,98,100,-,10,10,10,6,7.5,6,6.67,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,95,,,,,,,,,94,0,0,7,1,1,1,1
Ingeniería Civil Matemática,80,100,-,10,6,10,5,10,8,10,10,8,10,100,100,100,100,100,100,-,100,100,100,90,100,100,100,100,100,100,100,80,100,,,,,,,,,91,0,0,8,1,0,1,1
Ingeniería Civil Informática,98,95,-,10,10,10,10,10,8,8.33,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,100,,,,,,,,,97,0,0,7,1,0,1,1
Ingeniería Civil Informática,75,90,-,0,10,10,6,10,-,10,10,-,10,0,-,100,100,100,100,0,100,100,0,90,90,0,100,100,85,10,90,80,0,,,,,,,,,76,0,0,7,1,0,1,1
Ingeniería Civil,53,0,62,0,10,10,6,5,0,-,10,0,6,100,100,100,100,100,100,98,100,98,100,100,100,100,100,100,100,5,100,100,0,,,,,,,,,65,0,0,1,1,1,1,1
Ingeniería Civil Mecánica,80,65,-,10,4,10,6,7.5,10,10,10,8,10,100,88,100,100,100,0,92,100,100,100,100,100,100,100,100,15,100,100,100,100,,,,,,,,,82,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,95,-,10,10,10,10,10,6,10,10,8,4,100,100,100,100,100,100,100,100,100,100,95,100,100,95,100,100,90,100,100,100,,,,,,,,,96,0,0,7,1,0,1,1
Ingeniería Civil,49,95,-,0,10,10,6,7.5,8,8,8,2,10,82,100,100,100,100,100,100,-,100,100,100,100,80,100,100,90,100,100,100,100,,,,,,,,,78,0,0,1,1,1,1,1
Ingeniería Civil Informática,90,95,-,10,10,10,10,7.5,10,0,10,10,4,100,100,100,100,100,100,98,-,100,100,100,100,100,100,100,70,30,100,0,0,,,,,,,,,85,0,0,7,1,0,1,1
Ingeniería Civil,81,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,96,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,20,100,-,10,10,10,6,7.5,10,10,10,8,10,83,-,93,74,88,33,97,92.5,-,68,100,100,100,100,95,0,95,100,100,100,,,,,,,,,71,0,0,9,1,1,1,1
Ingeniería Civil Matemática,15,0,-,10,10,10,10,7.5,6,-,-,-,-,100,100,-,-,-,-,-,-,-,-,95,100,100,100,0,0,0,0,0,0,,,,,,,,,8,0,0,8,1,0,1,0
Ingeniería Civil Informática,8,75,40,10,10,10,10,5,6,6,2.5,6,4,95,98,100,-,0,97,-,-,-,87,100,100,100,100,95,70,15,25,10,85,,,,,,,,,61,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,100,100,-,0,10,10,6,10,8,5,7.5,8,10,91,100,100,100,100,100,-,100,100,100,100,100,95,100,100,100,100,100,100,100,,,,,,,,,94,0,0,9,1,0,1,1
Ingeniería Civil Informática,55,100,-,10,10,10,10,7.5,10,6.67,-,2,10,100,100,100,100,100,100,100,100,-,100,85,100,80,100,100,100,100,100,100,95,,,,,,,,,82,0,0,7,1,0,1,1
Ingeniería Civil Plan Común,38,100,-,0,6,10,10,10,4,8.33,0,2,4,-,100,100,100,100,100,100,95,97,93,0,100,100,100,75,100,100,100,85,100,,,,,,,,,67,0,0,11,1,1,1,1
Ingeniería Civil,60,70,-,0,10,0,10,7.5,6,8,10,10,6,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,60,100,100,85,75,,,,,,,,,74,0,0,1,1,0,1,1
Ingeniería Civil Metalúrgica,48,90,-,10,10,10,6,10,10,10,10,2,10,100,100,100,100,100,94,100,100,100,99,95,100,100,100,100,0,21,100,0,0,,,,,,,,,73,0,0,10,1,0,1,1
Ingeniería Civil Mecánica,100,75,-,10,4,10,10,10,10,10,0,2,10,95,100,100,100,100,100,100,100,-,93,100,100,100,100,100,100,100,100,0,90,,,,,,,,,78,0,0,9,1,0,1,1
Ingeniería Civil,97,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,,,,,,,,,99,0,0,1,1,0,1,1
Ingeniería Civil Metalúrgica,0,0,-,10,6,10,10,7.5,6,5,5,6,4,94,85,69,67,92,95,76,57.5,73,0,100,100,70,65,100,40,5,65,0,0,,,,,,,,,0,0,0,10,1,0,1,0
Ingeniería Civil Mecánica,82,85,-,10,10,10,4,5,4,-,8,-,4,-,91,-,100,92,94,97,-,-,-,60,90,100,100,0,100,100,0,0,100,,,,,,,,,68,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,95,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,98,100,95,100,100,95,100,100,100,100,100,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,90,-,10,10,10,10,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,85,100,,,,,,,,,97,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,36,90,-,10,6,0,6,10,6,10,10,10,10,79,87,93,94,100,99,78,100,93,96,100,100,80,100,100,50,26,100,100,95,,,,,,,,,73,0,0,9,1,1,1,1
Ingeniería Civil,0,0,-,10,6,10,7.5,10,10,10,10,10,4,100,100,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,85,90,,,,,,,,,0,0,0,1,1,1,1,0
Ingeniería Civil Eléctrica,83,75,-,10,10,10,8,10,8,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,55,25,100,100,100,,,,,,,,,86,0,0,4,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,90,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil,53,60,-,10,4,10,10,7.5,4,10,10,2,4,100,100,100,100,100,100,-,-,-,100,100,100,0,100,100,100,86,100,20,-,,,,,,,,,57,0,0,1,1,0,1,1
Ingeniería Civil Eléctrica,0,60,-,10,10,10,10,10,10,6,10,-,-,-,100,100,100,100,100,100,-,-,100,100,100,100,100,100,25,0,100,100,100,,,,,,,,,30,0,0,4,1,1,1,0
Ingeniería Civil Informática,85,100,-,10,10,10,8,10,10,6.67,10,10,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,95,,,,,,,,,95,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,95,90,-,0,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,95,0,0,9,1,0,1,1
Ingeniería Civil Matemática,83,100,-,10,10,10,4,10,0,1.67,8,6,4,100,100,100,96,100,100,-,100,100,100,95,100,100,100,100,100,75,100,100,95,,,,,,,,,87,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,19,100,-,10,10,10,8,5,6,6,5,2,10,100,68,0,100,100,100,100,100,100,100,85,100,90,75,95,0,100,100,100,100,,,,,,,,,68,0,0,9,1,0,1,1
Ingeniería Civil,0,20,-,10,10,0,7.5,5,2,4,4,2,6,95,-,37,-,86,-,-,-,0,-,45,80,95,0,100,20,30,0,0,0,,,,,,,,,10,0,0,1,1,1,1,0
Ingeniería Civil Metalúrgica,45,30,-,0,2,10,4,10,6,0,10,-,10,-,-,-,96,100,100,-,-,-,-,0,90,100,0,100,0,-,-,-,-,,,,,,,,,38,0,0,10,1,0,1,0
Ingeniería Civil,60,0,-,10,10,10,6,-,4,-,-,-,-,100,100,-,0,100,-,-,-,-,-,95,100,100,100,100,85,0,0,0,0,,,,,,,,,30,0,0,1,1,1,1,0
Ingeniería Civil Metalúrgica,88,90,-,10,10,10,8,10,8,4,10,2,4,0,100,100,100,100,100,-,100,-,100,0,0,0,100,0,100,0,100,100,100,,,,,,,,,77,0,0,10,1,0,1,1
Ingeniería Civil Plan Común,41,20,37,0,10,10,0,10,8,8.33,10,6,10,100,100,100,100,100,100,-,100,100,100,75,100,85,95,100,80,-,-,-,-,,,,,,,,,39,0,0,11,1,1,1,0
Ingeniería Civil Mecánica,11,100,-,10,6,10,7.5,5,8,6,10,10,10,86,100,100,87,100,99,98,100,100,98,100,100,80,100,85,0,100,95,50,55,,,,,,,,,70,0,0,9,1,0,1,1
Ingeniería Civil Eléctrica,85,50,-,10,10,10,0,7.5,10,6,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,100,85,-,,,,,,,,,77,0,0,4,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,7.5,6,10,10,10,10,90,100,100,100,100,100,100,100,-,100,100,100,100,100,100,80,100,100,100,95,,,,,,,,,98,0,0,7,1,0,1,1
Ingeniería Civil Informática,51,0,-,10,10,10,10,5,4,10,10,0,10,95,100,100,100,100,0,100,100,0,100,100,100,0,0,0,100,0,50,0,0,,,,,,,,,26,0,0,7,1,0,1,0
Ingeniería Civil Industrial,50,60,-,0,10,10,8,10,8,10,10,6,10,100,100,100,100,100,100,98,98.75,100,98,95,100,100,100,100,35,0,100,85,70,,,,,,,,,69,0,0,6,1,0,1,1
Ingeniería Civil Informática,20,90,-,10,10,10,8,7.5,8,10,10,6,6,100,100,100,100,87,100,100,100,100,100,70,100,100,100,100,0,100,100,40,100,,,,,,,,,71,0,0,7,1,0,1,1
