Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sexo,Sem,Apr
Ingeniería Civil Eléctrica,95,100,-,10,6,10,10,7.5,10,8.33,10,6,10,-,100,100,95,100,100,100,100,100,100,95,100,100,100,95,100,100,100,85,85,,,,,,,,,95,0,0,4,1,0,1,1
Ingeniería Civil Informática,95,95,-,10,10,10,8,10,-,10,10,6,10,100,100,100,100,100,100,100,100,100,100,95,100,95,100,100,100,100,100,65,95,,,,,,,,,93,0,0,7,1,0,1,1
Ingeniería Civil Informática,28,75,45,10,10,10,-,5,10,8.33,10,4,10,63,-,-,100,94,-,98,100,100,100,90,100,100,100,0,100,0,100,100,95,,,,,,,,,69,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,29,100,-,10,4,10,8,10,8,10,2.5,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,15,35,100,100,95,,,,,,,,,74,0,0,9,1,0,1,1
Ingeniería Civil,100,100,-,10,10,10,10,10,10,10,10,8,10,100,0,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,1,1,0,1,1
Ingeniería Civil Informática,90,75,-,0,10,10,10,7.5,8,10,10,2,10,92,100,100,100,100,100,100,100,-,94,100,100,90,100,100,100,100,100,100,85,,,,,,,,,86,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,63,95,-,10,10,10,8,10,8,10,10,10,10,100,100,-,100,100,100,100,100,100,100,95,100,100,100,85,55,88,100,95,100,,,,,,,,,87,0,0,9,1,0,1,1
Ingeniería Civil,98,100,-,10,10,10,7.5,10,6,10,10,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,0,85,0,88,100,100,100,,,,,,,,,83,0,0,1,1,0,1,1
Ingeniería Civil Electrónica,22,25,100,10,4,10,10,7.5,6,6.67,7.5,2,10,100,-,100,-,100,100,95,100,0,100,85,90,85,90,95,70,76,75,50,80,,,,,,,,,67,0,0,5,1,0,1,1
Ingeniería Civil Mecánica,50,95,-,10,10,0,10,7.5,8,8.33,10,6,10,86,87,69,-,88,92,73,75,-,98,100,100,100,100,100,80,100,100,90,95,,,,,,,,,80,0,0,9,1,0,1,1
Ingeniería Civil Informática,18,70,65,10,6,10,6,2.5,-,6,4,4,4,86,90,52,72,99,100,100,100,97,97,95,95,90,100,85,100,100,90,95,100,,,,,,,,,69,0,0,7,1,0,1,1
Ingeniería Civil Metalúrgica,18,0,60,10,10,10,10,10,8,10,10,-,10,-,100,100,100,100,100,100,100,-,-,100,100,100,90,100,0,-,-,-,-,,,,,,,,,39,0,0,10,1,0,1,0
Ingeniería Civil,85,80,-,10,10,10,10,-,8,5,10,10,10,95,87,100,100,100,100,-,100,-,100,100,100,90,100,60,65,100,100,100,100,,,,,,,,,85,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,60,100,-,10,10,10,10,10,10,8.33,10,6,10,100,100,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,88,0,0,9,1,0,1,1
Ingeniería Civil Matemática,80,75,-,10,10,0,7.5,7.5,6,10,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,95,46,100,100,100,,,,,,,,,84,0,0,8,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,8,10,10,4,10,95,84,100,0,86,0,84,88.75,91,90,85,100,90,100,100,100,100,100,90,100,,,,,,,,,96,0,0,7,1,0,1,1
Ingeniería Civil Informática,88,70,-,10,10,10,8,7.5,10,10,10,8,10,100,100,100,100,-,100,100,100,89,100,100,100,100,100,100,100,100,100,100,90,,,,,,,,,87,0,0,7,1,0,1,1
Ingeniería Civil,39,60,20,10,10,10,7.5,7.5,6,8.33,5,6,10,100,0,100,88,100,100,100,100,100,-,95,100,100,100,50,0,80,100,90,80,,,,,,,,,40,0,0,1,1,0,1,0
Ingeniería Civil Informática,95,100,-,10,10,10,6,10,8,8,10,10,10,96,100,100,100,100,100,100,100,-,100,100,100,100,100,75,100,100,100,100,100,,,,,,,,,96,0,0,7,1,0,1,1
Ingeniería Civil,48,100,-,0,10,10,10,10,8,6.67,10,2,6,100,-,100,100,100,100,100,15,-,100,100,100,100,0,100,100,100,100,100,100,,,,,,,,,77,0,0,1,1,1,1,1
Ingeniería Civil Informática,39,80,-,10,10,10,10,7.5,8,8,7.5,0,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30,75,100,100,75,,,,,,,,,74,0,0,7,1,0,1,1
Ingeniería Civil Metalúrgica,-,0,-,10,0,10,5,-,6,0,5,0,6,100,100,100,97,97,100,-,100,98,99,0,90,90,0,0,0,0,0,0,0,,,,,,,,,0,0,0,10,1,0,1,0
Ingeniería Civil Mecánica,33,50,60,10,10,10,8,5,6,10,10,6,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,0,100,0,100,,,,,,,,,61,0,0,9,1,0,1,1
Ingeniería Civil,13,35,35,0,10,10,6,7.5,6,10,5,2,10,87,100,100,98,100,-,100,100,100,100,90,100,75,0,100,10,10,30,95,60,,,,,,,,,35,0,0,1,1,1,1,0
Ingeniería Civil Mecánica,50,65,-,10,8,10,10,7.5,6,10,10,4,10,100,-,100,92,100,100,100,100,100,100,100,100,100,100,100,100,58,100,0,0,,,,,,,,,70,0,0,9,1,0,1,1
Ingeniería Civil Mecánica,30,95,-,10,6,10,7.5,7.5,0,8.33,7.5,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,100,,,,,,,,,76,0,0,9,1,0,1,1
Ingeniería Civil Plan Común,35,0,77,10,4,10,5,10,-,3.33,10,6,10,100,100,100,100,-,100,100,100,100,100,80,80,70,0,100,0,20,0,0,20,,,,,,,,,54,0,0,11,1,1,1,0
Ingeniería Civil Matemática,55,0,-,0,10,10,7.5,10,2,10,7.5,8,6,100,100,100,-,-,100,-,100,100,-,95,100,70,100,90,100,100,100,85,0,,,,,,,,,28,0,0,8,1,0,1,0
Ingeniería Civil Informática,21,75,50,10,10,10,6,7.5,8,10,10,2,4,100,100,100,100,100,100,100,100,100,100,75,100,90,100,100,100,100,100,80,75,,,,,,,,,76,0,0,7,1,0,1,1
Ingeniería Civil Plan Común,95,85,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,70,,,,,,,,,94,0,0,11,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,7.5,6,10,10,10,10,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,93,100,100,100,,,,,,,,,98,0,0,7,1,0,1,1
Ingeniería Civil Informática,55,100,-,-,10,10,8,7.5,10,8.33,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,85,100,100,100,55,100,,,,,,,,,84,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,95,100,-,10,10,10,10,10,4,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,97,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,7.5,6,10,10,6,10,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,98,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,6,10,100,100,-,100,100,-,96,100,100,100,95,100,100,100,100,95,95,80,100,0,,,,,,,,,96,0,0,7,1,0,1,1
Ingeniería Civil,25,100,-,0,6,10,7.5,10,0,1.67,7.5,6,10,100,100,-,100,100,100,-,100,100,100,90,100,100,100,85,80,0,100,100,0,,,,,,,,,65,0,0,1,1,1,1,1
Ingeniería Civil,41,95,-,10,10,-,8,10,4,-,-,-,-,96,100,100,0,100,92,-,-,-,-,90,100,100,100,100,0,0,0,0,0,,,,,,,,,55,0,0,1,1,1,1,0
Ingeniería Civil Informática,13,40,70,10,6,10,4,5,8,1.67,-,-,-,100,100,-,-,48,100,-,100,-,-,85,100,70,80,95,-,-,-,-,-,,,,,,,,,49,0,0,7,1,0,1,0
Ingeniería Civil Mecánica,100,35,-,10,4,10,-,10,4,3.33,10,4,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,0,100,,,,,,,,,76,0,0,9,1,1,1,1
Ingeniería Civil Informática,97,100,-,10,10,10,8,10,8,10,10,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,45,100,100,100,,,,,,,,,96,0,0,7,1,0,1,1
Ingeniería Civil Matemática,36,30,100,0,10,10,10,7.5,10,10,7.5,10,10,100,100,100,100,100,0,-,100,-,100,90,100,100,100,100,100,20,100,15,0,,,,,,,,,70,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,33,60,100,10,4,10,10,7.5,10,6,10,8,10,100,100,100,100,100,-,-,100,100,100,100,100,100,100,100,40,0,100,100,100,,,,,,,,,82,0,0,9,1,0,1,1
Ingeniería Civil,55,55,-,10,8,10,10,5,6,10,5,10,10,85,0,100,-,93,89,0,100,-,100,90,100,80,100,85,90,0,95,100,0,,,,,,,,,66,0,0,1,1,0,1,1
Ingeniería Civil Informática,63,80,-,10,10,0,10,10,6,8.33,10,6,-,100,100,100,96,100,100,100,100,100,98,95,100,100,100,95,85,11,85,65,50,,,,,,,,,74,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,,,,,,,,,100,0,0,7,1,0,1,1
Ingeniería Civil Plan Común,95,55,-,10,-,10,10,10,10,10,5,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-,100,0,,,,,,,,,81,0,0,11,1,1,1,1
Ingeniería Civil Mecánica,43,0,80,10,10,0,10,7.5,10,10,10,0,-,100,100,-,100,100,-,100,-,-,-,100,95,100,95,0,90,100,0,0,0,,,,,,,,,62,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,6,10,100,100,100,100,100,100,100,100,100,100,95,100,100,95,100,100,0,100,55,95,,,,,,,,,96,0,0,7,1,0,1,1
Ingeniería Civil Informática,90,100,-,10,10,10,10,10,8,10,10,10,10,100,-,100,100,100,100,98,100,100,99,90,100,100,100,100,100,85,100,100,95,,,,,,,,,95,0,0,7,1,0,1,1
Ingeniería Civil Matemática,73,70,-,10,10,10,10,10,8,10,10,10,10,90,87,93,87,76,59,0,85,-,87,95,80,100,85,95,100,100,95,100,85,,,,,,,,,80,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,98,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,100,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,4,7.5,-,10,10,6,10,85,100,100,32,100,100,100,100,100,100,90,100,100,95,100,100,100,100,100,100,,,,,,,,,95,0,0,7,1,0,1,1
Ingeniería Civil Informática,85,90,-,0,10,10,6,7.5,8,10,10,0,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,85,95,,,,,,,,,88,0,0,7,1,0,1,1
Ingeniería Civil Informática,35,65,45,10,10,10,10,5,6,8.33,7.5,4,10,100,100,100,75,100,100,100,100,100,100,90,95,90,95,100,35,41,40,5,60,,,,,,,,,66,0,0,7,1,1,1,1
Ingeniería Civil Informática,85,100,-,10,10,10,10,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,96,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,90,50,-,0,10,10,8,10,10,10,7.5,8,10,-,-,-,-,-,-,-,-,-,-,0,0,100,100,100,0,0,0,0,0,,,,,,,,,58,0,0,9,1,0,1,1
Ingeniería Civil Informática,48,100,-,10,10,10,10,10,10,8.33,10,4,10,100,100,100,0,100,100,100,100,95,97,90,100,100,90,100,100,100,100,60,100,,,,,,,,,84,0,0,7,1,0,1,1
