C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sexo,Sem,Apr,labels
90.0,34.5,0.0,100.0,100.0,100.0,75.0,25.0,40.0,60.0,50.0,40.0,60.0,77.0,100.0,95.0,0.0,0.0,18.0,98.0,100.0,92.0,0.0,100.0,100.0,90.0,0.0,80.0,70.0,90.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,62.0,11,0.0,0,2.0,1,1
31.0,10.0,0.0,0.0,40.0,0.0,80.0,100.0,20.0,66.7,50.0,60.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,75.0,90.0,0.0,100.0,100.0,100.0,0.0,95.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0.0,0,1.0,0,0
0.0,25.0,38.5,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,0.0,0.0,0.0,100.0,100.0,100.0,95.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,40.0,100.0,100.0,60.0,0.0,0.0,0.0,32.0,10,0.0,1,2.0,0,1
74.5,44.5,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,0.0,87.0,85.0,88.0,92.0,100.0,84.0,90.91,91.0,100.0,100.0,95.0,95.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,100.0,100.0,100.0,100.0,0.0,100.0,77.0,2,0.0,0,2.0,1,3
95.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,83.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,86.0,17,0.0,0,1.0,1,4
61.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,83.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.0,95.0,80.0,90.0,0.0,85.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12,0.0,0,2.0,0,1
85.0,90.0,0.0,100.0,100.0,0.0,80.0,100.0,40.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36.0,100.0,75.0,95.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,88.0,7,0.0,1,1.0,1,3
83.0,0.0,82.0,100.0,0.0,0.0,0.0,0.0,40.0,33.3,25.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12,0.0,0,1.0,0,1
81.0,95.0,0.0,100.0,100.0,100.0,80.0,75.0,40.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,0.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,8,0.0,1,1.0,1,3
100.0,52.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,18,0.0,0,2.0,1,4
94.0,95.0,0.0,100.0,100.0,100.0,40.0,100.0,60.0,33.3,50.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,25.0,90.0,100.0,95.0,100.0,80.0,0.0,0.0,100.0,0.0,0.0,0.0,81.0,0,0.0,0,1.0,1,0
95.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,91.0,95.0,100.0,93.0,96.0,86.0,98.0,100.0,98.0,99.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,7,0.0,0,1.0,1,3
40.0,20.0,90.0,100.0,60.0,90.0,100.0,100.0,100.0,100.0,17.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,25.0,57.14,0.0,50.0,25.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,69.0,1,0.0,1,2.0,1,3
98.0,75.0,0.0,100.0,100.0,100.0,100.0,75.0,80.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,95.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,7,0.0,0,1.0,1,2
100.0,25.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,67.0,0.0,100.0,100.0,100.0,0.0,100.0,98.0,99.0,0.0,0.0,91.0,0.0,100.0,100.0,90.0,100.0,100.0,100.0,10.0,100.0,95.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,70.0,6,0.0,1,2.0,1,3
100.0,100.0,0.0,100.0,100.0,100.0,80.0,100.0,40.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,7,0.0,0,1.0,1,2
8.0,0.0,0.0,100.0,40.0,0.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,70.0,90.0,85.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8,0.0,1,1.0,0,1
100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7,0.0,0,1.0,1,2
35.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,60.0,100.0,100.0,80.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,95.0,0.0,55.0,100.0,100.0,70.0,80.0,0.0,26.0,90.0,40.0,35.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64.0,6,0.0,1,1.0,1,0
100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,78.0,83.0,0.0,80.0,100.0,100.0,95.0,100.0,100.0,80.0,90.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,9,0.0,0,1.0,1,2
100.0,60.0,0.0,100.0,100.0,100.0,80.0,100.0,100.0,80.0,75.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,73.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,8,0.0,0,1.0,1,3
50.0,0.0,15.0,100.0,60.0,100.0,20.0,0.0,80.0,20.0,75.0,0.0,40.0,71.0,100.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,100.0,100.0,0.0,90.0,100.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9,0.0,1,1.0,0,1
100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,6,0.0,1,2.0,1,3
40.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,95.0,75.0,20.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,50.0,0,0.0,0,1.0,0,3
90.0,85.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,6,0.0,0,2.0,1,3
50.0,65.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,0.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,97.0,95.0,95.0,100.0,100.0,100.0,0.0,60.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,68.0,8,0.0,0,1.0,1,3
26.0,0.0,0.0,100.0,100.0,100.0,80.0,100.0,40.0,100.0,100.0,100.0,100.0,90.0,93.0,100.0,100.0,100.0,0.0,96.0,95.0,0.0,93.0,90.0,95.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,13.0,8,0.0,0,1.0,0,3
75.0,85.0,0.0,100.0,100.0,0.0,80.0,100.0,40.0,100.0,100.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,7,0.0,0,1.0,1,2
95.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,98.0,100.0,94.0,86.0,97.0,93.0,100.0,100.0,96.0,100.0,100.0,90.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,91.0,6,0.0,0,2.0,1,3
90.0,75.0,0.0,100.0,100.0,0.0,80.0,75.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,9,0.0,0,1.0,1,2
16.0,0.0,30.0,0.0,40.0,100.0,40.0,50.0,60.0,80.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,89.0,100.0,0.0,0.0,85.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,70.0,0.0,0.0,0.0,0.0,23.0,0,0.0,0,1.0,0,0
93.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,80.0,100.0,100.0,0.0,0.0,92.0,93.0,94.0,91.0,95.0,68.0,56.0,0.0,0.0,0.0,95.0,100.0,100.0,100.0,95.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7,0.0,0,1.0,0,1
79.0,85.0,0.0,100.0,100.0,100.0,75.0,50.0,0.0,100.0,100.0,100.0,100.0,100.0,78.0,100.0,98.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,80.0,100.0,0.0,100.0,100.0,95.0,0.0,0.0,20.0,100.0,0.0,0.0,78.0,100.0,0.0,78.0,11,0.0,0,2.0,1,1
80.0,0.0,0.0,83.0,60.0,100.0,75.0,25.0,20.0,80.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,47.0,92.0,100.0,100.0,100.0,0.0,0.0,10.0,100.0,100.0,100.0,100.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40.0,1,0.0,0,2.0,0,0
83.0,95.0,0.0,100.0,100.0,100.0,80.0,75.0,100.0,83.3,100.0,20.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,95.0,100.0,95.0,100.0,100.0,40.0,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,12,0.0,0,1.0,1,2
45.0,0.0,0.0,100.0,100.0,100.0,75.0,100.0,80.0,100.0,50.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,80.0,0.0,100.0,100.0,100.0,100.0,100.0,23.0,17,0.0,1,2.0,0,4
98.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,8,0.0,0,1.0,1,2
98.0,100.0,0.0,0.0,60.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1,0.0,1,1.0,1,0
40.0,90.0,100.0,100.0,100.0,0.0,100.0,75.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,8,0.0,0,1.0,1,3
60.0,60.0,0.0,100.0,100.0,100.0,80.0,75.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,0.0,100.0,95.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,95.0,90.0,100.0,70.0,0.0,50.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,6,0.0,1,1.0,1,2
70.0,0.0,90.0,100.0,100.0,100.0,80.0,75.0,100.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,7,0.0,0,1.0,0,2
63.0,85.0,0.0,0.0,100.0,100.0,100.0,75.0,60.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.0,7,0.0,0,1.0,1,3
28.0,0.0,0.0,100.0,100.0,100.0,100.0,75.0,80.0,50.0,50.0,40.0,60.0,0.0,96.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,30.0,100.0,100.0,100.0,100.0,0.0,50.0,60.0,0.0,60.0,100.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0.0,0,1.0,0,0
35.0,100.0,100.0,100.0,100.0,100.0,40.0,75.0,20.0,83.3,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,7,0.0,1,1.0,1,3
47.0,100.0,0.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,50.0,80.0,100.0,95.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.0,7,0.0,0,1.0,1,3
65.0,80.0,0.0,100.0,100.0,100.0,75.0,75.0,60.0,60.0,50.0,100.0,100.0,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,70.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.0,5,0.0,0,2.0,1,3
48.0,0.0,0.0,0.0,60.0,100.0,0.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12,0.0,1,1.0,0,1
45.0,80.0,0.0,100.0,100.0,100.0,100.0,50.0,40.0,100.0,83.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,12,0.0,0,2.0,1,4
95.0,80.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,75.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,7,0.0,0,1.0,1,2
18.0,95.0,0.0,0.0,100.0,100.0,80.0,100.0,20.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.0,9,0.0,0,1.0,1,4
100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.24,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,100.0,100.0,98.0,12,0.0,0,2.0,1,4
0.0,100.0,100.0,0.0,40.0,0.0,80.0,100.0,60.0,16.7,100.0,40.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,65.0,95.0,0.0,85.0,100.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,75.0,0,0.0,1,1.0,1,0
96.0,0.0,57.0,100.0,0.0,100.0,0.0,75.0,100.0,80.0,100.0,40.0,100.0,0.0,79.0,62.0,52.0,80.0,0.0,0.0,95.0,81.0,51.0,100.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,16,0.0,1,1.0,1,1
100.0,100.0,0.0,0.0,100.0,100.0,80.0,100.0,100.0,83.3,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,1,0.0,0,1.0,1,3
80.0,90.0,0.0,0.0,100.0,100.0,80.0,100.0,20.0,100.0,100.0,0.0,100.0,95.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,98.0,0.0,90.0,90.0,0.0,40.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1,0.0,0,1.0,1,0
6.0,0.0,0.0,0.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,96.0,94.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6,0.0,0,1.0,0,1
45.0,70.0,0.0,100.0,100.0,100.0,100.0,0.0,40.0,80.0,50.0,40.0,100.0,80.0,93.0,94.0,0.0,81.0,82.0,0.0,93.0,92.0,75.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,50.0,80.0,0.0,100.0,100.0,0.0,100.0,0.0,22.0,100.0,0.0,62.0,11,0.0,0,1.0,1,1
69.0,0.0,100.0,100.0,100.0,30.0,100.0,0.0,80.0,100.0,33.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,90.91,100.0,100.0,100.0,100.0,90.0,100.0,80.0,100.0,50.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,68.0,11,0.0,0,2.0,1,4
83.0,35.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,16,0.0,0,1.0,0,1
40.0,0.0,65.0,100.0,60.0,30.0,75.0,100.0,100.0,80.0,50.0,100.0,100.0,0.0,100.0,0.0,100.0,99.0,100.0,0.0,100.0,63.0,100.0,100.0,90.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,0.0,80.0,0.0,0.0,100.0,0.0,0.0,100.0,55.0,17,0.0,0,2.0,0,4
100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,0.0,1,1.0,1,3
30.0,75.0,67.0,100.0,100.0,100.0,100.0,75.0,80.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,65.0,100.0,25.0,56.0,100.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,2,0.0,1,1.0,1,0
70.0,80.0,0.0,100.0,100.0,100.0,100.0,50.0,80.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90.91,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,12,0.0,0,2.0,1,4
90.0,0.0,87.0,100.0,100.0,30.0,100.0,100.0,60.0,100.0,83.0,100.0,100.0,91.0,89.0,94.0,95.0,99.0,99.0,98.0,90.91,97.0,100.0,80.0,90.0,95.0,100.0,100.0,95.0,100.0,100.0,100.0,0.0,100.0,100.0,50.0,83.0,100.0,0.0,0.0,0.0,72.0,2,0.0,0,2.0,1,3
23.0,50.0,25.0,0.0,100.0,100.0,100.0,75.0,40.0,66.7,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,95.0,80.0,75.0,100.0,65.0,56.0,85.0,70.0,60.0,100.0,100.0,100.0,100.0,100.0,64.0,100.0,100.0,38.0,2,0.0,1,1.0,0,3
70.0,55.0,0.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,78.0,1,0.0,0,2.0,1,3
100.0,100.0,0.0,0.0,100.0,100.0,60.0,100.0,60.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,90.0,0.0,100.0,100.0,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,4,0.0,0,1.0,1,0
100.0,100.0,0.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,98.0,100.0,86.0,100.0,0.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,7,0.0,1,1.0,1,2
100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,95.0,90.0,100.0,100.0,98.0,100.0,89.0,94.0,0.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,9,0.0,0,1.0,1,2
65.0,90.0,0.0,100.0,100.0,100.0,40.0,75.0,80.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,7,0.0,0,1.0,1,2
100.0,95.0,0.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,7,0.0,0,1.0,1,3
83.0,95.0,0.0,100.0,100.0,100.0,60.0,100.0,80.0,83.3,25.0,60.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,85.0,0.0,85.0,100.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,7,0.0,0,1.0,1,2
8.0,0.0,20.0,100.0,100.0,100.0,80.0,50.0,60.0,60.0,50.0,60.0,40.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,98.0,99.0,90.0,70.0,100.0,95.0,10.0,70.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8,0.0,0,1.0,0,1
65.0,55.0,0.0,100.0,100.0,30.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,100.0,95.0,100.0,85.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,74.0,1,0.0,0,2.0,1,3
100.0,75.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,83.0,100.0,100.0,91.0,98.0,90.0,77.0,80.0,69.0,78.0,100.0,89.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,6,0.0,1,2.0,1,3
