C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sexo,Sem,Apr,labels
90.0,90.0,0.0,100.0,100.0,100.0,100.0,75.0,40.0,100.0,83.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,11,1.0,1,2.0,1,4
53.0,60.0,0.0,100.0,40.0,100.0,100.0,75.0,40.0,100.0,100.0,20.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,86.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1,1.0,0,1.0,1,0
95.0,30.0,0.0,100.0,100.0,90.0,75.0,0.0,60.0,100.0,83.0,60.0,0.0,100.0,0.0,76.0,0.0,0.0,0.0,95.0,100.0,100.0,0.0,80.0,0.0,100.0,0.0,100.0,0.0,85.0,85.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,63.0,11,1.0,0,2.0,1,4
0.0,30.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.0,11,1.0,1,2.0,0,4
90.0,60.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,83.3,75.0,0.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,70.0,9,1.0,0,1.0,1,1
81.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1,1.0,0,1.0,1,0
59.0,62.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,80.0,33.0,60.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,33.0,0.0,100.0,100.0,100.0,100.0,95.0,75.0,70.0,0.0,30.0,100.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.0,4,1.0,0,2.0,1,3
97.0,100.0,0.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,45.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,7,1.0,0,1.0,1,2
95.0,0.0,85.0,83.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,50.0,80.0,25.0,35.0,30.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,67.0,3,1.0,1,2.0,1,3
68.0,100.0,0.0,0.0,100.0,100.0,0.0,75.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,1,1.0,0,1.0,1,3
27.0,65.0,50.0,100.0,100.0,100.0,100.0,75.0,80.0,100.0,100.0,80.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,95.0,95.0,100.0,95.0,90.0,25.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,73.0,9,1.0,0,1.0,1,4
75.0,65.0,0.0,100.0,100.0,100.0,75.0,100.0,40.0,40.0,100.0,100.0,100.0,85.0,100.0,100.0,88.0,93.0,0.0,98.0,100.0,94.0,86.0,100.0,100.0,85.0,75.0,100.0,70.0,100.0,90.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,11,1.0,0,2.0,1,4
90.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,67.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,12,1.0,1,2.0,1,4
90.0,95.0,0.0,100.0,100.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,30.0,100.0,0.0,0.0,100.0,100.0,52.0,100.0,100.0,100.0,100.0,0.0,85.0,7,1.0,0,1.0,1,3
48.0,95.0,0.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,25.0,80.0,100.0,100.0,100.0,100.0,79.0,100.0,100.0,87.0,100.0,0.0,100.0,95.0,100.0,100.0,100.0,100.0,85.0,90.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.0,7,1.0,1,1.0,1,3
45.0,0.0,0.0,100.0,100.0,100.0,0.0,75.0,100.0,60.0,17.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,65.0,0.0,0.0,20.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,22.0,100.0,100.0,15.0,11,1.0,1,2.0,0,4
58.0,0.0,0.0,100.0,100.0,100.0,75.0,100.0,100.0,40.0,0.0,100.0,100.0,81.0,87.0,100.0,83.0,90.0,68.0,37.0,90.91,86.0,51.0,100.0,100.0,100.0,85.0,75.0,85.0,70.0,30.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.0,3,1.0,0,2.0,0,3
60.0,62.0,0.0,100.0,100.0,100.0,75.0,75.0,80.0,60.0,100.0,100.0,33.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,90.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,25.0,0.0,35.0,0.0,100.0,0.0,0.0,71.0,4,1.0,0,2.0,1,2
100.0,0.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,7,1.0,0,1.0,1,3
33.0,50.0,60.0,100.0,100.0,100.0,80.0,50.0,60.0,100.0,100.0,60.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.0,9,1.0,0,1.0,1,4
90.0,74.5,0.0,100.0,100.0,100.0,75.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,90.0,100.0,55.0,100.0,95.0,50.0,75.0,55.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,83.0,11,1.0,1,2.0,1,4
90.0,0.0,95.0,100.0,100.0,100.0,0.0,50.0,80.0,100.0,33.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,95.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.0,3,1.0,0,2.0,1,3
85.0,45.0,95.0,67.0,100.0,100.0,100.0,50.0,20.0,80.0,83.0,80.0,100.0,92.0,87.0,100.0,77.0,78.0,0.0,96.0,0.0,0.0,83.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,90.0,0.0,100.0,100.0,100.0,100.0,46.0,0.0,100.0,85.0,11,1.0,0,2.0,1,4
62.5,0.0,95.0,100.0,0.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,95.0,85.0,100.0,90.0,95.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,11,1.0,1,2.0,1,4
80.0,70.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,83.0,100.0,100.0,81.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,0.0,95.0,70.0,100.0,95.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.0,3,1.0,0,2.0,1,3
90.0,37.0,0.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,60.0,67.0,81.0,58.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,4,1.0,0,2.0,1,3
100.0,95.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,12,1.0,0,2.0,1,4
100.0,68.0,0.0,100.0,100.0,20.0,75.0,100.0,60.0,100.0,67.0,100.0,100.0,100.0,46.0,89.0,0.0,90.0,100.0,89.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,75.0,100.0,95.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,85.0,4,1.0,0,2.0,1,3
100.0,95.0,0.0,60.0,100.0,100.0,75.0,75.0,60.0,100.0,0.0,100.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,90.0,100.0,100.0,100.0,0.0,100.0,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,11,1.0,0,2.0,1,2
85.0,65.0,0.0,100.0,89.0,90.0,0.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,98.0,100.0,97.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,30.0,100.0,85.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,78.0,4,1.0,0,2.0,1,3
90.0,95.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,40.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,95.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,80.0,100.0,86.0,3,1.0,0,2.0,1,3
85.0,65.0,0.0,100.0,100.0,100.0,80.0,75.0,40.0,100.0,100.0,40.0,100.0,81.0,98.0,100.0,98.0,100.0,94.0,0.0,81.25,94.0,90.0,85.0,100.0,95.0,100.0,100.0,100.0,80.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1,1.0,0,1.0,1,0
80.0,50.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,64.0,100.0,100.0,79.0,11,1.0,0,2.0,1,4
95.0,60.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,94.0,90.0,90.0,100.0,75.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,17,1.0,0,2.0,1,4
19.0,30.0,0.0,100.0,100.0,100.0,60.0,75.0,60.0,50.0,100.0,60.0,100.0,0.0,98.0,100.0,100.0,73.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,80.0,90.0,95.0,30.0,0.0,40.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8,1.0,1,1.0,0,1
83.0,65.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,50.0,60.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,95.0,100.0,80.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,10,1.0,1,1.0,1,1
94.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,50.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,80.0,100.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,78.0,100.0,100.0,90.0,4,1.0,0,2.0,1,3
80.0,95.0,0.0,0.0,100.0,90.0,100.0,75.0,80.0,60.0,50.0,100.0,0.0,100.0,100.0,100.0,83.0,99.0,92.0,100.0,0.0,0.0,97.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,85.0,12,1.0,0,2.0,1,4
95.0,73.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,4,1.0,0,2.0,1,3
100.0,69.5,0.0,100.0,100.0,100.0,100.0,75.0,40.0,100.0,100.0,100.0,67.0,91.0,100.0,100.0,87.0,87.0,97.0,86.0,90.91,100.0,97.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,20.0,0.0,56.0,0.0,100.0,100.0,83.0,4,1.0,0,2.0,1,0
90.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,67.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.91,100.0,100.0,100.0,90.0,0.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,4,1.0,0,2.0,1,3
95.0,85.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,9,1.0,0,1.0,1,2
100.0,100.0,0.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,7,1.0,0,1.0,1,3
10.0,70.5,0.0,60.0,60.0,0.0,25.0,25.0,40.0,80.0,83.0,60.0,100.0,82.0,95.0,95.0,92.0,98.0,100.0,88.0,100.0,99.0,100.0,100.0,95.0,35.0,0.0,50.0,40.0,30.0,100.0,95.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,3,1.0,0,2.0,0,3
42.0,65.0,35.0,0.0,100.0,100.0,20.0,50.0,60.0,100.0,80.0,20.0,40.0,100.0,0.0,100.0,69.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,0.0,70.0,100.0,95.0,10.0,95.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8,1.0,1,1.0,0,2
80.0,75.0,0.0,100.0,100.0,100.0,75.0,75.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,11,1.0,0,2.0,1,4
70.0,80.0,0.0,100.0,50.0,100.0,100.0,100.0,80.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,11,1.0,0,2.0,1,4
95.0,55.0,0.0,100.0,100.0,100.0,100.0,50.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,11,1.0,1,2.0,1,4
75.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,67.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,12,1.0,1,2.0,1,4
100.0,100.0,0.0,100.0,100.0,100.0,100.0,75.0,80.0,100.0,17.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,89.0,12,1.0,1,2.0,1,4
95.0,80.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,75.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,61.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,90.0,7,1.0,0,1.0,1,3
90.0,55.0,0.0,67.0,100.0,100.0,100.0,50.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,95.0,45.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,77.0,11,1.0,0,2.0,1,4
80.0,50.0,0.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,50.0,60.0,100.0,90.0,82.0,52.0,23.0,97.0,94.0,0.0,100.0,88.0,97.0,100.0,100.0,85.0,0.0,75.0,15.0,80.0,40.0,95.0,55.0,0.0,100.0,100.0,100.0,100.0,10.0,0.0,0.0,69.0,11,1.0,1,2.0,1,4
90.0,70.0,0.0,100.0,100.0,100.0,80.0,100.0,0.0,0.0,100.0,80.0,100.0,0.0,100.0,0.0,26.0,79.0,79.0,0.0,82.5,0.0,77.0,95.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,80.0,75.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,81.0,7,1.0,0,1.0,1,3
45.0,85.0,0.0,100.0,100.0,100.0,100.0,25.0,40.0,100.0,100.0,20.0,67.0,86.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,85.0,95.0,85.0,100.0,0.0,45.0,20.0,100.0,45.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,64.0,18,1.0,1,2.0,1,1
100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,12,1.0,1,2.0,1,4
85.0,65.0,0.0,100.0,100.0,100.0,80.0,75.0,40.0,100.0,100.0,40.0,100.0,81.0,98.0,100.0,98.0,100.0,94.0,0.0,81.25,94.0,90.0,85.0,100.0,95.0,100.0,100.0,100.0,80.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,71.0,1,1.0,0,1.0,1,3
100.0,25.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,20.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,75.0,0.0,0.0,0.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,72.0,4,1.0,0,2.0,1,3
63.0,90.0,0.0,100.0,100.0,100.0,100.0,75.0,60.0,100.0,100.0,100.0,40.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1,1.0,0,1.0,1,0
54.0,0.0,0.0,0.0,100.0,100.0,50.0,50.0,0.0,0.0,17.0,60.0,67.0,90.0,98.0,0.0,100.0,100.0,97.0,0.0,100.0,100.0,86.0,100.0,100.0,100.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,4,1.0,0,2.0,0,0
48.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,80.0,66.7,100.0,20.0,60.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,15.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1,1.0,1,1.0,1,0
45.0,30.0,75.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,33.0,100.0,100.0,75.0,89.0,91.0,62.0,92.0,74.0,46.0,90.91,56.0,80.0,30.0,100.0,90.0,0.0,30.0,0.0,55.0,45.0,0.0,35.0,55.0,100.0,100.0,0.0,75.0,0.0,0.0,0.0,62.0,4,1.0,0,2.0,1,0
37.0,40.0,50.0,0.0,40.0,100.0,20.0,75.0,20.0,50.0,100.0,40.0,100.0,95.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,98.0,100.0,100.0,100.0,80.0,90.0,100.0,60.0,70.0,100.0,0.0,0.0,100.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,1,1.0,0,1.0,0,3
90.0,65.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,55.0,100.0,86.0,0.0,100.0,100.0,100.0,50.0,100.0,85.0,90.0,0.0,100.0,80.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0,0.0,81.0,12,1.0,1,2.0,1,4
92.0,95.0,0.0,100.0,100.0,100.0,100.0,50.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,7,1.0,1,1.0,1,3
80.0,55.0,0.0,100.0,100.0,100.0,75.0,75.0,100.0,100.0,67.0,100.0,100.0,0.0,100.0,100.0,0.0,87.0,100.0,100.0,0.0,95.0,100.0,100.0,100.0,100.0,65.0,100.0,50.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,3,1.0,0,2.0,1,3
0.0,50.0,60.0,100.0,60.0,100.0,100.0,100.0,40.0,80.0,100.0,60.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,97.0,100.0,95.0,100.0,100.0,95.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1,1.0,0,1.0,1,0
83.0,90.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,67.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,90.0,100.0,90.0,100.0,85.0,100.0,95.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,4,1.0,0,2.0,1,2
96.0,100.0,0.0,100.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,0.0,0.0,0.0,45.0,98.0,0.0,98.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,7,1.0,0,1.0,1,2
100.0,90.0,0.0,100.0,0.0,100.0,80.0,100.0,80.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,95.0,100.0,100.0,0.0,100.0,85.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,7,1.0,0,1.0,1,2
25.0,0.0,0.0,50.0,100.0,90.0,100.0,50.0,40.0,60.0,0.0,40.0,0.0,100.0,100.0,100.0,0.0,93.0,0.0,85.0,90.91,0.0,0.0,80.0,85.0,60.0,10.0,60.0,0.0,0.0,15.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,13.0,3,1.0,1,2.0,0,3
18.0,75.0,0.0,100.0,60.0,100.0,50.0,75.0,100.0,66.7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,90.0,100.0,75.0,100.0,100.0,0.0,5.0,0.0,25.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,47.0,1,1.0,0,1.0,0,3
100.0,40.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,40.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,78.0,3,1.0,0,2.0,1,3
29.0,100.0,0.0,100.0,40.0,100.0,80.0,100.0,80.0,100.0,25.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,15.0,35.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,74.0,9,1.0,0,1.0,1,4
90.0,75.0,0.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,20.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,11,1.0,0,2.0,1,4
